Camera Name: Beamage-3.0
Serial Number: 271193
Firmware: 1.70
Description: USB3.0 Beam Profiling Camera
ADC level: 12 bits 
Sampling Rate: 1 / 1 pulse(s)
Total Duration: 0:0:0:30 (DD:HH:MM:SS)
_______________________________________________________________
Date	 Elapsed time(sec)	 dSigma X(um)	 dSigma Y (um)	 Effective Diameter(um)	 Ellipticity(%)	 Orientation(degrees)	 Centroid X(um)	 Centroid y(um)	 Peak X(um)	 Peak Y(um)	 Peak Saturation level(%)	 Peak to Average Ratio X	 Peak to Average Ratio Y	 X Baseline Position	 Y Baseline Position	 Delta Centroid X	 Delta Centroid Y	 Delta Peak X	 Delta Peak Y	  
 17:33:04, Wednesday, April 30, 2025	0.141	1204.5	1061.5	-	88.1	0.0	693.1	528.9	720.5	517.0	84.5	1.7	1.7	174.2	687.7	518.9	-158.9	546.3	-170.7
17:33:04, Wednesday, April 30, 2025	0.313	1215.5	1083.5	-	89.1	0.0	692.8	528.8	649.0	506.0	84.6	1.7	1.7	174.2	687.7	518.6	-159.0	474.8	-181.7
17:33:05, Wednesday, April 30, 2025	0.485	1199.0	1072.5	-	89.4	0.0	692.5	528.4	748.0	517.0	84.4	1.7	1.7	174.2	687.7	518.3	-159.3	573.8	-170.7
17:33:05, Wednesday, April 30, 2025	0.641	1199.0	1083.5	-	90.4	0.0	692.9	528.9	709.5	495.0	84.9	1.7	1.7	174.2	687.7	518.7	-158.8	535.3	-192.7
17:33:05, Wednesday, April 30, 2025	0.844	1210.0	1072.5	-	88.6	0.0	693.9	529.2	665.5	517.0	84.9	1.7	1.7	174.2	687.7	519.7	-158.6	491.3	-170.7
17:33:05, Wednesday, April 30, 2025	1.000	1193.5	1072.5	-	89.9	0.0	694.2	529.2	753.5	522.5	84.8	1.7	1.7	174.2	687.7	520.0	-158.5	579.3	-165.2
17:33:05, Wednesday, April 30, 2025	1.188	1204.5	1067.0	-	88.6	0.0	694.0	529.4	731.5	572.0	85.2	1.7	1.7	174.2	687.7	519.8	-158.3	557.3	-115.7
17:33:05, Wednesday, April 30, 2025	1.360	1210.0	1072.5	-	88.6	0.0	693.0	529.1	709.5	495.0	85.1	1.7	1.7	174.2	687.7	518.8	-158.6	535.3	-192.7
17:33:06, Wednesday, April 30, 2025	1.532	1204.5	1072.5	-	89.0	0.0	692.5	528.9	726.0	528.0	85.1	1.7	1.7	174.2	687.7	518.4	-158.9	551.8	-159.7
17:33:06, Wednesday, April 30, 2025	1.688	1210.0	1067.0	-	88.2	0.0	693.4	529.1	654.5	506.0	85.0	1.7	1.7	174.2	687.7	519.2	-158.6	480.3	-181.7
