Camera Name: Beamage-3.0
Serial Number: 271193
Firmware: 1.70
Description: USB3.0 Beam Profiling Camera
ADC level: 12 bits 
Sampling Rate: 1 / 1 pulse(s)
Total Duration: 0:0:0:30 (DD:HH:MM:SS)
_______________________________________________________________
Date	 Elapsed time(sec)	 dSigma X(um)	 dSigma Y (um)	 Effective Diameter(um)	 Ellipticity(%)	 Orientation(degrees)	 Centroid X(um)	 Centroid y(um)	 Peak X(um)	 Peak Y(um)	 Peak Saturation level(%)	 Peak to Average Ratio X	 Peak to Average Ratio Y	 X Baseline Position	 Y Baseline Position	 Delta Centroid X	 Delta Centroid Y	 Delta Peak X	 Delta Peak Y	  
 15:05:00, Wednesday, April 23, 2025	0.047	3608.0	3305.5	-	91.6	0.0	1083.4	-693.8	1160.5	-610.5	85.7	1.8	1.8	174.2	687.7	909.3	-1381.5	986.3	-1298.2
15:05:00, Wednesday, April 23, 2025	0.203	3613.5	3322.0	-	91.9	0.0	1083.5	-695.0	1001.0	-682.0	85.5	1.8	1.8	174.2	687.7	909.4	-1382.8	826.8	-1369.7
15:05:00, Wednesday, April 23, 2025	0.390	3679.5	3300.0	-	89.7	0.0	1083.4	-694.7	1045.0	-599.5	85.2	1.8	1.8	174.2	687.7	909.2	-1382.4	870.8	-1287.2
15:05:01, Wednesday, April 23, 2025	0.547	3608.0	3311.0	-	91.8	0.0	1083.2	-693.9	1100.0	-698.5	85.2	1.8	1.8	174.2	687.7	909.0	-1381.7	925.8	-1386.2
15:05:01, Wednesday, April 23, 2025	0.734	3619.0	3305.5	-	91.3	0.0	1083.3	-694.0	1122.0	-687.5	85.2	1.8	1.8	174.2	687.7	909.1	-1381.7	947.8	-1375.2
15:05:01, Wednesday, April 23, 2025	0.937	3597.0	3316.5	-	92.2	0.0	1083.4	-693.7	1094.5	-698.5	85.4	1.8	1.8	174.2	687.7	909.2	-1381.4	920.3	-1386.2
15:05:01, Wednesday, April 23, 2025	1.109	3619.0	3316.5	-	91.6	0.0	1083.5	-695.9	1094.5	-698.5	85.6	1.8	1.8	174.2	687.7	909.3	-1383.6	920.3	-1386.2
15:05:01, Wednesday, April 23, 2025	1.297	3608.0	3311.0	-	91.8	0.0	1083.5	-695.0	1188.0	-715.0	85.8	1.8	1.8	174.2	687.7	909.4	-1382.7	1013.8	-1402.7
15:05:02, Wednesday, April 23, 2025	1.469	3619.0	3294.5	-	91.0	0.0	1083.4	-694.5	1160.5	-610.5	85.5	1.8	1.8	174.2	687.7	909.2	-1382.2	986.3	-1298.2
15:05:02, Wednesday, April 23, 2025	1.640	3608.0	3311.0	-	91.8	0.0	1083.4	-695.0	1177.0	-605.0	85.5	1.8	1.8	174.2	687.7	909.3	-1382.8	1002.8	-1292.7
15:05:02, Wednesday, April 23, 2025	1.828	3602.5	3305.5	-	91.8	0.0	1083.7	-693.9	1001.0	-682.0	86.0	1.8	1.8	174.2	687.7	909.5	-1381.6	826.8	-1369.7
15:05:02, Wednesday, April 23, 2025	2.000	3597.0	3316.5	-	92.2	0.0	1083.8	-694.2	1111.0	-572.0	85.6	1.8	1.8	174.2	687.7	909.6	-1381.9	936.8	-1259.7
15:05:02, Wednesday, April 23, 2025	2.203	3641.0	3294.5	-	90.5	0.0	1083.6	-694.5	1100.0	-748.0	86.0	1.8	1.8	174.2	687.7	909.5	-1382.2	925.8	-1435.7
15:05:02, Wednesday, April 23, 2025	2.375	3712.5	3322.0	-	89.5	0.0	1083.6	-694.2	1270.5	-550.0	85.3	1.8	1.8	174.2	687.7	909.4	-1382.0	1096.3	-1237.7
15:05:03, Wednesday, April 23, 2025	2.578	3597.0	3311.0	-	92.0	0.0	1083.8	-694.4	1171.5	-594.0	85.2	1.8	1.8	174.2	687.7	909.6	-1382.2	997.3	-1281.7
15:05:03, Wednesday, April 23, 2025	2.765	3591.5	3316.5	-	92.3	0.0	1083.4	-694.9	902.0	-671.0	85.6	1.8	1.8	174.2	687.7	909.3	-1382.6	727.8	-1358.7
15:05:03, Wednesday, April 23, 2025	2.937	3602.5	3327.5	-	92.4	0.0	1083.5	-694.2	1155.0	-610.5	85.5	1.8	1.8	174.2	687.7	909.3	-1381.9	980.8	-1298.2
15:05:03, Wednesday, April 23, 2025	3.109	3613.5	3305.5	-	91.5	0.0	1083.6	-694.2	1094.5	-704.0	85.1	1.8	1.8	174.2	687.7	909.4	-1382.0	920.3	-1391.7
15:05:03, Wednesday, April 23, 2025	3.265	3624.5	3305.5	-	91.2	0.0	1083.7	-694.8	1056.0	-654.5	85.2	1.8	1.8	174.2	687.7	909.5	-1382.5	881.8	-1342.2
15:05:03, Wednesday, April 23, 2025	3.422	3613.5	3311.0	-	91.6	0.0	1083.8	-695.2	907.5	-671.0	85.4	1.8	1.8	174.2	687.7	909.6	-1382.9	733.3	-1358.7
15:05:04, Wednesday, April 23, 2025	3.594	3624.5	3261.5	-	90.0	0.0	1083.8	-694.6	1089.0	-704.0	85.6	1.8	1.8	174.2	687.7	909.6	-1382.4	914.8	-1391.7
15:05:04, Wednesday, April 23, 2025	3.765	3597.0	3316.5	-	92.2	0.0	1083.7	-693.9	1127.5	-687.5	85.4	1.8	1.8	174.2	687.7	909.5	-1381.6	953.3	-1375.2
15:05:04, Wednesday, April 23, 2025	3.922	3597.0	3322.0	-	92.4	0.0	1083.6	-694.3	1083.5	-704.0	85.3	1.8	1.8	174.2	687.7	909.5	-1382.1	909.3	-1391.7
15:05:04, Wednesday, April 23, 2025	4.094	3690.5	3327.5	-	90.2	0.0	1083.6	-694.0	951.5	-709.5	85.2	1.9	1.8	174.2	687.7	909.4	-1381.8	777.3	-1397.2
15:05:04, Wednesday, April 23, 2025	4.250	3591.5	3322.0	-	92.5	0.0	1083.6	-694.8	1094.5	-704.0	85.8	1.8	1.8	174.2	687.7	909.4	-1382.6	920.3	-1391.7
15:05:04, Wednesday, April 23, 2025	4.422	3591.5	3311.0	-	92.2	0.0	1083.5	-694.7	1171.5	-594.0	85.1	1.8	1.8	174.2	687.7	909.3	-1382.4	997.3	-1281.7
15:05:05, Wednesday, April 23, 2025	4.594	3701.5	3311.0	-	89.5	0.0	1083.5	-695.1	1001.0	-682.0	85.8	1.8	1.8	174.2	687.7	909.3	-1382.8	826.8	-1369.7
15:05:05, Wednesday, April 23, 2025	4.765	3597.0	3316.5	-	92.2	0.0	1083.8	-694.7	1039.5	-847.0	85.7	1.8	1.8	174.2	687.7	909.6	-1382.4	865.3	-1534.7
15:05:05, Wednesday, April 23, 2025	4.937	3613.5	3333.0	-	92.2	0.0	1083.7	-695.3	1199.0	-583.0	85.7	1.8	1.8	174.2	687.7	909.6	-1383.0	1024.8	-1270.7
15:05:05, Wednesday, April 23, 2025	5.094	3602.5	3305.5	-	91.8	0.0	1083.7	-694.7	1122.0	-621.5	85.4	1.8	1.8	174.2	687.7	909.5	-1382.4	947.8	-1309.2
15:05:05, Wednesday, April 23, 2025	5.265	3690.5	3327.5	-	90.2	0.0	1083.7	-694.5	1122.0	-682.0	85.4	1.9	1.8	174.2	687.7	909.5	-1382.2	947.8	-1369.7
15:05:05, Wednesday, April 23, 2025	5.437	3597.0	3311.0	-	92.0	0.0	1083.4	-695.4	1023.0	-610.5	85.4	1.8	1.8	174.2	687.7	909.3	-1383.1	848.8	-1298.2
15:05:06, Wednesday, April 23, 2025	5.625	3608.0	3311.0	-	91.8	0.0	1083.4	-694.6	1061.5	-588.5	85.7	1.8	1.8	174.2	687.7	909.2	-1382.4	887.3	-1276.2
15:05:06, Wednesday, April 23, 2025	5.781	3608.0	3294.5	-	91.3	0.0	1083.4	-695.3	1105.5	-759.0	85.5	1.8	1.8	174.2	687.7	909.3	-1383.1	931.3	-1446.7
15:05:06, Wednesday, April 23, 2025	5.969	3624.5	3327.5	-	91.8	0.0	1083.7	-694.6	1083.5	-583.0	85.4	1.8	1.8	174.2	687.7	909.5	-1382.3	909.3	-1270.7
15:05:06, Wednesday, April 23, 2025	6.125	3608.0	3316.5	-	91.9	0.0	1083.6	-694.8	1089.0	-698.5	85.6	1.8	1.8	174.2	687.7	909.5	-1382.5	914.8	-1386.2
15:05:06, Wednesday, April 23, 2025	6.281	3696.0	3311.0	-	89.6	0.0	1083.1	-695.1	1061.5	-588.5	85.6	1.9	1.8	174.2	687.7	909.0	-1382.8	887.3	-1276.2
15:05:07, Wednesday, April 23, 2025	6.469	3597.0	3283.5	-	91.3	0.0	1083.5	-693.8	1083.5	-704.0	85.3	1.8	1.8	174.2	687.7	909.4	-1381.5	909.3	-1391.7
15:05:07, Wednesday, April 23, 2025	6.672	3619.0	3371.5	-	93.2	0.0	1083.4	-694.2	1122.0	-687.5	85.4	1.8	1.8	174.2	687.7	909.3	-1381.9	947.8	-1375.2
15:05:07, Wednesday, April 23, 2025	6.828	3696.0	3294.5	-	89.1	0.0	1083.3	-694.9	1105.5	-572.0	85.5	1.8	1.8	174.2	687.7	909.1	-1382.6	931.3	-1259.7
15:05:07, Wednesday, April 23, 2025	7.015	3674.0	3316.5	-	90.3	0.0	1083.2	-694.4	1292.5	-720.5	85.2	1.8	1.8	174.2	687.7	909.1	-1382.1	1118.3	-1408.2
15:05:07, Wednesday, April 23, 2025	7.187	3608.0	3311.0	-	91.8	0.0	1083.6	-694.5	1226.5	-583.0	85.0	1.8	1.8	174.2	687.7	909.4	-1382.3	1052.3	-1270.7
15:05:07, Wednesday, April 23, 2025	7.344	3602.5	3289.0	-	91.3	0.0	1083.6	-694.3	1182.5	-709.5	85.2	1.8	1.8	174.2	687.7	909.5	-1382.0	1008.3	-1397.2
15:05:08, Wednesday, April 23, 2025	7.500	3602.5	3311.0	-	91.9	0.0	1083.0	-694.5	1270.5	-550.0	85.2	1.8	1.8	174.2	687.7	908.9	-1382.3	1096.3	-1237.7
15:05:08, Wednesday, April 23, 2025	7.672	3619.0	3294.5	-	91.0	0.0	1083.8	-695.0	1001.0	-682.0	85.4	1.8	1.8	174.2	687.7	909.6	-1382.8	826.8	-1369.7
15:05:08, Wednesday, April 23, 2025	7.844	3597.0	3267.0	-	90.8	0.0	1083.9	-695.0	1034.0	-665.5	85.5	1.8	1.8	174.2	687.7	909.7	-1382.7	859.8	-1353.2
15:05:08, Wednesday, April 23, 2025	8.000	3608.0	3311.0	-	91.8	0.0	1083.5	-694.8	1061.5	-594.0	85.9	1.8	1.8	174.2	687.7	909.3	-1382.6	887.3	-1281.7
15:05:08, Wednesday, April 23, 2025	8.172	3624.5	3322.0	-	91.7	0.0	1083.4	-695.2	1100.0	-698.5	85.6	1.8	1.8	174.2	687.7	909.2	-1383.0	925.8	-1386.2
15:05:08, Wednesday, April 23, 2025	8.344	3624.5	3294.5	-	90.9	0.0	1083.9	-695.9	1061.5	-594.0	85.5	1.8	1.8	174.2	687.7	909.8	-1383.6	887.3	-1281.7
15:05:09, Wednesday, April 23, 2025	8.531	3613.5	3311.0	-	91.6	0.0	1083.5	-694.5	1105.5	-693.0	85.2	1.8	1.8	174.2	687.7	909.3	-1382.2	931.3	-1380.7
15:05:09, Wednesday, April 23, 2025	8.703	3608.0	3305.5	-	91.6	0.0	1083.6	-694.6	1056.0	-786.5	85.3	1.8	1.8	174.2	687.7	909.4	-1382.3	881.8	-1474.2
15:05:09, Wednesday, April 23, 2025	8.875	3613.5	3316.5	-	91.8	0.0	1083.4	-694.9	1100.0	-748.0	85.2	1.8	1.8	174.2	687.7	909.2	-1382.6	925.8	-1435.7
15:05:09, Wednesday, April 23, 2025	9.031	3624.5	3311.0	-	91.4	0.0	1083.4	-694.2	1012.0	-555.5	85.2	1.8	1.8	174.2	687.7	909.2	-1382.0	837.8	-1243.2
15:05:09, Wednesday, April 23, 2025	9.203	3679.5	3311.0	-	90.0	0.0	1083.1	-694.8	1089.0	-698.5	85.3	1.9	1.8	174.2	687.7	908.9	-1382.5	914.8	-1386.2
15:05:09, Wednesday, April 23, 2025	9.375	3608.0	3311.0	-	91.8	0.0	1083.2	-694.2	1100.0	-698.5	85.3	1.8	1.8	174.2	687.7	909.1	-1381.9	925.8	-1386.2
15:05:10, Wednesday, April 23, 2025	9.547	3613.5	3311.0	-	91.6	0.0	1083.6	-694.5	1094.5	-704.0	85.5	1.9	1.8	174.2	687.7	909.4	-1382.2	920.3	-1391.7
15:05:10, Wednesday, April 23, 2025	9.719	3613.5	3366.0	-	93.2	0.0	1083.4	-694.7	1094.5	-704.0	85.8	1.8	1.8	174.2	687.7	909.2	-1382.5	920.3	-1391.7
15:05:10, Wednesday, April 23, 2025	9.890	3608.0	3322.0	-	92.1	0.0	1083.5	-694.8	1347.5	-698.5	85.8	1.8	1.8	174.2	687.7	909.4	-1382.5	1173.3	-1386.2
15:05:10, Wednesday, April 23, 2025	10.047	3613.5	3316.5	-	91.8	0.0	1083.1	-695.3	1100.0	-748.0	85.3	1.8	1.8	174.2	687.7	908.9	-1383.0	925.8	-1435.7
15:05:10, Wednesday, April 23, 2025	10.234	3602.5	3311.0	-	91.9	0.0	1083.4	-694.7	1100.0	-748.0	85.2	1.8	1.8	174.2	687.7	909.2	-1382.5	925.8	-1435.7
15:05:10, Wednesday, April 23, 2025	10.406	3685.0	3311.0	-	89.9	0.0	1083.3	-694.7	1100.0	-698.5	85.3	1.8	1.8	174.2	687.7	909.1	-1382.4	925.8	-1386.2
15:05:11, Wednesday, April 23, 2025	10.578	3608.0	3311.0	-	91.8	0.0	1083.3	-695.9	1105.5	-693.0	85.2	1.8	1.8	174.2	687.7	909.1	-1383.6	931.3	-1380.7
15:05:11, Wednesday, April 23, 2025	10.765	3701.5	3300.0	-	89.2	0.0	1083.4	-695.6	1061.5	-588.5	85.1	1.8	1.8	174.2	687.7	909.2	-1383.3	887.3	-1276.2
15:05:11, Wednesday, April 23, 2025	10.906	3602.5	3322.0	-	92.2	0.0	1083.5	-694.7	1089.0	-770.0	85.1	1.8	1.8	174.2	687.7	909.3	-1382.5	914.8	-1457.7
15:05:11, Wednesday, April 23, 2025	11.078	3608.0	3316.5	-	91.9	0.0	1083.2	-695.6	1089.0	-770.0	85.4	1.8	1.8	174.2	687.7	909.0	-1383.3	914.8	-1457.7
15:05:11, Wednesday, April 23, 2025	11.250	3613.5	3316.5	-	91.8	0.0	1083.5	-696.8	1226.5	-577.5	85.1	1.8	1.8	174.2	687.7	909.3	-1384.5	1052.3	-1265.2
15:05:11, Wednesday, April 23, 2025	11.422	3602.5	3294.5	-	91.5	0.0	1083.7	-695.0	1100.0	-748.0	85.2	1.8	1.8	174.2	687.7	909.5	-1382.8	925.8	-1435.7
15:05:12, Wednesday, April 23, 2025	11.594	3608.0	3305.5	-	91.6	0.0	1083.5	-694.8	1094.5	-704.0	84.8	1.8	1.8	174.2	687.7	909.3	-1382.5	920.3	-1391.7
