Camera Name: Beamage-3.0
Serial Number: 271193
Firmware: 1.70
Description: USB3.0 Beam Profiling Camera
ADC level: 12 bits 
Sampling Rate: 1 / 1 pulse(s)
Total Duration: 0:0:0:30 (DD:HH:MM:SS)
_______________________________________________________________
Date	 Elapsed time(sec)	 dSigma X(um)	 dSigma Y (um)	 Effective Diameter(um)	 Ellipticity(%)	 Orientation(degrees)	 Centroid X(um)	 Centroid y(um)	 Peak X(um)	 Peak Y(um)	 Peak Saturation level(%)	 Peak to Average Ratio X	 Peak to Average Ratio Y	 X Baseline Position	 Y Baseline Position	 Delta Centroid X	 Delta Centroid Y	 Delta Peak X	 Delta Peak Y	  
 18:10:46, Wednesday, March 26, 2025	0.172	1100.0	1160.5	-	94.8	0.0	634.5	290.2	605.0	302.5	91.7	1.7	1.7	0.0	0.0	634.5	290.2	605.0	302.5
18:10:47, Wednesday, March 26, 2025	0.859	1094.5	1155.0	-	94.8	0.0	631.1	291.8	627.0	308.0	91.6	1.7	1.7	0.0	0.0	631.1	291.8	627.0	308.0
18:10:48, Wednesday, March 26, 2025	1.531	1094.5	1160.5	-	94.3	0.0	631.6	288.7	616.0	297.0	91.5	1.7	1.7	0.0	0.0	631.6	288.7	616.0	297.0
18:10:48, Wednesday, March 26, 2025	2.172	1094.5	1160.5	-	94.3	0.0	630.8	290.4	616.0	297.0	91.5	1.7	1.7	0.0	0.0	630.8	290.4	616.0	297.0
18:10:49, Wednesday, March 26, 2025	2.828	1094.5	1155.0	-	94.8	0.0	637.9	292.9	616.0	297.0	91.5	1.7	1.7	0.0	0.0	637.9	292.9	616.0	297.0
18:10:50, Wednesday, March 26, 2025	3.453	1100.0	1155.0	-	95.2	0.0	635.3	298.6	599.5	363.0	91.8	1.7	1.7	0.0	0.0	635.3	298.6	599.5	363.0
18:10:50, Wednesday, March 26, 2025	4.062	1094.5	1160.5	-	94.3	0.0	632.9	295.0	621.5	302.5	91.5	1.7	1.7	0.0	0.0	632.9	295.0	621.5	302.5
18:10:51, Wednesday, March 26, 2025	4.640	1094.5	1155.0	-	94.8	0.0	632.5	291.1	627.0	308.0	91.6	1.7	1.7	0.0	0.0	632.5	291.1	627.0	308.0
18:10:52, Wednesday, March 26, 2025	5.234	1094.5	1155.0	-	94.8	0.0	636.9	296.1	627.0	319.0	91.3	1.7	1.7	0.0	0.0	636.9	296.1	627.0	319.0
18:10:52, Wednesday, March 26, 2025	5.828	1094.5	1160.5	-	94.3	0.0	633.0	289.0	627.0	313.5	91.6	1.7	1.7	0.0	0.0	633.0	289.0	627.0	313.5
18:10:53, Wednesday, March 26, 2025	6.422	1094.5	1155.0	-	94.8	0.0	637.8	293.9	621.5	302.5	91.7	1.7	1.7	0.0	0.0	637.8	293.9	621.5	302.5
18:10:53, Wednesday, March 26, 2025	7.000	1094.5	1155.0	-	94.8	0.0	636.3	287.3	616.0	297.0	91.6	1.7	1.7	0.0	0.0	636.3	287.3	616.0	297.0
18:10:54, Wednesday, March 26, 2025	7.578	1094.5	1160.5	-	94.3	0.0	632.1	289.0	610.5	308.0	91.8	1.7	1.7	0.0	0.0	632.1	289.0	610.5	308.0
18:10:54, Wednesday, March 26, 2025	8.140	1100.0	1155.0	-	95.2	0.0	633.9	287.8	616.0	297.0	91.8	1.7	1.7	0.0	0.0	633.9	287.8	616.0	297.0
18:10:55, Wednesday, March 26, 2025	8.703	1100.0	1160.5	-	94.8	0.0	635.1	289.2	632.5	313.5	91.6	1.7	1.7	0.0	0.0	635.1	289.2	632.5	313.5
18:10:56, Wednesday, March 26, 2025	9.250	1100.0	1160.5	-	94.8	0.0	636.3	286.7	632.5	313.5	91.6	1.7	1.7	0.0	0.0	636.3	286.7	632.5	313.5
18:10:56, Wednesday, March 26, 2025	9.828	1100.0	1160.5	-	94.8	0.0	634.3	289.6	627.0	313.5	91.7	1.7	1.7	0.0	0.0	634.3	289.6	627.0	313.5
18:10:57, Wednesday, March 26, 2025	10.406	1094.5	1160.5	-	94.3	0.0	633.7	291.5	621.5	313.5	91.5	1.7	1.7	0.0	0.0	633.7	291.5	621.5	313.5
18:10:57, Wednesday, March 26, 2025	10.984	1100.0	1160.5	-	94.8	0.0	635.7	290.1	632.5	308.0	91.7	1.7	1.7	0.0	0.0	635.7	290.1	632.5	308.0
18:10:58, Wednesday, March 26, 2025	11.562	1094.5	1160.5	-	94.3	0.0	635.8	291.5	610.5	297.0	91.4	1.7	1.7	0.0	0.0	635.8	291.5	610.5	297.0
18:10:58, Wednesday, March 26, 2025	12.125	1094.5	1160.5	-	94.3	0.0	633.1	290.4	627.0	302.5	91.7	1.7	1.7	0.0	0.0	633.1	290.4	627.0	302.5
18:10:59, Wednesday, March 26, 2025	12.703	1100.0	1155.0	-	95.2	0.0	635.1	288.7	610.5	297.0	91.5	1.7	1.7	0.0	0.0	635.1	288.7	610.5	297.0
18:11:00, Wednesday, March 26, 2025	13.281	1094.5	1160.5	-	94.3	0.0	636.9	291.6	616.0	297.0	91.5	1.7	1.7	0.0	0.0	636.9	291.6	616.0	297.0
18:11:00, Wednesday, March 26, 2025	13.906	1100.0	1160.5	-	94.8	0.0	634.2	289.6	632.5	313.5	91.8	1.7	1.7	0.0	0.0	634.2	289.6	632.5	313.5
18:11:01, Wednesday, March 26, 2025	14.484	1100.0	1155.0	-	95.2	0.0	635.7	286.9	627.0	313.5	91.4	1.7	1.7	0.0	0.0	635.7	286.9	627.0	313.5
18:11:01, Wednesday, March 26, 2025	15.078	1094.5	1155.0	-	94.8	0.0	634.1	288.8	610.5	308.0	91.6	1.7	1.7	0.0	0.0	634.1	288.8	610.5	308.0
18:11:02, Wednesday, March 26, 2025	15.640	1094.5	1160.5	-	94.3	0.0	633.5	288.3	632.5	308.0	91.7	1.7	1.7	0.0	0.0	633.5	288.3	632.5	308.0
18:11:02, Wednesday, March 26, 2025	16.203	1094.5	1155.0	-	94.8	0.0	632.1	292.2	605.0	297.0	91.7	1.7	1.7	0.0	0.0	632.1	292.2	605.0	297.0
18:11:03, Wednesday, March 26, 2025	16.828	1100.0	1160.5	-	94.8	0.0	634.3	293.1	616.0	297.0	91.9	1.7	1.7	0.0	0.0	634.3	293.1	616.0	297.0
18:11:04, Wednesday, March 26, 2025	17.422	1094.5	1155.0	-	94.8	0.0	634.8	293.5	632.5	308.0	91.6	1.7	1.7	0.0	0.0	634.8	293.5	632.5	308.0
18:11:04, Wednesday, March 26, 2025	18.000	1094.5	1160.5	-	94.3	0.0	633.1	290.0	621.5	313.5	91.7	1.7	1.7	0.0	0.0	633.1	290.0	621.5	313.5
18:11:05, Wednesday, March 26, 2025	18.578	1094.5	1155.0	-	94.8	0.0	634.6	291.7	632.5	313.5	91.5	1.7	1.7	0.0	0.0	634.6	291.7	632.5	313.5
18:11:05, Wednesday, March 26, 2025	19.203	1089.0	1155.0	-	94.3	0.0	629.9	292.7	621.5	313.5	91.8	1.7	1.7	0.0	0.0	629.9	292.7	621.5	313.5
18:11:06, Wednesday, March 26, 2025	19.765	1100.0	1160.5	-	94.8	0.0	629.5	290.0	605.0	302.5	91.6	1.7	1.7	0.0	0.0	629.5	290.0	605.0	302.5
18:11:07, Wednesday, March 26, 2025	20.343	1100.0	1160.5	-	94.8	0.0	639.3	285.8	632.5	308.0	92.0	1.7	1.7	0.0	0.0	639.3	285.8	632.5	308.0
18:11:07, Wednesday, March 26, 2025	20.953	1094.5	1155.0	-	94.8	0.0	637.2	297.0	610.5	302.5	91.6	1.7	1.7	0.0	0.0	637.2	297.0	610.5	302.5
18:11:08, Wednesday, March 26, 2025	21.531	1094.5	1160.5	-	94.3	0.0	634.3	292.1	632.5	308.0	91.7	1.7	1.7	0.0	0.0	634.3	292.1	632.5	308.0
18:11:08, Wednesday, March 26, 2025	22.109	1100.0	1160.5	-	94.8	0.0	635.5	290.8	610.5	297.0	91.8	1.7	1.7	0.0	0.0	635.5	290.8	610.5	297.0
18:11:09, Wednesday, March 26, 2025	22.687	1094.5	1160.5	-	94.3	0.0	630.5	290.3	605.0	302.5	92.1	1.7	1.7	0.0	0.0	630.5	290.3	605.0	302.5
18:11:10, Wednesday, March 26, 2025	23.265	1094.5	1160.5	-	94.3	0.0	638.9	295.3	616.0	308.0	91.7	1.7	1.7	0.0	0.0	638.9	295.3	616.0	308.0
18:11:10, Wednesday, March 26, 2025	23.843	1100.0	1160.5	-	94.8	0.0	638.8	284.6	627.0	302.5	92.0	1.7	1.7	0.0	0.0	638.8	284.6	627.0	302.5
18:11:11, Wednesday, March 26, 2025	24.422	1100.0	1160.5	-	94.8	0.0	634.7	291.2	632.5	308.0	91.9	1.7	1.7	0.0	0.0	634.7	291.2	632.5	308.0
18:11:11, Wednesday, March 26, 2025	25.015	1094.5	1155.0	-	94.8	0.0	636.3	291.1	632.5	308.0	92.2	1.7	1.7	0.0	0.0	636.3	291.1	632.5	308.0
18:11:12, Wednesday, March 26, 2025	25.593	1100.0	1155.0	-	95.2	0.0	639.8	287.4	610.5	297.0	91.5	1.7	1.7	0.0	0.0	639.8	287.4	610.5	297.0
