x-axis,1,2
second,Volt,Volt
+65.3000E-03,+4.8241206E+00,+320.6533E-03
+65.5500E-03,+4.8366835E+00,+322.3492E-03
+65.8000E-03,+4.7675880E+00,+323.6683E-03
+66.0500E-03,+4.8241206E+00,+320.3392E-03
+66.3000E-03,+4.8241206E+00,+322.2236E-03
+66.5500E-03,+4.9183417E+00,+322.0980E-03
+66.8000E-03,+4.9685930E+00,+320.7789E-03
+67.0500E-03,+5.0125629E+00,+322.2864E-03
+67.3000E-03,+4.8680905E+00,+320.6533E-03
+67.5500E-03,+5.0251257E+00,+322.2236E-03
+67.8000E-03,+4.8806533E+00,+322.2236E-03
+68.0500E-03,+5.0188443E+00,+320.2136E-03
+68.3000E-03,+5.0251257E+00,+320.6533E-03
+68.5500E-03,+5.1193468E+00,+322.2236E-03
+68.8000E-03,+5.0251257E+00,+321.6583E-03
+69.0500E-03,+5.2261307E+00,+322.1608E-03
+69.3000E-03,+5.2261307E+00,+323.7940E-03
+69.5500E-03,+4.9309046E+00,+321.1558E-03
+69.8000E-03,+5.1695980E+00,+320.7789E-03
+70.0500E-03,+5.0314071E+00,+320.2764E-03
+70.3000E-03,+5.0690955E+00,+323.7940E-03
+70.5500E-03,+5.1193468E+00,+322.2236E-03
+70.8000E-03,+5.3706031E+00,+322.2236E-03
+71.0500E-03,+5.4208543E+00,+322.2236E-03
+71.3000E-03,+5.2261307E+00,+322.2236E-03
+71.5500E-03,+5.3329146E+00,+322.2236E-03
+71.8000E-03,+5.4836684E+00,+323.1030E-03
+72.0500E-03,+5.0376885E+00,+322.1608E-03
+72.3000E-03,+5.2261307E+00,+322.2236E-03
+72.5500E-03,+5.4271357E+00,+323.1658E-03
+72.8000E-03,+5.4271357E+00,+322.2236E-03
+73.0500E-03,+5.2324121E+00,+320.2764E-03
+73.3000E-03,+5.4711056E+00,+321.7839E-03
+73.5500E-03,+5.6281407E+00,+321.1558E-03
+73.8000E-03,+5.5716081E+00,+322.2236E-03
+74.0500E-03,+5.6281407E+00,+322.2864E-03
+74.3000E-03,+5.4271357E+00,+321.7839E-03
+74.5500E-03,+5.5213568E+00,+321.2814E-03
+74.8000E-03,+5.4836684E+00,+320.7789E-03
+75.0500E-03,+5.6344222E+00,+322.1608E-03
+75.3000E-03,+5.6281407E+00,+321.7839E-03
+75.5500E-03,+5.6155779E+00,+321.1558E-03
+75.8000E-03,+5.6281407E+00,+323.6683E-03
+76.0500E-03,+5.6344222E+00,+324.1708E-03
+76.3000E-03,+5.8291458E+00,+320.2136E-03
+76.5500E-03,+5.8291458E+00,+323.1658E-03
+76.8000E-03,+5.7726131E+00,+324.2337E-03
+77.0500E-03,+5.6281407E+00,+324.2337E-03
+77.3000E-03,+5.8291458E+00,+322.2236E-03
+77.5500E-03,+5.8165830E+00,+324.2337E-03
+77.8000E-03,+5.6846734E+00,+321.3442E-03
+78.0500E-03,+5.8228644E+00,+324.1080E-03
+78.3000E-03,+6.0301508E+00,+321.3442E-03
+78.5500E-03,+5.8291458E+00,+322.2236E-03
+78.8000E-03,+5.9736181E+00,+321.6583E-03
+79.0500E-03,+6.0301508E+00,+322.2236E-03
+79.3000E-03,+5.8731156E+00,+322.2236E-03
+79.5500E-03,+5.9233669E+00,+321.1558E-03
+79.8000E-03,+5.8856784E+00,+321.6583E-03
+80.0500E-03,+5.8291458E+00,+322.1608E-03
+80.3000E-03,+6.1871860E+00,+321.7839E-03
+80.5500E-03,+5.8291458E+00,+322.2236E-03
+80.8000E-03,+6.1746232E+00,+320.7789E-03
+81.0500E-03,+6.0301508E+00,+320.2764E-03
+81.3000E-03,+6.2311558E+00,+322.6633E-03
+81.5500E-03,+6.0301508E+00,+322.2236E-03
+81.8000E-03,+6.0866835E+00,+322.2236E-03
+82.0500E-03,+6.2311558E+00,+322.2236E-03
+82.3000E-03,+6.2311558E+00,+321.0930E-03
+82.5500E-03,+6.2311558E+00,+321.2814E-03
+82.8000E-03,+6.2311558E+00,+322.2236E-03
+83.0500E-03,+6.2374372E+00,+322.1608E-03
+83.3000E-03,+6.1871860E+00,+320.6533E-03
+83.5500E-03,+6.4447237E+00,+322.2236E-03
+83.8000E-03,+6.2311558E+00,+320.2136E-03
+84.0500E-03,+6.2311558E+00,+322.2236E-03
+84.3000E-03,+6.4321609E+00,+321.7839E-03
+84.5500E-03,+6.2311558E+00,+321.1558E-03
+84.8000E-03,+6.4321609E+00,+322.2236E-03
+85.0500E-03,+6.6268845E+00,+320.2764E-03
+85.3000E-03,+6.4761307E+00,+322.2236E-03
+85.5500E-03,+6.5263820E+00,+322.2236E-03
+85.8000E-03,+6.3756282E+00,+322.2236E-03
+86.0500E-03,+6.8216081E+00,+320.2136E-03
+86.3000E-03,+6.2311558E+00,+322.6633E-03
+86.5500E-03,+6.6331659E+00,+322.2236E-03
+86.8000E-03,+6.6331659E+00,+322.2236E-03
+87.0500E-03,+6.6394473E+00,+322.2236E-03
+87.3000E-03,+6.5891960E+00,+321.7839E-03
+87.5500E-03,+6.6331659E+00,+321.1558E-03
+87.8000E-03,+6.8341709E+00,+320.7789E-03
+88.0500E-03,+6.6331659E+00,+322.1608E-03
+88.3000E-03,+6.4321609E+00,+322.6633E-03
+88.5500E-03,+6.7399498E+00,+322.2236E-03
+88.8000E-03,+6.8341709E+00,+320.7789E-03
+89.0500E-03,+6.6394473E+00,+324.1708E-03
+89.3000E-03,+6.6331659E+00,+322.2236E-03
+89.5500E-03,+6.8467337E+00,+322.2236E-03
+89.8000E-03,+6.7462312E+00,+322.2236E-03
+90.0500E-03,+6.8341709E+00,+322.2236E-03
+90.3000E-03,+6.8341709E+00,+322.2236E-03
+90.5500E-03,+6.8341709E+00,+321.1558E-03
+90.8000E-03,+6.9786433E+00,+320.2136E-03
+91.0500E-03,+7.0288945E+00,+322.2236E-03
+91.3000E-03,+6.8781408E+00,+322.2236E-03
+91.5500E-03,+6.9409548E+00,+322.2236E-03
+91.8000E-03,+6.9786433E+00,+322.2236E-03
+92.0500E-03,+7.0351759E+00,+322.2236E-03
+92.3000E-03,+6.9221106E+00,+320.6533E-03
+92.5500E-03,+7.1293970E+00,+322.2236E-03
+92.8000E-03,+7.0917086E+00,+322.2236E-03
+93.0500E-03,+6.8404523E+00,+322.2236E-03
+93.3000E-03,+7.1922111E+00,+322.6633E-03
+93.5500E-03,+6.9283920E+00,+322.3492E-03
+93.8000E-03,+7.0917086E+00,+320.7789E-03
+94.0500E-03,+7.2298996E+00,+322.1608E-03
+94.3000E-03,+7.0791458E+00,+322.2236E-03
+94.5500E-03,+7.1293970E+00,+322.2236E-03
+94.8000E-03,+7.1796483E+00,+321.6583E-03
+95.0500E-03,+7.2424624E+00,+320.2136E-03
+95.3000E-03,+7.0351759E+00,+320.6533E-03
+95.5500E-03,+7.2361810E+00,+321.1558E-03
+95.8000E-03,+7.3806533E+00,+320.7789E-03
+96.0500E-03,+7.2361810E+00,+320.2764E-03
+96.3000E-03,+7.3932161E+00,+320.2136E-03
+96.5500E-03,+7.3429649E+00,+320.2136E-03
+96.8000E-03,+7.4937187E+00,+322.2236E-03
+97.0500E-03,+7.4371860E+00,+322.2864E-03
+97.3000E-03,+7.2801508E+00,+320.2136E-03
+97.5500E-03,+7.4371860E+00,+322.2236E-03
+97.8000E-03,+7.5816584E+00,+322.2236E-03
+98.0500E-03,+7.2361810E+00,+320.2764E-03
+98.3000E-03,+7.6821609E+00,+320.6533E-03
+98.5500E-03,+7.4371860E+00,+322.2236E-03
+98.8000E-03,+7.6381910E+00,+321.6583E-03
+99.0500E-03,+7.6381910E+00,+320.2764E-03
+99.3000E-03,+7.5942212E+00,+320.6533E-03
+99.5500E-03,+7.6381910E+00,+323.1658E-03
+99.8000E-03,+7.7826634E+00,+322.2236E-03
+100.0500E-03,+7.6381910E+00,+320.2764E-03
+100.3000E-03,+7.6381910E+00,+323.3543E-03
+100.5500E-03,+7.8391960E+00,+322.2236E-03
+100.8000E-03,+7.6381910E+00,+320.7789E-03
+101.0500E-03,+7.8391960E+00,+322.2236E-03
+101.3000E-03,+7.8391960E+00,+320.2136E-03
+101.5500E-03,+7.5439699E+00,+322.2236E-03
+101.8000E-03,+7.6381910E+00,+321.3442E-03
+102.0500E-03,+7.8329146E+00,+324.1708E-03
+102.3000E-03,+7.4811558E+00,+320.2136E-03
+102.5500E-03,+7.4371860E+00,+322.2236E-03
+102.8000E-03,+7.4371860E+00,+322.2236E-03
+103.0500E-03,+7.4371860E+00,+322.2236E-03
+103.3000E-03,+7.5942212E+00,+322.2236E-03
+103.5500E-03,+7.4371860E+00,+321.2814E-03
+103.8000E-03,+7.2927136E+00,+321.6583E-03
+104.0500E-03,+7.4371860E+00,+320.2764E-03
+104.3000E-03,+7.4371860E+00,+320.6533E-03
+104.5500E-03,+7.2361810E+00,+322.2236E-03
+104.8000E-03,+7.2361810E+00,+323.6683E-03
+105.0500E-03,+7.2424624E+00,+322.2236E-03
+105.3000E-03,+7.2361810E+00,+320.6533E-03
+105.5500E-03,+7.3429649E+00,+321.1558E-03
+105.8000E-03,+7.2361810E+00,+320.2136E-03
+106.0500E-03,+7.2361810E+00,+322.2236E-03
+106.3000E-03,+7.3932161E+00,+320.6533E-03
+106.5500E-03,+7.2236181E+00,+323.1658E-03
+106.8000E-03,+7.2361810E+00,+321.6583E-03
+107.0500E-03,+7.4246232E+00,+320.2764E-03
+107.3000E-03,+7.3932161E+00,+321.7839E-03
+107.5500E-03,+7.3304021E+00,+321.1558E-03
+107.8000E-03,+6.9786433E+00,+323.6683E-03
+108.0500E-03,+7.0414573E+00,+322.2236E-03
+108.3000E-03,+7.0351759E+00,+320.6533E-03
+108.5500E-03,+7.2361810E+00,+322.2236E-03
+108.8000E-03,+7.0917086E+00,+320.2136E-03
+109.0500E-03,+7.0351759E+00,+322.2236E-03
+109.3000E-03,+6.8781408E+00,+320.6533E-03
+109.5500E-03,+6.9409548E+00,+323.1658E-03
+109.8000E-03,+6.9786433E+00,+321.6583E-03
+110.0500E-03,+6.8404523E+00,+322.2864E-03
+110.3000E-03,+6.8341709E+00,+323.7940E-03
+110.5500E-03,+6.9283920E+00,+321.1558E-03
+110.8000E-03,+6.9786433E+00,+323.6683E-03
+111.0500E-03,+7.0226131E+00,+322.2236E-03
+111.3000E-03,+6.9912061E+00,+322.6633E-03
+111.5500E-03,+6.6331659E+00,+321.1558E-03
+111.8000E-03,+6.8341709E+00,+323.6683E-03
+112.0500E-03,+6.8278895E+00,+322.2236E-03
+112.3000E-03,+6.7902011E+00,+320.6533E-03
+112.5500E-03,+6.7273870E+00,+323.1658E-03
+112.8000E-03,+6.6896985E+00,+320.7789E-03
+113.0500E-03,+6.6331659E+00,+322.1608E-03
+113.3000E-03,+6.7902011E+00,+322.2236E-03
+113.5500E-03,+6.7399498E+00,+323.2915E-03
+113.8000E-03,+6.5766332E+00,+322.7889E-03
+114.0500E-03,+6.4384423E+00,+322.1608E-03
+114.3000E-03,+6.7902011E+00,+322.2236E-03
+114.5500E-03,+6.5389448E+00,+321.2814E-03
+114.8000E-03,+6.5766332E+00,+320.7789E-03
+115.0500E-03,+6.8216081E+00,+324.1708E-03
+115.3000E-03,+6.4321609E+00,+320.6533E-03
+115.5500E-03,+6.4321609E+00,+323.2915E-03
+115.8000E-03,+6.4321609E+00,+322.7889E-03
+116.0500E-03,+6.4258794E+00,+320.2764E-03
+116.3000E-03,+6.4761307E+00,+323.7940E-03
+116.5500E-03,+6.3379397E+00,+321.1558E-03
+116.8000E-03,+6.4321609E+00,+319.3342E-03
+117.0500E-03,+6.4258794E+00,+322.2236E-03
+117.3000E-03,+6.4321609E+00,+321.7839E-03
+117.5500E-03,+6.2311558E+00,+321.2814E-03
+117.8000E-03,+6.3756282E+00,+322.2236E-03
+118.0500E-03,+6.2374372E+00,+324.1708E-03
+118.3000E-03,+6.2311558E+00,+322.2236E-03
+118.5500E-03,+6.2311558E+00,+321.1558E-03
+118.8000E-03,+6.0866835E+00,+322.2236E-03
+119.0500E-03,+6.2311558E+00,+320.2136E-03
+119.3000E-03,+6.0301508E+00,+320.6533E-03
+119.5500E-03,+6.1243719E+00,+320.2136E-03
+119.8000E-03,+6.0866835E+00,+320.2136E-03
+120.0500E-03,+6.0301508E+00,+322.2236E-03
+120.3000E-03,+5.9170855E+00,+320.2136E-03
+120.5500E-03,+6.0301508E+00,+322.2236E-03
+120.8000E-03,+6.0301508E+00,+322.7889E-03
+121.0500E-03,+6.0364322E+00,+324.1708E-03
+121.3000E-03,+5.9861810E+00,+320.6533E-03
+121.5500E-03,+5.9233669E+00,+322.3492E-03
+121.8000E-03,+5.8856784E+00,+320.2136E-03
+122.0500E-03,+5.8354272E+00,+322.2236E-03
+122.3000E-03,+5.8731156E+00,+322.2236E-03
+122.5500E-03,+5.8291458E+00,+322.2236E-03
+122.8000E-03,+5.8291458E+00,+320.2136E-03
+123.0500E-03,+5.8228644E+00,+320.2136E-03
+123.3000E-03,+5.8291458E+00,+319.0829E-03
+123.5500E-03,+5.8291458E+00,+321.2814E-03
+123.8000E-03,+5.9736181E+00,+320.7789E-03
+124.0500E-03,+5.8228644E+00,+320.2764E-03
+124.3000E-03,+5.6281407E+00,+322.6633E-03
+124.5500E-03,+5.7349247E+00,+321.2814E-03
+124.8000E-03,+5.6846734E+00,+321.6583E-03
+125.0500E-03,+5.6281407E+00,+320.2764E-03
+125.3000E-03,+5.6281407E+00,+320.6533E-03
+125.5500E-03,+5.5339196E+00,+322.3492E-03
+125.8000E-03,+5.6281407E+00,+323.6683E-03
+126.0500E-03,+5.6281407E+00,+320.2764E-03
+126.3000E-03,+5.7851759E+00,+322.2236E-03
+126.5500E-03,+5.5339196E+00,+320.0879E-03
+126.8000E-03,+5.6281407E+00,+322.2236E-03
+127.0500E-03,+5.4271357E+00,+322.2236E-03
+127.3000E-03,+5.4711056E+00,+321.7839E-03
+127.5500E-03,+5.4271357E+00,+321.1558E-03
+127.8000E-03,+5.5716081E+00,+321.6583E-03
+128.0500E-03,+5.2261307E+00,+320.2764E-03
+128.3000E-03,+5.4271357E+00,+322.2236E-03
+128.5500E-03,+5.3203518E+00,+322.0980E-03
+128.8000E-03,+5.3706031E+00,+320.7789E-03
+129.0500E-03,+5.4271357E+00,+320.2764E-03
+129.3000E-03,+5.2701005E+00,+322.6633E-03
+129.5500E-03,+5.3203518E+00,+322.2236E-03
+129.8000E-03,+5.2261307E+00,+321.3442E-03
+130.0500E-03,+5.2261307E+00,+322.2864E-03
+130.3000E-03,+5.2701005E+00,+320.6533E-03
+130.5500E-03,+5.2261307E+00,+321.1558E-03
+130.8000E-03,+5.2261307E+00,+320.7789E-03
+131.0500E-03,+5.2261307E+00,+322.1608E-03
+131.3000E-03,+5.1821608E+00,+321.7839E-03
+131.5500E-03,+5.0251257E+00,+321.1558E-03
+131.8000E-03,+5.0816583E+00,+322.7889E-03
+132.0500E-03,+5.0251257E+00,+322.1608E-03
+132.3000E-03,+5.2261307E+00,+320.6533E-03
+132.5500E-03,+5.0251257E+00,+322.3492E-03
+132.8000E-03,+4.9685930E+00,+321.6583E-03
+133.0500E-03,+5.0188443E+00,+322.1608E-03
+133.3000E-03,+5.0251257E+00,+321.0930E-03
+133.5500E-03,+5.0251257E+00,+322.2236E-03
+133.8000E-03,+5.0251257E+00,+322.2236E-03
+134.0500E-03,+5.0251257E+00,+322.2236E-03
+134.3000E-03,+4.8241206E+00,+318.6432E-03
+134.5500E-03,+4.9183417E+00,+322.2236E-03
+134.8000E-03,+4.8241206E+00,+322.2236E-03
+135.0500E-03,+4.8241206E+00,+322.2236E-03
+135.3000E-03,+4.8241206E+00,+321.7839E-03
+135.5500E-03,+4.8241206E+00,+321.1558E-03
+135.8000E-03,+4.6796483E+00,+319.8995E-03
+136.0500E-03,+4.6231156E+00,+322.2236E-03
+136.3000E-03,+4.7801508E+00,+322.2236E-03
+136.5500E-03,+4.7298995E+00,+322.2236E-03
+136.8000E-03,+4.7675880E+00,+323.6683E-03
+137.0500E-03,+4.6293970E+00,+322.2236E-03
+137.3000E-03,+4.6231156E+00,+320.2136E-03
+137.5500E-03,+4.7298995E+00,+320.2136E-03
+137.8000E-03,+4.7675880E+00,+322.2236E-03
+138.0500E-03,+4.6168342E+00,+322.1608E-03
+138.3000E-03,+4.4660804E+00,+321.0930E-03
+138.5500E-03,+4.6105528E+00,+323.1658E-03
+138.8000E-03,+4.4221106E+00,+321.6583E-03
+139.0500E-03,+4.6168342E+00,+322.1608E-03
+139.3000E-03,+4.6231156E+00,+320.2136E-03
+139.5500E-03,+4.4221106E+00,+322.2236E-03
+139.8000E-03,+4.6231156E+00,+321.6583E-03
+140.0500E-03,+4.4221106E+00,+320.2764E-03
+140.3000E-03,+4.3090453E+00,+320.2136E-03
+140.5500E-03,+4.4221106E+00,+321.1558E-03
+140.8000E-03,+4.4221106E+00,+320.7789E-03
+141.0500E-03,+4.4221106E+00,+322.1608E-03
+141.3000E-03,+4.2211056E+00,+321.0930E-03
+141.5500E-03,+4.3153267E+00,+322.3492E-03
+141.8000E-03,+4.2211056E+00,+320.2136E-03
+142.0500E-03,+4.2211056E+00,+322.2236E-03
+142.3000E-03,+4.1771357E+00,+323.7940E-03
+142.5500E-03,+4.2211056E+00,+322.2236E-03
+142.8000E-03,+4.1645729E+00,+323.6683E-03
+143.0500E-03,+4.0326633E+00,+322.2236E-03
+143.3000E-03,+4.0640704E+00,+323.3543E-03
+143.5500E-03,+4.0201005E+00,+321.1558E-03
+143.8000E-03,+4.1645729E+00,+320.7789E-03
+144.0500E-03,+4.2148242E+00,+322.2864E-03
+144.3000E-03,+4.0640704E+00,+320.2136E-03
+144.5500E-03,+4.2211056E+00,+324.2337E-03
+144.8000E-03,+3.9635679E+00,+320.7789E-03
+145.0500E-03,+4.0138191E+00,+322.2236E-03
+145.3000E-03,+4.0201005E+00,+322.2236E-03
+145.5500E-03,+3.9133166E+00,+322.2236E-03
+145.8000E-03,+3.9635679E+00,+320.2136E-03
+146.0500E-03,+3.8190955E+00,+322.2236E-03
+146.3000E-03,+4.0201005E+00,+324.2337E-03
+146.5500E-03,+3.9133166E+00,+322.3492E-03
+146.8000E-03,+3.7625628E+00,+320.7789E-03
+147.0500E-03,+4.0138191E+00,+324.2337E-03
+147.3000E-03,+3.8190955E+00,+322.2236E-03
+147.5500E-03,+3.7248744E+00,+322.2236E-03
+147.8000E-03,+3.7625628E+00,+322.2236E-03
+148.0500E-03,+3.8190955E+00,+322.2864E-03
+148.3000E-03,+3.8190955E+00,+320.6533E-03
+148.5500E-03,+3.8190955E+00,+322.2236E-03
+148.8000E-03,+3.6746231E+00,+323.6683E-03
+149.0500E-03,+3.8128141E+00,+324.1708E-03
+149.3000E-03,+3.6620603E+00,+322.2236E-03
+149.5500E-03,+3.7123116E+00,+322.2236E-03
+149.8000E-03,+3.5615578E+00,+321.6583E-03
+150.0500E-03,+3.6180905E+00,+324.2337E-03
+150.3000E-03,+3.6180905E+00,+322.2236E-03
+150.5500E-03,+3.6180905E+00,+323.1658E-03
+150.8000E-03,+3.6180905E+00,+322.2236E-03
+151.0500E-03,+3.6180905E+00,+322.1608E-03
+151.3000E-03,+3.4170855E+00,+322.2236E-03
+151.5500E-03,+3.4170855E+00,+321.2814E-03
+151.8000E-03,+3.3605528E+00,+320.7789E-03
+152.0500E-03,+3.4170855E+00,+320.2764E-03
+152.3000E-03,+3.2600503E+00,+323.7940E-03
+152.5500E-03,+3.5238694E+00,+319.2713E-03
+152.8000E-03,+3.4170855E+00,+321.6583E-03
+153.0500E-03,+3.4170855E+00,+322.2236E-03
+153.3000E-03,+3.4170855E+00,+321.7839E-03
+153.5500E-03,+3.3103015E+00,+320.2136E-03
+153.8000E-03,+3.3605528E+00,+322.2236E-03
+154.0500E-03,+3.2160804E+00,+320.2764E-03
+154.3000E-03,+3.4170855E+00,+321.7839E-03
+154.5500E-03,+3.2160804E+00,+322.0980E-03
+154.8000E-03,+3.3605528E+00,+322.2236E-03
+155.0500E-03,+3.2160804E+00,+320.2764E-03
+155.3000E-03,+3.3291458E+00,+321.7839E-03
+155.5500E-03,+3.1218593E+00,+322.2236E-03
+155.8000E-03,+3.0716081E+00,+320.7789E-03
+156.0500E-03,+3.0276382E+00,+322.2236E-03
+156.3000E-03,+3.0150754E+00,+322.2236E-03
+156.5500E-03,+3.1218593E+00,+322.2236E-03
+156.8000E-03,+3.0716081E+00,+321.6583E-03
+157.0500E-03,+2.8203518E+00,+322.2236E-03
+157.3000E-03,+2.8580402E+00,+321.0930E-03
+157.5500E-03,+3.0150754E+00,+322.2236E-03
+157.8000E-03,+2.9585427E+00,+320.7789E-03
+158.0500E-03,+3.0087940E+00,+320.2764E-03
+158.3000E-03,+2.9711056E+00,+321.7839E-03
+158.5500E-03,+2.9082915E+00,+321.1558E-03
+158.8000E-03,+3.0150754E+00,+321.6583E-03
+159.0500E-03,+2.6256282E+00,+324.1708E-03
+159.3000E-03,+2.9711056E+00,+319.7739E-03
+159.5500E-03,+2.8015076E+00,+321.1558E-03
+159.8000E-03,+2.8140704E+00,+319.6482E-03
+160.0500E-03,+2.8140704E+00,+320.2764E-03
+160.3000E-03,+2.6130653E+00,+321.7839E-03
+160.5500E-03,+2.8140704E+00,+320.2136E-03
+160.8000E-03,+2.6695980E+00,+320.2136E-03
+161.0500E-03,+2.6130653E+00,+322.1608E-03
+161.3000E-03,+2.6130653E+00,+320.2136E-03
+161.5500E-03,+2.8140704E+00,+320.2136E-03
+161.8000E-03,+2.5565327E+00,+320.2136E-03
+162.0500E-03,+2.6130653E+00,+320.1507E-03
+162.3000E-03,+2.6130653E+00,+318.2035E-03
+162.5500E-03,+2.6130653E+00,+320.2136E-03
+162.8000E-03,+2.4685930E+00,+319.6482E-03
+163.0500E-03,+2.6130653E+00,+318.2663E-03
+163.3000E-03,+2.4120603E+00,+316.6332E-03
+163.5500E-03,+2.4120603E+00,+318.2035E-03
+163.8000E-03,+2.6130653E+00,+316.1935E-03
+164.0500E-03,+2.6067839E+00,+316.1306E-03
+164.3000E-03,+2.3680905E+00,+315.0628E-03
+164.5500E-03,+2.4120603E+00,+314.1834E-03
+164.8000E-03,+2.4120603E+00,+314.1834E-03
+165.0500E-03,+2.4120603E+00,+312.1105E-03
+165.3000E-03,+2.5690955E+00,+309.7236E-03
+165.5500E-03,+2.3178392E+00,+305.2010E-03
+165.8000E-03,+2.3555277E+00,+302.6884E-03
+166.0500E-03,+2.2110553E+00,+294.1457E-03
+166.3000E-03,+2.3680905E+00,+288.4925E-03
+166.5500E-03,+2.2110553E+00,+275.0502E-03
+166.8000E-03,+2.1231156E+00,+254.4472E-03
+167.0500E-03,+2.2173367E+00,+221.7839E-03
+167.3000E-03,+2.3680905E+00,+166.5703E-03
+167.5500E-03,+2.2110553E+00,+86.2312E-03
+167.8000E-03,+2.0100503E+00,+36.2312E-03
+168.0500E-03,+2.2110553E+00,+76.9975E-03
+168.3000E-03,+2.1670854E+00,+160.2889E-03
+168.5500E-03,+1.9032663E+00,+217.5754E-03
+168.8000E-03,+2.1545226E+00,+253.8819E-03
+169.0500E-03,+2.0100503E+00,+273.9824E-03
+169.3000E-03,+2.1231156E+00,+288.0528E-03
+169.5500E-03,+2.1042714E+00,+297.0352E-03
+169.8000E-03,+1.9535176E+00,+303.5678E-03
+170.0500E-03,+1.8090452E+00,+308.1533E-03
+170.3000E-03,+2.0100503E+00,+311.7337E-03
+170.5500E-03,+1.8090452E+00,+311.1055E-03
+170.8000E-03,+1.9535176E+00,+312.7387E-03
+171.0500E-03,+1.8153266E+00,+314.1834E-03
+171.3000E-03,+1.8090452E+00,+316.1935E-03
+171.5500E-03,+1.8090452E+00,+317.1357E-03
+171.8000E-03,+1.9535176E+00,+314.7487E-03
+172.0500E-03,+1.8153266E+00,+318.2663E-03
+172.3000E-03,+1.6080402E+00,+317.7638E-03
+172.5500E-03,+1.7022613E+00,+318.2035E-03
+172.8000E-03,+1.6080402E+00,+319.6482E-03
+173.0500E-03,+1.8090452E+00,+320.2136E-03
+173.3000E-03,+1.6080402E+00,+320.2136E-03
+173.5500E-03,+1.7022613E+00,+320.2136E-03
+173.8000E-03,+1.8655779E+00,+319.6482E-03
+174.0500E-03,+1.6080402E+00,+322.0980E-03
+174.3000E-03,+1.5640704E+00,+319.0829E-03
+174.5500E-03,+1.6080402E+00,+320.2136E-03
+174.8000E-03,+1.4070352E+00,+321.6583E-03
+175.0500E-03,+1.4133166E+00,+322.1608E-03
+175.3000E-03,+1.4510050E+00,+320.2136E-03
+175.5500E-03,+1.6080402E+00,+319.2713E-03
+175.8000E-03,+1.4635679E+00,+320.2136E-03
+176.0500E-03,+1.6017588E+00,+320.2136E-03
+176.3000E-03,+1.5201005E+00,+320.6533E-03
+176.5500E-03,+1.5012563E+00,+321.1558E-03
+176.8000E-03,+1.2625628E+00,+322.2236E-03
+177.0500E-03,+1.5954774E+00,+320.2764E-03
+177.3000E-03,+1.2060302E+00,+322.6633E-03
+177.5500E-03,+1.2060302E+00,+320.2136E-03
+177.8000E-03,+1.3505025E+00,+319.3342E-03
+178.0500E-03,+1.4070352E+00,+322.2864E-03
+178.3000E-03,+1.3630653E+00,+321.7839E-03
