Software Version: 1.08.00
Camera Name: Beamage-3.0
Serial Number: 271193
Firmware: 1.70
Description: USB3.0 Beam Profiling Camera
ADC level: 12 bits 
Sampling Rate: 1 / 10 pulse(s)
Total Duration: 0:0:0:30 (DD:HH:MM:SS)
Video Trigger: Not activated
_______________________________________________________________
Date	 Elapsed time(sec)	 dSigma X(um)	 dSigma Y (um)	 Effective Diameter(um)	 Ellipticity(%)	 Orientation(degrees)	 Centroid X(um)	 Centroid y(um)	 Peak X(um)	 Peak Y(um)	 Peak Saturation level(%)	 Peak to Average Ratio X	 Peak to Average Ratio Y	 X Baseline Position	 Y Baseline Position	 Delta Centroid X	 Delta Centroid Y	 Delta Peak X	 Delta Peak Y	  
 16:26:31, Thursday, April 03, 2025	1.406	4631.0	4246.0	-	91.7	0.0	-137.0	-360.9	-192.5	-396.0	85.7	1.8	1.8	5632.0	5632.0	-5769.0	-5992.9	-5824.5	-6028.0
16:26:32, Thursday, April 03, 2025	2.828	4653.0	4246.0	-	91.3	0.0	-137.0	-362.4	-148.5	-225.5	86.1	1.8	1.8	5632.0	5632.0	-5769.0	-5994.4	-5780.5	-5857.5
16:26:34, Thursday, April 03, 2025	4.250	4631.0	4191.0	-	90.5	0.0	-135.2	-361.9	-137.5	-225.5	85.9	1.8	1.8	5632.0	5632.0	-5767.2	-5993.9	-5769.5	-5857.5
16:26:35, Thursday, April 03, 2025	5.672	4653.0	4262.5	-	91.6	0.0	-138.1	-361.3	-324.5	-390.5	86.1	1.8	1.8	5632.0	5632.0	-5770.1	-5993.3	-5956.5	-6022.5
16:26:36, Thursday, April 03, 2025	7.062	4631.0	4268.0	-	92.2	0.0	-138.1	-362.2	-143.0	-231.0	85.8	1.8	1.8	5632.0	5632.0	-5770.1	-5994.2	-5775.0	-5863.0
16:26:38, Thursday, April 03, 2025	8.453	4631.0	4246.0	-	91.7	0.0	-136.4	-363.0	-225.5	-407.0	86.1	1.8	1.8	5632.0	5632.0	-5768.4	-5995.0	-5857.5	-6039.0
16:26:39, Thursday, April 03, 2025	9.859	4653.0	4257.0	-	91.5	0.0	-136.5	-361.3	-165.0	-445.5	85.9	1.8	1.8	5632.0	5632.0	-5768.5	-5993.3	-5797.0	-6077.5
16:26:41, Thursday, April 03, 2025	11.250	4642.0	4257.0	-	91.7	0.0	-135.6	-361.5	-143.0	-231.0	86.1	1.8	1.8	5632.0	5632.0	-5767.6	-5993.5	-5775.0	-5863.0
16:26:42, Thursday, April 03, 2025	12.703	4664.0	4262.5	-	91.4	0.0	-136.7	-361.7	-220.0	-539.0	86.4	1.8	1.8	5632.0	5632.0	-5768.7	-5993.7	-5852.0	-6171.0
16:26:43, Thursday, April 03, 2025	14.125	4653.0	4257.0	-	91.5	0.0	-137.0	-360.7	-148.5	-440.0	86.4	1.8	1.8	5632.0	5632.0	-5769.0	-5992.7	-5780.5	-6072.0
16:26:45, Thursday, April 03, 2025	15.531	4636.5	4202.0	-	90.6	0.0	-137.6	-361.1	-165.0	-236.5	86.5	1.8	1.8	5632.0	5632.0	-5769.6	-5993.1	-5797.0	-5868.5
16:26:46, Thursday, April 03, 2025	16.937	4658.5	4257.0	-	91.4	0.0	-137.7	-362.1	-165.0	-302.5	86.3	1.8	1.8	5632.0	5632.0	-5769.7	-5994.1	-5797.0	-5934.5
16:26:48, Thursday, April 03, 2025	18.344	4653.0	4268.0	-	91.7	0.0	-137.6	-362.0	0.0	-225.5	86.0	1.8	1.8	5632.0	5632.0	-5769.6	-5994.0	-5632.0	-5857.5
16:26:49, Thursday, April 03, 2025	19.750	4625.5	4262.5	-	92.2	0.0	-136.6	-361.3	-126.5	-291.5	86.1	1.8	1.8	5632.0	5632.0	-5768.6	-5993.3	-5758.5	-5923.5
16:26:51, Thursday, April 03, 2025	21.140	4653.0	4229.5	-	90.9	0.0	-137.3	-360.5	-170.5	-313.5	86.4	1.8	1.8	5632.0	5632.0	-5769.3	-5992.5	-5802.5	-5945.5
16:26:52, Thursday, April 03, 2025	22.547	4664.0	4262.5	-	91.4	0.0	-136.7	-361.3	-165.0	-236.5	86.3	1.8	1.8	5632.0	5632.0	-5768.7	-5993.3	-5797.0	-5868.5
16:26:53, Thursday, April 03, 2025	23.953	4658.5	4262.5	-	91.5	0.0	-137.3	-360.6	-302.5	-302.5	85.8	1.8	1.8	5632.0	5632.0	-5769.3	-5992.6	-5934.5	-5934.5
16:26:55, Thursday, April 03, 2025	25.359	4669.5	4251.5	-	91.0	0.0	-136.5	-360.8	-143.0	-231.0	86.0	1.8	1.8	5632.0	5632.0	-5768.5	-5992.8	-5775.0	-5863.0
16:26:56, Thursday, April 03, 2025	26.734	4664.0	4202.0	-	90.1	0.0	-137.3	-360.6	-93.5	-407.0	85.7	1.8	1.8	5632.0	5632.0	-5769.3	-5992.6	-5725.5	-6039.0
16:26:58, Thursday, April 03, 2025	28.140	4664.0	4251.5	-	91.2	0.0	-137.0	-359.8	-143.0	-225.5	86.2	1.8	1.8	5632.0	5632.0	-5769.0	-5991.8	-5775.0	-5857.5
16:26:59, Thursday, April 03, 2025	29.531	4691.5	4262.5	-	90.9	0.0	-137.9	-361.0	-324.5	-390.5	86.2	1.8	1.8	5632.0	5632.0	-5769.9	-5993.0	-5956.5	-6022.5
