% Moku:Go Oscilloscope
% Channel A (Input 2), DC coupling, 1 x probe attenuation
% Channel B (Input 1), DC coupling, 1 x probe attenuation
% Time span 295.4 ms, time offset 3.629 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-06-23 T 17:12:21 +0200
% Time (s), Channel A (Input 2) (V), Channel B (Input 1) (V)
-2.937696000000e-02, -2.393747e+00, 3.346361e-01
-2.908732800000e-02, -2.369321e+00, 3.334148e-01
-2.879769600000e-02, -2.351001e+00, 3.334148e-01
-2.850806400000e-02, -2.320469e+00, 3.334148e-01
-2.821843200000e-02, -2.296043e+00, 3.346361e-01
-2.792880000000e-02, -2.271617e+00, 3.334148e-01
-2.763916800000e-02, -2.253297e+00, 3.346361e-01
-2.734953600000e-02, -2.228871e+00, 3.346361e-01
-2.705990400000e-02, -2.192233e+00, 3.334148e-01
-2.677027200000e-02, -2.173913e+00, 3.334148e-01
-2.648064000000e-02, -2.161700e+00, 3.346361e-01
-2.619100800000e-02, -2.131168e+00, 3.334148e-01
-2.590137600000e-02, -2.106742e+00, 3.334148e-01
-2.561174400000e-02, -2.076209e+00, 3.321935e-01
-2.532211200000e-02, -2.051783e+00, 3.334148e-01
-2.503248000000e-02, -2.033464e+00, 3.321935e-01
-2.474284800000e-02, -2.009038e+00, 3.321935e-01
-2.445321600000e-02, -1.990718e+00, 3.309722e-01
-2.416358400000e-02, -1.954079e+00, 3.309722e-01
-2.387395200000e-02, -1.935760e+00, 3.297509e-01
-2.358432000000e-02, -1.911334e+00, 3.285296e-01
-2.329468800000e-02, -1.886908e+00, 3.273083e-01
-2.300505600000e-02, -1.856375e+00, 3.273083e-01
-2.271542400000e-02, -1.838056e+00, 3.248657e-01
-2.242579200000e-02, -1.807523e+00, 3.224231e-01
-2.213616000000e-02, -1.789204e+00, 3.187592e-01
-2.184652800000e-02, -1.764778e+00, 3.114314e-01
-2.155689600000e-02, -1.746458e+00, 3.028823e-01
-2.126726400000e-02, -1.722032e+00, 2.870054e-01
-2.097763200000e-02, -1.697606e+00, 2.613581e-01
-2.068800000000e-02, -1.673180e+00, 2.100635e-01
-2.039836800000e-02, -1.648754e+00, 1.196874e-01
-2.010873600000e-02, -1.624328e+00, 3.419639e-02
-1.981910400000e-02, -1.599902e+00, 6.228628e-02
-1.952947200000e-02, -1.575476e+00, 1.648754e-01
-1.923984000000e-02, -1.551050e+00, 2.393747e-01
-1.895020800000e-02, -1.526624e+00, 2.796776e-01
-1.866057600000e-02, -1.502198e+00, 2.979971e-01
-1.837094400000e-02, -1.477772e+00, 3.089888e-01
-1.808131200000e-02, -1.447240e+00, 3.163166e-01
-1.779168000000e-02, -1.435027e+00, 3.212018e-01
-1.750204800000e-02, -1.410601e+00, 3.273083e-01
-1.721241600000e-02, -1.392281e+00, 3.273083e-01
-1.692278400000e-02, -1.367855e+00, 3.297509e-01
-1.663315200000e-02, -1.331216e+00, 3.321935e-01
-1.634352000000e-02, -1.319003e+00, 3.309722e-01
-1.605388800000e-02, -1.288471e+00, 3.321935e-01
-1.576425600000e-02, -1.270151e+00, 3.321935e-01
-1.547462400000e-02, -1.245725e+00, 3.334148e-01
-1.518499200000e-02, -1.221299e+00, 3.334148e-01
-1.489536000000e-02, -1.202980e+00, 3.334148e-01
-1.460572800000e-02, -1.172447e+00, 3.346361e-01
-1.431609600000e-02, -1.148021e+00, 3.346361e-01
-1.402646400000e-02, -1.129702e+00, 3.346361e-01
-1.373683200000e-02, -1.105276e+00, 3.358574e-01
-1.344720000000e-02, -1.080850e+00, 3.346361e-01
-1.315756800000e-02, -1.056424e+00, 3.358574e-01
-1.286793600000e-02, -1.038105e+00, 3.358574e-01
-1.257830400000e-02, -1.019785e+00, 3.346361e-01
-1.228867200000e-02, -9.892526e-01, 3.358574e-01
-1.199904000000e-02, -9.709331e-01, 3.358574e-01
-1.170940800000e-02, -9.465071e-01, 3.358574e-01
-1.141977600000e-02, -9.159746e-01, 3.358574e-01
-1.113014400000e-02, -8.976551e-01, 3.358574e-01
-1.084051200000e-02, -8.671226e-01, 3.358574e-01
-1.055088000000e-02, -8.549096e-01, 3.358574e-01
-1.026124800000e-02, -8.243771e-01, 3.358574e-01
-9.971616000000e-03, -8.121641e-01, 3.370787e-01
-9.681984000000e-03, -7.816316e-01, 3.346361e-01
-9.392352000000e-03, -7.449927e-01, 3.358574e-01
-9.102720000000e-03, -7.266732e-01, 3.370787e-01
-8.813088000000e-03, -7.022472e-01, 3.370787e-01
-8.523456000000e-03, -6.839277e-01, 3.358574e-01
-8.233824000000e-03, -6.595017e-01, 3.358574e-01
-7.944192000000e-03, -6.350757e-01, 3.358574e-01
-7.654560000000e-03, -6.106497e-01, 3.358574e-01
-7.364928000000e-03, -5.984367e-01, 3.358574e-01
-7.075296000000e-03, -5.679042e-01, 3.358574e-01
-6.785664000000e-03, -5.434783e-01, 3.370787e-01
-6.496032000000e-03, -5.190523e-01, 3.370787e-01
-6.206400000000e-03, -4.946263e-01, 3.370787e-01
-5.916768000000e-03, -4.824133e-01, 3.358574e-01
-5.627136000000e-03, -4.518808e-01, 3.358574e-01
-5.337504000000e-03, -4.274548e-01, 3.358574e-01
-5.047872000000e-03, -4.030288e-01, 3.358574e-01
-4.758240000000e-03, -3.786028e-01, 3.358574e-01
-4.468608000000e-03, -3.480703e-01, 3.358574e-01
-4.178976000000e-03, -3.297509e-01, 3.358574e-01
-3.889344000000e-03, -3.053249e-01, 3.370787e-01
-3.599712000000e-03, -2.870054e-01, 3.370787e-01
-3.310080000000e-03, -2.564729e-01, 3.358574e-01
-3.020448000000e-03, -2.381534e-01, 3.370787e-01
-2.730816000000e-03, -2.137274e-01, 3.358574e-01
-2.441184000000e-03, -1.893014e-01, 3.358574e-01
-2.151552000000e-03, -1.648754e-01, 3.358574e-01
-1.861920000000e-03, -1.465559e-01, 3.358574e-01
-1.572288000000e-03, -1.221299e-01, 3.358574e-01
-1.282656000000e-03, -9.159746e-02, 3.370787e-01
-9.930240000000e-04, -7.327797e-02, 3.370787e-01
-7.033920000000e-04, -4.885198e-02, 3.358574e-01
-4.137600000000e-04, -2.442599e-02, 3.370787e-01
-1.241280000000e-04, 0.000000e+00, 3.358574e-01
1.655040000000e-04, 2.442599e-02, 3.358574e-01
4.551360000000e-04, 4.885198e-02, 3.358574e-01
7.447680000000e-04, 7.327797e-02, 3.370787e-01
1.034400000000e-03, 9.770396e-02, 3.370787e-01
1.324032000000e-03, 1.160234e-01, 3.358574e-01
1.613664000000e-03, 1.465559e-01, 3.370787e-01
1.903296000000e-03, 1.648754e-01, 3.358574e-01
2.192928000000e-03, 1.893014e-01, 3.358574e-01
2.482560000000e-03, 2.076209e-01, 3.358574e-01
2.772192000000e-03, 2.320469e-01, 3.358574e-01
3.061824000000e-03, 2.625794e-01, 3.358574e-01
3.351456000000e-03, 2.870054e-01, 3.358574e-01
3.641088000000e-03, 3.114314e-01, 3.358574e-01
3.930720000000e-03, 3.358573e-01, 3.358574e-01
4.220352000000e-03, 3.541768e-01, 3.358574e-01
4.509984000000e-03, 3.847093e-01, 3.370787e-01
4.799616000000e-03, 4.030288e-01, 3.358574e-01
5.089248000000e-03, 4.274548e-01, 3.370787e-01
5.378880000000e-03, 4.518808e-01, 3.358574e-01
5.668512000000e-03, 4.763068e-01, 3.358574e-01
5.958144000000e-03, 5.007328e-01, 3.358574e-01
6.247776000000e-03, 5.312653e-01, 3.370787e-01
6.537408000000e-03, 5.556913e-01, 3.370787e-01
6.827040000000e-03, 5.740107e-01, 3.358574e-01
7.116672000000e-03, 5.984367e-01, 3.370787e-01
7.406304000000e-03, 6.289692e-01, 3.370787e-01
7.695936000000e-03, 6.472887e-01, 3.358574e-01
7.985568000000e-03, 6.717147e-01, 3.370787e-01
8.275200000000e-03, 6.900342e-01, 3.358574e-01
8.564832000000e-03, 7.144602e-01, 3.370787e-01
8.854464000000e-03, 7.449927e-01, 3.370787e-01
9.144096000000e-03, 7.694187e-01, 3.358574e-01
9.433728000000e-03, 7.816316e-01, 3.370787e-01
9.723360000000e-03, 8.121641e-01, 3.370787e-01
1.001299200000e-02, 8.365901e-01, 3.358574e-01
1.030262400000e-02, 8.610161e-01, 3.358574e-01
1.059225600000e-02, 8.854421e-01, 3.370787e-01
1.088188800000e-02, 9.098681e-01, 3.358574e-01
1.117152000000e-02, 9.281876e-01, 3.370787e-01
1.146115200000e-02, 9.587201e-01, 3.358574e-01
1.175078400000e-02, 9.831461e-01, 3.358574e-01
1.204041600000e-02, 9.953591e-01, 3.358574e-01
1.233004800000e-02, 1.025892e+00, 3.358574e-01
1.261968000000e-02, 1.050318e+00, 3.370787e-01
1.290931200000e-02, 1.080850e+00, 3.358574e-01
1.319894400000e-02, 1.099170e+00, 3.370787e-01
1.348857600000e-02, 1.117489e+00, 3.358574e-01
1.377820800000e-02, 1.148021e+00, 3.358574e-01
1.406784000000e-02, 1.172447e+00, 3.358574e-01
1.435747200000e-02, 1.196873e+00, 3.358574e-01
1.464710400000e-02, 1.221299e+00, 3.358574e-01
1.493673600000e-02, 1.239619e+00, 3.358574e-01
1.522636800000e-02, 1.270151e+00, 3.358574e-01
1.551600000000e-02, 1.294577e+00, 3.358574e-01
1.580563200000e-02, 1.312897e+00, 3.358574e-01
1.609526400000e-02, 1.337323e+00, 3.358574e-01
1.638489600000e-02, 1.361749e+00, 3.358574e-01
1.667452800000e-02, 1.386175e+00, 3.358574e-01
1.696416000000e-02, 1.416707e+00, 3.358574e-01
1.725379200000e-02, 1.435027e+00, 3.358574e-01
1.754342400000e-02, 1.447240e+00, 3.370787e-01
1.783305600000e-02, 1.483879e+00, 3.370787e-01
1.812268800000e-02, 1.508305e+00, 3.358574e-01
1.841232000000e-02, 1.532731e+00, 3.358574e-01
1.870195200000e-02, 1.557157e+00, 3.358574e-01
1.899158400000e-02, 1.575476e+00, 3.358574e-01
1.928121600000e-02, 1.599902e+00, 3.346361e-01
1.957084800000e-02, 1.624328e+00, 3.346361e-01
1.986048000000e-02, 1.654861e+00, 3.358574e-01
2.015011200000e-02, 1.667074e+00, 3.358574e-01
2.043974400000e-02, 1.691500e+00, 3.358574e-01
2.072937600000e-02, 1.722032e+00, 3.358574e-01
2.101900800000e-02, 1.740352e+00, 3.346361e-01
2.130864000000e-02, 1.770884e+00, 3.358574e-01
2.159827200000e-02, 1.789204e+00, 3.346361e-01
2.188790400000e-02, 1.819736e+00, 3.358574e-01
2.217753600000e-02, 1.844162e+00, 3.358574e-01
2.246716800000e-02, 1.862482e+00, 3.346361e-01
2.275680000000e-02, 1.886908e+00, 3.358574e-01
2.304643200000e-02, 1.911334e+00, 3.358574e-01
2.333606400000e-02, 1.935760e+00, 3.358574e-01
2.362569600000e-02, 1.947973e+00, 3.346361e-01
2.391532800000e-02, 1.978505e+00, 3.358574e-01
2.420496000000e-02, 2.002931e+00, 3.370787e-01
2.449459200000e-02, 2.027357e+00, 3.370787e-01
2.478422400000e-02, 2.045677e+00, 3.358574e-01
2.507385600000e-02, 2.082316e+00, 3.358574e-01
2.536348800000e-02, 2.100635e+00, 3.358574e-01
2.565312000000e-02, 2.112848e+00, 3.370787e-01
2.594275200000e-02, 2.143381e+00, 3.370787e-01
2.623238400000e-02, 2.161700e+00, 3.358574e-01
2.652201600000e-02, 2.192233e+00, 3.358574e-01
2.681164800000e-02, 2.204446e+00, 3.358574e-01
2.710128000000e-02, 2.234978e+00, 3.358574e-01
2.739091200000e-02, 2.253297e+00, 3.358574e-01
2.768054400000e-02, 2.283830e+00, 3.358574e-01
2.797017600000e-02, 2.308256e+00, 3.358574e-01
2.825980800000e-02, 2.326575e+00, 3.370787e-01
2.854944000000e-02, 2.357108e+00, 3.370787e-01
2.883907200000e-02, 2.375427e+00, 3.370787e-01
2.912870400000e-02, 2.405960e+00, 3.358574e-01
2.941833600000e-02, 2.424279e+00, 3.358574e-01
2.970796800000e-02, 2.448705e+00, 3.370787e-01
2.999760000000e-02, 2.473131e+00, 3.370787e-01
3.028723200000e-02, 2.491451e+00, 3.358574e-01
3.057686400000e-02, 2.515877e+00, 3.358574e-01
3.086649600000e-02, 2.540303e+00, 3.358574e-01
3.115612800000e-02, 2.558622e+00, 3.370787e-01
3.144576000000e-02, 2.589155e+00, 3.358574e-01
3.173539200000e-02, 2.607474e+00, 3.370787e-01
3.202502400000e-02, 2.638007e+00, 3.370787e-01
3.231465600000e-02, 2.656326e+00, 3.358574e-01
3.260428800000e-02, 2.674646e+00, 3.370787e-01
3.289392000000e-02, 2.705178e+00, 3.370787e-01
3.318355200000e-02, 2.729604e+00, 3.358574e-01
3.347318400000e-02, 2.754030e+00, 3.358574e-01
3.376281600000e-02, 2.778456e+00, 3.358574e-01
3.405244800000e-02, 2.802882e+00, 3.370787e-01
3.434208000000e-02, 2.821202e+00, 3.358574e-01
3.463171200000e-02, 2.845628e+00, 3.358574e-01
3.492134400000e-02, 2.870054e+00, 3.358574e-01
3.521097600000e-02, 2.888373e+00, 3.370787e-01
3.550060800000e-02, 2.912799e+00, 3.358574e-01
3.579024000000e-02, 2.943332e+00, 3.358574e-01
3.607987200000e-02, 2.967758e+00, 3.358574e-01
3.636950400000e-02, 2.992184e+00, 3.370787e-01
3.665913600000e-02, 3.010503e+00, 3.358574e-01
3.694876800000e-02, 3.034929e+00, 3.358574e-01
3.723840000000e-02, 3.059355e+00, 3.383000e-01
3.752803200000e-02, 3.089888e+00, 3.358574e-01
3.781766400000e-02, 3.108207e+00, 3.358574e-01
3.810729600000e-02, 3.126527e+00, 3.358574e-01
3.839692800000e-02, 3.157059e+00, 3.358574e-01
3.868656000000e-02, 3.175379e+00, 3.358574e-01
3.897619200000e-02, 3.193698e+00, 3.370787e-01
3.926582400000e-02, 3.230337e+00, 3.358574e-01
3.955545600000e-02, 3.248657e+00, 3.370787e-01
3.984508800000e-02, 3.266976e+00, 3.358574e-01
4.013472000000e-02, 3.297509e+00, 3.370787e-01
4.042435200000e-02, 3.309722e+00, 3.358574e-01
4.071398400000e-02, 3.340254e+00, 3.370787e-01
4.100361600000e-02, 3.364680e+00, 3.370787e-01
4.129324800000e-02, 3.389106e+00, 3.358574e-01
4.158288000000e-02, 3.425745e+00, 3.358574e-01
4.187251200000e-02, 3.437958e+00, 3.370787e-01
4.216214400000e-02, 3.462384e+00, 3.358574e-01
4.245177600000e-02, 3.499023e+00, 3.358574e-01
4.274140800000e-02, 3.511236e+00, 3.370787e-01
4.303104000000e-02, 3.529555e+00, 3.358574e-01
4.332067200000e-02, 3.553981e+00, 3.358574e-01
4.361030400000e-02, 3.584514e+00, 3.358574e-01
4.389993600000e-02, 3.602833e+00, 3.358574e-01
4.418956800000e-02, 3.627259e+00, 3.358574e-01
4.447920000000e-02, 3.657792e+00, 3.358574e-01
4.476883200000e-02, 3.682218e+00, 3.358574e-01
4.505846400000e-02, 3.700537e+00, 3.346361e-01
4.534809600000e-02, 3.724963e+00, 3.346361e-01
4.563772800000e-02, 3.743283e+00, 3.358574e-01
4.592736000000e-02, 3.773815e+00, 3.346361e-01
4.621699200000e-02, 3.804348e+00, 3.334148e-01
4.650662400000e-02, 3.822667e+00, 3.309722e-01
4.679625600000e-02, 3.847093e+00, 3.334148e-01
4.708588800000e-02, 3.871519e+00, 3.346361e-01
4.737552000000e-02, 3.902052e+00, 3.358574e-01
4.766515200000e-02, 3.920371e+00, 3.346361e-01
4.795478400000e-02, 3.950904e+00, 3.346361e-01
4.824441600000e-02, 3.969223e+00, 3.358574e-01
4.853404800000e-02, 3.987543e+00, 3.358574e-01
4.882368000000e-02, 4.011969e+00, 3.358574e-01
4.911331200000e-02, 4.042501e+00, 3.346361e-01
4.940294400000e-02, 4.060821e+00, 3.334148e-01
4.969257600000e-02, 4.091353e+00, 3.334148e-01
4.998220800000e-02, 4.109673e+00, 3.334148e-01
5.027184000000e-02, 4.134099e+00, 3.334148e-01
5.056147200000e-02, 4.170738e+00, 3.321935e-01
5.085110400000e-02, 4.182951e+00, 3.297509e-01
5.114073600000e-02, 4.207377e+00, 3.297509e-01
5.143036800000e-02, 4.231803e+00, 3.273083e-01
5.172000000000e-02, 4.262335e+00, 3.248657e-01
5.200963200000e-02, 4.280655e+00, 3.175379e-01
5.229926400000e-02, 4.305081e+00, 3.028823e-01
5.258889600000e-02, 4.335613e+00, 2.699072e-01
5.287852800000e-02, 4.360039e+00, 1.795310e-01
5.316816000000e-02, 4.378359e+00, 5.373718e-02
5.345779200000e-02, 4.402785e+00, 1.184661e-01
5.374742400000e-02, 4.427211e+00, 2.442599e-01
5.403705600000e-02, 4.445530e+00, 2.918906e-01
5.432668800000e-02, 4.476062e+00, 3.114314e-01
5.461632000000e-02, 4.494382e+00, 3.199805e-01
5.490595200000e-02, 4.518808e+00, 3.248657e-01
5.519558400000e-02, 4.543234e+00, 3.285296e-01
5.548521600000e-02, 4.573766e+00, 3.285296e-01
5.577484800000e-02, 4.585979e+00, 3.297509e-01
5.606448000000e-02, 4.610405e+00, 3.309722e-01
5.635411200000e-02, 4.634831e+00, 3.309722e-01
5.664374400000e-02, 4.665364e+00, 3.321935e-01
5.693337600000e-02, 4.689790e+00, 3.334148e-01
5.722300800000e-02, 4.714216e+00, 3.334148e-01
5.751264000000e-02, 4.726429e+00, 3.334148e-01
5.780227200000e-02, 4.763068e+00, 3.334148e-01
5.809190400000e-02, 4.787494e+00, 3.346361e-01
5.838153600000e-02, 4.799707e+00, 3.334148e-01
5.867116800000e-02, 4.830239e+00, 3.346361e-01
5.896080000000e-02, 4.854665e+00, 3.334148e-01
5.925043200000e-02, 4.879091e+00, 3.334148e-01
5.954006400000e-02, 4.903517e+00, 3.334148e-01
5.982969600000e-02, 4.921837e+00, 3.334148e-01
6.011932800000e-02, 4.952369e+00, 3.346361e-01
6.040896000000e-02, 4.970689e+00, 3.346361e-01
6.069859200000e-02, 4.989008e+00, 3.334148e-01
6.098822400000e-02, 5.019541e+00, 3.334148e-01
6.127785600000e-02, 5.037860e+00, 3.346361e-01
6.156748800000e-02, 5.074499e+00, 3.346361e-01
6.185712000000e-02, 5.092819e+00, 3.346361e-01
6.214675200000e-02, 5.117245e+00, 3.358574e-01
6.243638400000e-02, 5.135564e+00, 3.334148e-01
6.272601600000e-02, 5.159990e+00, 3.346361e-01
6.301564800000e-02, 5.178310e+00, 3.346361e-01
6.330528000000e-02, 5.202736e+00, 3.334148e-01
6.359491200000e-02, 5.227162e+00, 3.346361e-01
6.388454400000e-02, 5.245481e+00, 3.334148e-01
6.417417600000e-02, 5.276014e+00, 3.346361e-01
6.446380800000e-02, 5.300440e+00, 3.334148e-01
6.475344000000e-02, 5.318759e+00, 3.346361e-01
6.504307200000e-02, 5.349292e+00, 3.346361e-01
6.533270400000e-02, 5.361505e+00, 3.346361e-01
6.562233600000e-02, 5.385931e+00, 3.334148e-01
6.591196800000e-02, 5.410357e+00, 3.346361e-01
6.620160000000e-02, 5.428676e+00, 3.346361e-01
6.649123200000e-02, 5.459209e+00, 3.334148e-01
6.678086400000e-02, 5.483635e+00, 3.346361e-01
6.707049600000e-02, 5.508061e+00, 3.346361e-01
6.736012800000e-02, 5.538593e+00, 3.346361e-01
6.764976000000e-02, 5.563019e+00, 3.346361e-01
6.793939200000e-02, 5.581338e+00, 3.334148e-01
6.822902400000e-02, 5.611871e+00, 3.346361e-01
6.851865600000e-02, 5.630190e+00, 3.334148e-01
6.880828800000e-02, 5.660723e+00, 3.334148e-01
6.909792000000e-02, 5.685149e+00, 3.334148e-01
6.938755200000e-02, 5.703468e+00, 3.334148e-01
6.967718400000e-02, 5.727894e+00, 3.346361e-01
6.996681600000e-02, 5.746214e+00, 3.346361e-01
7.025644800000e-02, 5.776746e+00, 3.346361e-01
7.054608000000e-02, 5.795066e+00, 3.346361e-01
7.083571200000e-02, 5.819492e+00, 3.334148e-01
7.112534400000e-02, 5.837811e+00, 3.334148e-01
7.141497600000e-02, 5.862237e+00, 3.334148e-01
7.170460800000e-02, 5.892770e+00, 3.334148e-01
7.199424000000e-02, 5.917196e+00, 3.334148e-01
7.228387200000e-02, 5.941622e+00, 3.334148e-01
7.257350400000e-02, 5.966048e+00, 3.334148e-01
7.286313600000e-02, 5.984367e+00, 3.346361e-01
7.315276800000e-02, 6.008793e+00, 3.334148e-01
7.344240000000e-02, 6.033219e+00, 3.334148e-01
7.373203200000e-02, 6.063752e+00, 3.334148e-01
7.402166400000e-02, 6.082071e+00, 3.334148e-01
7.431129600000e-02, 6.106497e+00, 3.334148e-01
7.460092800000e-02, 6.124817e+00, 3.334148e-01
7.489056000000e-02, 6.155349e+00, 3.334148e-01
7.518019200000e-02, 6.179775e+00, 3.346361e-01
7.546982400000e-02, 6.198095e+00, 3.346361e-01
7.575945600000e-02, 6.222521e+00, 3.334148e-01
7.604908800000e-02, 6.253053e+00, 3.334148e-01
7.633872000000e-02, 6.277479e+00, 3.346361e-01
7.662835200000e-02, 6.295799e+00, 3.334148e-01
7.691798400000e-02, 6.320225e+00, 3.334148e-01
7.720761600000e-02, 6.350757e+00, 3.334148e-01
7.749724800000e-02, 6.362970e+00, 3.346361e-01
7.778688000000e-02, 6.399609e+00, 3.346361e-01
7.807651200000e-02, 6.411822e+00, 3.334148e-01
7.836614400000e-02, 6.436248e+00, 3.334148e-01
7.865577600000e-02, 6.466781e+00, 3.334148e-01
7.894540800000e-02, 6.485100e+00, 3.334148e-01
7.923504000000e-02, 6.515633e+00, 3.334148e-01
7.952467200000e-02, 6.540059e+00, 3.334148e-01
7.981430400000e-02, 6.558378e+00, 3.321935e-01
8.010393600000e-02, 6.582804e+00, 3.334148e-01
8.039356800000e-02, 6.607230e+00, 3.334148e-01
8.068320000000e-02, 6.625550e+00, 3.321935e-01
8.097283200000e-02, 6.649976e+00, 3.334148e-01
8.126246400000e-02, 6.674401e+00, 3.334148e-01
8.155209600000e-02, 6.692721e+00, 3.334148e-01
8.184172800000e-02, 6.723253e+00, 3.334148e-01
8.213136000000e-02, 6.741573e+00, 3.334148e-01
8.242099200000e-02, 6.778212e+00, 3.334148e-01
8.271062400000e-02, 6.790425e+00, 3.334148e-01
8.300025600000e-02, 6.820957e+00, 3.334148e-01
8.328988800000e-02, 6.839277e+00, 3.334148e-01
8.357952000000e-02, 6.869809e+00, 3.334148e-01
8.386915200000e-02, 6.888129e+00, 3.334148e-01
8.415878400000e-02, 6.906448e+00, 3.334148e-01
8.444841600000e-02, 6.936981e+00, 3.346361e-01
8.473804800000e-02, 6.961407e+00, 3.334148e-01
8.502768000000e-02, 6.991939e+00, 3.334148e-01
8.531731200000e-02, 7.016365e+00, 3.334148e-01
8.560694400000e-02, 7.034685e+00, 3.334148e-01
8.589657600000e-02, 7.053004e+00, 3.346361e-01
8.618620800000e-02, 7.077430e+00, 3.334148e-01
8.647584000000e-02, 7.101856e+00, 3.346361e-01
8.676547200000e-02, 7.120176e+00, 3.334148e-01
8.705510400000e-02, 7.156815e+00, 3.334148e-01
8.734473600000e-02, 7.181241e+00, 3.334148e-01
8.763436800000e-02, 7.199560e+00, 3.334148e-01
8.792400000000e-02, 7.223986e+00, 3.334148e-01
8.821363200000e-02, 7.242306e+00, 3.334148e-01
8.850326400000e-02, 7.272838e+00, 3.346361e-01
8.879289600000e-02, 7.291158e+00, 3.346361e-01
8.908252800000e-02, 7.321690e+00, 3.346361e-01
8.937216000000e-02, 7.346116e+00, 3.346361e-01
8.966179200000e-02, 7.364436e+00, 3.346361e-01
8.995142400000e-02, 7.388862e+00, 3.346361e-01
9.024105600000e-02, 7.413288e+00, 3.346361e-01
9.053068800000e-02, 7.437714e+00, 3.334148e-01
9.082032000000e-02, 7.468246e+00, 3.334148e-01
9.110995200000e-02, 7.480459e+00, 3.346361e-01
9.139958400000e-02, 7.510992e+00, 3.334148e-01
9.168921600000e-02, 7.535418e+00, 3.346361e-01
9.197884800000e-02, 7.553737e+00, 3.346361e-01
9.226848000000e-02, 7.584270e+00, 3.334148e-01
9.255811200000e-02, 7.608696e+00, 3.334148e-01
9.284774400000e-02, 7.633122e+00, 3.334148e-01
9.313737600000e-02, 7.657548e+00, 3.334148e-01
9.342700800000e-02, 7.681974e+00, 3.334148e-01
9.371664000000e-02, 7.706400e+00, 3.346361e-01
9.400627200000e-02, 7.718613e+00, 3.334148e-01
9.429590400000e-02, 7.743039e+00, 3.334148e-01
9.458553600000e-02, 7.773571e+00, 3.346361e-01
9.487516800000e-02, 7.804103e+00, 3.346361e-01
9.516480000000e-02, 7.828529e+00, 3.346361e-01
9.545443200000e-02, 7.840742e+00, 3.346361e-01
9.574406400000e-02, 7.871275e+00, 3.334148e-01
9.603369600000e-02, 7.907914e+00, 3.346361e-01
9.632332800000e-02, 7.926233e+00, 3.346361e-01
9.661296000000e-02, 7.938446e+00, 3.334148e-01
9.690259200000e-02, 7.975085e+00, 3.334148e-01
9.719222400000e-02, 8.036150e+00, 3.346361e-01
9.748185600000e-02, 8.109428e+00, 3.334148e-01
9.777148800000e-02, 8.109428e+00, 3.334148e-01
9.806112000000e-02, 8.072789e+00, 3.334148e-01
9.835075200000e-02, 8.048363e+00, 3.334148e-01
9.864038400000e-02, 8.036150e+00, 3.334148e-01
9.893001600000e-02, 8.005618e+00, 3.334148e-01
9.921964800000e-02, 7.968979e+00, 3.321935e-01
9.950928000000e-02, 7.926233e+00, 3.334148e-01
9.979891200000e-02, 7.901807e+00, 3.334148e-01
1.000885440000e-01, 7.877381e+00, 3.334148e-01
1.003781760000e-01, 7.859062e+00, 3.334148e-01
1.006678080000e-01, 7.834636e+00, 3.334148e-01
1.009574400000e-01, 7.810210e+00, 3.334148e-01
1.012470720000e-01, 7.779678e+00, 3.334148e-01
1.015367040000e-01, 7.755252e+00, 3.334148e-01
1.018263360000e-01, 7.724719e+00, 3.346361e-01
1.021159680000e-01, 7.700293e+00, 3.334148e-01
1.024056000000e-01, 7.675867e+00, 3.334148e-01
1.026952320000e-01, 7.657548e+00, 3.346361e-01
1.029848640000e-01, 7.633122e+00, 3.346361e-01
1.032744960000e-01, 7.614802e+00, 3.346361e-01
1.035641280000e-01, 7.590376e+00, 3.346361e-01
1.038537600000e-01, 7.559844e+00, 3.334148e-01
1.041433920000e-01, 7.535418e+00, 3.346361e-01
1.044330240000e-01, 7.510992e+00, 3.346361e-01
1.047226560000e-01, 7.492672e+00, 3.334148e-01
1.050122880000e-01, 7.468246e+00, 3.334148e-01
1.053019200000e-01, 7.449927e+00, 3.346361e-01
1.055915520000e-01, 7.413288e+00, 3.346361e-01
1.058811840000e-01, 7.388862e+00, 3.334148e-01
1.061708160000e-01, 7.364436e+00, 3.346361e-01
1.064604480000e-01, 7.352223e+00, 3.334148e-01
1.067500800000e-01, 7.327797e+00, 3.346361e-01
1.070397120000e-01, 7.297264e+00, 3.334148e-01
1.073293440000e-01, 7.272838e+00, 3.346361e-01
1.076189760000e-01, 7.248412e+00, 3.334148e-01
1.079086080000e-01, 7.223986e+00, 3.334148e-01
1.081982400000e-01, 7.205667e+00, 3.334148e-01
1.084878720000e-01, 7.181241e+00, 3.334148e-01
1.087775040000e-01, 7.150708e+00, 3.334148e-01
1.090671360000e-01, 7.132389e+00, 3.334148e-01
1.093567680000e-01, 7.107963e+00, 3.334148e-01
1.096464000000e-01, 7.083537e+00, 3.358574e-01
1.099360320000e-01, 7.059111e+00, 3.346361e-01
1.102256640000e-01, 7.040791e+00, 3.358574e-01
