% Moku:Go Oscilloscope
% Channel A (Input 2), DC coupling, 1 x probe attenuation
% Channel B (Input 1), DC coupling, 1 x probe attenuation
% Time span 295.4 ms, time offset 3.629 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-06-23 T 17:12:22 +0200
% Time (s), Channel A (V), Channel B (V)
-1.4653310400e-01, -4.1768441219e+00, 3.3219346963e-01
-1.4651241600e-01, -4.1646311274e+00, 3.3219346963e-01
-1.4649172800e-01, -4.1646311274e+00, 3.3219346963e-01
-1.4647104000e-01, -4.1768441219e+00, 3.3219346963e-01
-1.4645035200e-01, -4.1768441219e+00, 3.3463606867e-01
-1.4642966400e-01, -4.1768441219e+00, 3.3463606867e-01
-1.4640897600e-01, -4.1768441219e+00, 3.3463606867e-01
-1.4638828800e-01, -4.1890571164e+00, 3.3219346963e-01
-1.4636760000e-01, -4.1768441219e+00, 3.3219346963e-01
-1.4634691200e-01, -4.1646311274e+00, 3.3463606867e-01
-1.4632622400e-01, -4.1768441219e+00, 3.3463606867e-01
-1.4630553600e-01, -4.2012701109e+00, 3.3463606867e-01
-1.4628484800e-01, -4.1890571164e+00, 3.3219346963e-01
-1.4626416000e-01, -4.1890571164e+00, 3.3219346963e-01
-1.4624347200e-01, -4.1890571164e+00, 3.3219346963e-01
-1.4622278400e-01, -4.1890571164e+00, 3.3463606867e-01
-1.4620209600e-01, -4.2012701109e+00, 3.3463606867e-01
-1.4618140800e-01, -4.1890571164e+00, 3.3219346963e-01
-1.4616072000e-01, -4.2134831054e+00, 3.3463606867e-01
-1.4614003200e-01, -4.1890571164e+00, 3.3463606867e-01
-1.4611934400e-01, -4.2012701109e+00, 3.3219346963e-01
-1.4609865600e-01, -4.2012701109e+00, 3.3219346963e-01
-1.4607796800e-01, -4.2012701109e+00, 3.3219346963e-01
-1.4605728000e-01, -4.2134831054e+00, 3.3219346963e-01
-1.4603659200e-01, -4.2134831054e+00, 3.3219346963e-01
-1.4601590400e-01, -4.2012701109e+00, 3.3219346963e-01
-1.4599521600e-01, -4.2256960999e+00, 3.3219346963e-01
-1.4597452800e-01, -4.2134831054e+00, 3.3219346963e-01
-1.4595384000e-01, -4.2134831054e+00, 3.3219346963e-01
-1.4593315200e-01, -4.2134831054e+00, 3.3219346963e-01
-1.4591246400e-01, -4.2256960999e+00, 3.3219346963e-01
-1.4589177600e-01, -4.2256960999e+00, 3.3219346963e-01
-1.4587108800e-01, -4.2256960999e+00, 3.3219346963e-01
-1.4585040000e-01, -4.2256960999e+00, 3.3219346963e-01
-1.4582971200e-01, -4.2256960999e+00, 3.3219346963e-01
-1.4580902400e-01, -4.2379090944e+00, 3.3219346963e-01
-1.4578833600e-01, -4.2379090944e+00, 3.3219346963e-01
-1.4576764800e-01, -4.2256960999e+00, 3.3219346963e-01
-1.4574696000e-01, -4.2256960999e+00, 3.3219346963e-01
-1.4572627200e-01, -4.2379090944e+00, 3.3219346963e-01
-1.4570558400e-01, -4.2379090944e+00, 3.3219346963e-01
-1.4568489600e-01, -4.2379090944e+00, 3.3219346963e-01
-1.4566420800e-01, -4.2379090944e+00, 3.3463606867e-01
-1.4564352000e-01, -4.2379090944e+00, 3.3219346963e-01
-1.4562283200e-01, -4.2501220889e+00, 3.3219346963e-01
-1.4560214400e-01, -4.2379090944e+00, 3.3219346963e-01
-1.4558145600e-01, -4.2379090944e+00, 3.3219346963e-01
-1.4556076800e-01, -4.2501220889e+00, 3.2975087059e-01
-1.4554008000e-01, -4.2501220889e+00, 3.3219346963e-01
-1.4551939200e-01, -4.2501220889e+00, 3.3219346963e-01
-1.4549870400e-01, -4.2501220889e+00, 3.3219346963e-01
-1.4547801600e-01, -4.2501220889e+00, 3.3219346963e-01
-1.4545732800e-01, -4.2623350834e+00, 3.3219346963e-01
-1.4543664000e-01, -4.2501220889e+00, 3.2975087059e-01
-1.4541595200e-01, -4.2501220889e+00, 3.3219346963e-01
-1.4539526400e-01, -4.2623350834e+00, 3.3219346963e-01
-1.4537457600e-01, -4.2745480780e+00, 3.3219346963e-01
-1.4535388800e-01, -4.2623350834e+00, 3.3219346963e-01
-1.4533320000e-01, -4.2745480780e+00, 3.3219346963e-01
-1.4531251200e-01, -4.2745480780e+00, 3.2975087059e-01
-1.4529182400e-01, -4.2623350834e+00, 3.2975087059e-01
-1.4527113600e-01, -4.2623350834e+00, 3.3219346963e-01
-1.4525044800e-01, -4.2745480780e+00, 3.3219346963e-01
-1.4522976000e-01, -4.2745480780e+00, 3.2975087059e-01
-1.4520907200e-01, -4.2867610725e+00, 3.3219346963e-01
-1.4518838400e-01, -4.2745480780e+00, 3.3219346963e-01
-1.4516769600e-01, -4.2745480780e+00, 3.3219346963e-01
-1.4514700800e-01, -4.2745480780e+00, 3.3219346963e-01
-1.4512632000e-01, -4.2867610725e+00, 3.2975087059e-01
-1.4510563200e-01, -4.2745480780e+00, 3.3219346963e-01
-1.4508494400e-01, -4.2745480780e+00, 3.2975087059e-01
-1.4506425600e-01, -4.2867610725e+00, 3.2975087059e-01
-1.4504356800e-01, -4.2989740670e+00, 3.3219346963e-01
-1.4502288000e-01, -4.2867610725e+00, 3.2975087059e-01
-1.4500219200e-01, -4.3111870615e+00, 3.2975087059e-01
-1.4498150400e-01, -4.2989740670e+00, 3.3219346963e-01
-1.4496081600e-01, -4.2989740670e+00, 3.2975087059e-01
-1.4494012800e-01, -4.3111870615e+00, 3.3219346963e-01
-1.4491944000e-01, -4.3111870615e+00, 3.2975087059e-01
-1.4489875200e-01, -4.2989740670e+00, 3.2975087059e-01
-1.4487806400e-01, -4.3111870615e+00, 3.3219346963e-01
-1.4485737600e-01, -4.2989740670e+00, 3.2975087059e-01
-1.4483668800e-01, -4.3111870615e+00, 3.3219346963e-01
-1.4481600000e-01, -4.2989740670e+00, 3.3219346963e-01
-1.4479531200e-01, -4.3111870615e+00, 3.3219346963e-01
-1.4477462400e-01, -4.3111870615e+00, 3.3219346963e-01
-1.4475393600e-01, -4.3111870615e+00, 3.2975087059e-01
-1.4473324800e-01, -4.3111870615e+00, 3.2975087059e-01
-1.4471256000e-01, -4.3234000560e+00, 3.2975087059e-01
-1.4469187200e-01, -4.3234000560e+00, 3.3219346963e-01
-1.4467118400e-01, -4.3234000560e+00, 3.2975087059e-01
-1.4465049600e-01, -4.3234000560e+00, 3.2975087059e-01
-1.4462980800e-01, -4.3356130505e+00, 3.2730827155e-01
-1.4460912000e-01, -4.3356130505e+00, 3.2975087059e-01
-1.4458843200e-01, -4.3234000560e+00, 3.2975087059e-01
-1.4456774400e-01, -4.3356130505e+00, 3.2975087059e-01
-1.4454705600e-01, -4.3356130505e+00, 3.2975087059e-01
-1.4452636800e-01, -4.3356130505e+00, 3.2730827155e-01
-1.4450568000e-01, -4.3356130505e+00, 3.2975087059e-01
-1.4448499200e-01, -4.3356130505e+00, 3.3219346963e-01
-1.4446430400e-01, -4.3356130505e+00, 3.2975087059e-01
-1.4444361600e-01, -4.3478260450e+00, 3.2730827155e-01
-1.4442292800e-01, -4.3478260450e+00, 3.2975087059e-01
-1.4440224000e-01, -4.3356130505e+00, 3.2975087059e-01
-1.4438155200e-01, -4.3356130505e+00, 3.2730827155e-01
-1.4436086400e-01, -4.3478260450e+00, 3.2975087059e-01
-1.4434017600e-01, -4.3478260450e+00, 3.2975087059e-01
-1.4431948800e-01, -4.3478260450e+00, 3.2730827155e-01
-1.4429880000e-01, -4.3478260450e+00, 3.2730827155e-01
-1.4427811200e-01, -4.3478260450e+00, 3.2730827155e-01
-1.4425742400e-01, -4.3478260450e+00, 3.2730827155e-01
-1.4423673600e-01, -4.3600390395e+00, 3.2730827155e-01
-1.4421604800e-01, -4.3600390395e+00, 3.2730827155e-01
-1.4419536000e-01, -4.3600390395e+00, 3.2975087059e-01
-1.4417467200e-01, -4.3600390395e+00, 3.2730827155e-01
-1.4415398400e-01, -4.3600390395e+00, 3.2730827155e-01
-1.4413329600e-01, -4.3600390395e+00, 3.2730827155e-01
-1.4411260800e-01, -4.3722520340e+00, 3.2730827155e-01
-1.4409192000e-01, -4.3600390395e+00, 3.2486567250e-01
-1.4407123200e-01, -4.3722520340e+00, 3.2730827155e-01
-1.4405054400e-01, -4.3600390395e+00, 3.2486567250e-01
-1.4402985600e-01, -4.3722520340e+00, 3.2486567250e-01
-1.4400916800e-01, -4.3722520340e+00, 3.2486567250e-01
-1.4398848000e-01, -4.3722520340e+00, 3.2486567250e-01
-1.4396779200e-01, -4.3844650285e+00, 3.2242307346e-01
-1.4394710400e-01, -4.3722520340e+00, 3.2730827155e-01
-1.4392641600e-01, -4.3844650285e+00, 3.2242307346e-01
-1.4390572800e-01, -4.3844650285e+00, 3.2486567250e-01
-1.4388504000e-01, -4.3844650285e+00, 3.2486567250e-01
-1.4386435200e-01, -4.3844650285e+00, 3.2486567250e-01
-1.4384366400e-01, -4.3966780230e+00, 3.2486567250e-01
-1.4382297600e-01, -4.3966780230e+00, 3.2486567250e-01
-1.4380228800e-01, -4.3966780230e+00, 3.2242307346e-01
-1.4378160000e-01, -4.3966780230e+00, 3.2242307346e-01
-1.4376091200e-01, -4.3966780230e+00, 3.2242307346e-01
-1.4374022400e-01, -4.3966780230e+00, 3.2242307346e-01
-1.4371953600e-01, -4.3966780230e+00, 3.2242307346e-01
-1.4369884800e-01, -4.4088910175e+00, 3.1998047442e-01
-1.4367816000e-01, -4.3966780230e+00, 3.1998047442e-01
-1.4365747200e-01, -4.4088910175e+00, 3.2242307346e-01
-1.4363678400e-01, -4.4088910175e+00, 3.1998047442e-01
-1.4361609600e-01, -4.3966780230e+00, 3.1998047442e-01
-1.4359540800e-01, -4.4088910175e+00, 3.1998047442e-01
-1.4357472000e-01, -4.4088910175e+00, 3.1998047442e-01
-1.4355403200e-01, -4.4088910175e+00, 3.1753787538e-01
-1.4353334400e-01, -4.4088910175e+00, 3.1753787538e-01
-1.4351265600e-01, -4.4211040121e+00, 3.1753787538e-01
-1.4349196800e-01, -4.4211040121e+00, 3.1753787538e-01
-1.4347128000e-01, -4.4211040121e+00, 3.1265267730e-01
-1.4345059200e-01, -4.4333170066e+00, 3.1753787538e-01
-1.4342990400e-01, -4.4211040121e+00, 3.1509527634e-01
-1.4340921600e-01, -4.4211040121e+00, 3.1265267730e-01
-1.4338852800e-01, -4.4211040121e+00, 3.1265267730e-01
-1.4336784000e-01, -4.4211040121e+00, 3.1021007826e-01
-1.4334715200e-01, -4.4333170066e+00, 3.1021007826e-01
-1.4332646400e-01, -4.4333170066e+00, 3.1021007826e-01
-1.4330577600e-01, -4.4333170066e+00, 3.1021007826e-01
-1.4328508800e-01, -4.4455300011e+00, 3.0776747921e-01
-1.4326440000e-01, -4.4333170066e+00, 3.1021007826e-01
-1.4324371200e-01, -4.4455300011e+00, 3.0776747921e-01
-1.4322302400e-01, -4.4455300011e+00, 3.0532488017e-01
-1.4320233600e-01, -4.4333170066e+00, 3.0532488017e-01
-1.4318164800e-01, -4.4455300011e+00, 3.0532488017e-01
-1.4316096000e-01, -4.4455300011e+00, 3.0288228113e-01
-1.4314027200e-01, -4.4577429956e+00, 3.0043968209e-01
-1.4311958400e-01, -4.4455300011e+00, 3.0043968209e-01
-1.4309889600e-01, -4.4455300011e+00, 2.9799708305e-01
-1.4307820800e-01, -4.4455300011e+00, 2.9799708305e-01
-1.4305752000e-01, -4.4455300011e+00, 2.9555448401e-01
-1.4303683200e-01, -4.4577429956e+00, 2.9555448401e-01
-1.4301614400e-01, -4.4455300011e+00, 2.9311188497e-01
-1.4299545600e-01, -4.4577429956e+00, 2.9066928593e-01
-1.4297476800e-01, -4.4577429956e+00, 2.8822668688e-01
-1.4295408000e-01, -4.4577429956e+00, 2.8578408784e-01
-1.4293339200e-01, -4.4699559901e+00, 2.8334148880e-01
-1.4291270400e-01, -4.4699559901e+00, 2.8334148880e-01
-1.4289201600e-01, -4.4699559901e+00, 2.7845629072e-01
-1.4287132800e-01, -4.4699559901e+00, 2.7601369168e-01
-1.4285064000e-01, -4.4821689846e+00, 2.7357109264e-01
-1.4282995200e-01, -4.4577429956e+00, 2.6624329551e-01
-1.4280926400e-01, -4.4821689846e+00, 2.6624329551e-01
-1.4278857600e-01, -4.4699559901e+00, 2.6135809743e-01
-1.4276788800e-01, -4.4699559901e+00, 2.5891549839e-01
-1.4274720000e-01, -4.4699559901e+00, 2.5158770126e-01
-1.4272651200e-01, -4.4821689846e+00, 2.4425990414e-01
-1.4270582400e-01, -4.4821689846e+00, 2.4181730510e-01
-1.4268513600e-01, -4.4943819791e+00, 2.3693210701e-01
-1.4266444800e-01, -4.4699559901e+00, 2.2960430989e-01
-1.4264376000e-01, -4.4821689846e+00, 2.2227651277e-01
-1.4262307200e-01, -4.4943819791e+00, 2.1739131468e-01
-1.4260238400e-01, -4.4821689846e+00, 2.1006351756e-01
-1.4258169600e-01, -4.4821689846e+00, 2.0273572044e-01
-1.4256100800e-01, -4.4943819791e+00, 1.9296532427e-01
-1.4254032000e-01, -4.4943819791e+00, 1.8319492810e-01
-1.4251963200e-01, -4.5065949736e+00, 1.7586713098e-01
-1.4249894400e-01, -4.4943819791e+00, 1.6365413577e-01
-1.4247825600e-01, -4.5065949736e+00, 1.5144114057e-01
-1.4245756800e-01, -4.5065949736e+00, 1.3922814536e-01
-1.4243688000e-01, -4.4943819791e+00, 1.2701515015e-01
-1.4241619200e-01, -4.5065949736e+00, 1.1480215495e-01
-1.4239550400e-01, -4.5188079681e+00, 1.0258915974e-01
-1.4237481600e-01, -4.5065949736e+00, 8.5490966449e-02
-1.4235412800e-01, -4.5065949736e+00, 7.3277971242e-02
-1.4233344000e-01, -4.5065949736e+00, 5.8622376993e-02
-1.4231275200e-01, -4.5188079681e+00, 4.6409381786e-02
-1.4229206400e-01, -4.5188079681e+00, 3.6638985621e-02
-1.4227137600e-01, -4.5188079681e+00, 2.6868589455e-02
-1.4225068800e-01, -4.5188079681e+00, 1.7098193290e-02
-1.4223000000e-01, -4.5188079681e+00, 1.2212995207e-02
-1.4220931200e-01, -4.5188079681e+00, 1.2212995207e-02
-1.4218862400e-01, -4.5310209626e+00, 9.7703961655e-03
-1.4216793600e-01, -4.5310209626e+00, 1.2212995207e-02
-1.4214724800e-01, -4.5310209626e+00, 1.7098193290e-02
-1.4212656000e-01, -4.5310209626e+00, 2.1983391372e-02
-1.4210587200e-01, -4.5188079681e+00, 3.1753787538e-02
-1.4208518400e-01, -4.5310209626e+00, 4.3966782745e-02
-1.4206449600e-01, -4.5310209626e+00, 5.6179777952e-02
-1.4204380800e-01, -4.5432339571e+00, 6.8392773159e-02
-1.4202312000e-01, -4.5310209626e+00, 8.0605768366e-02
-1.4200243200e-01, -4.5432339571e+00, 9.2818763573e-02
-1.4198174400e-01, -4.5310209626e+00, 1.0747435782e-01
-1.4196105600e-01, -4.5432339571e+00, 1.2212995207e-01
-1.4194036800e-01, -4.5432339571e+00, 1.3434294728e-01
-1.4191968000e-01, -4.5432339571e+00, 1.4655594248e-01
-1.4189899200e-01, -4.5432339571e+00, 1.5876893769e-01
-1.4187830400e-01, -4.5432339571e+00, 1.7098193290e-01
-1.4185761600e-01, -4.5554469517e+00, 1.8075232906e-01
-1.4183692800e-01, -4.5554469517e+00, 1.9052272523e-01
-1.4181624000e-01, -4.5432339571e+00, 2.0029312139e-01
-1.4179555200e-01, -4.5554469517e+00, 2.0762091852e-01
-1.4177486400e-01, -4.5554469517e+00, 2.1739131468e-01
-1.4175417600e-01, -4.5554469517e+00, 2.2227651277e-01
-1.4173348800e-01, -4.5554469517e+00, 2.2960430989e-01
-1.4171280000e-01, -4.5554469517e+00, 2.3693210701e-01
-1.4169211200e-01, -4.5676599462e+00, 2.4181730510e-01
-1.4167142400e-01, -4.5676599462e+00, 2.4670250318e-01
-1.4165073600e-01, -4.5676599462e+00, 2.5403030030e-01
-1.4163004800e-01, -4.5676599462e+00, 2.5647289935e-01
-1.4160936000e-01, -4.5798729407e+00, 2.6135809743e-01
-1.4158867200e-01, -4.5676599462e+00, 2.6624329551e-01
-1.4156798400e-01, -4.5554469517e+00, 2.6868589455e-01
-1.4154729600e-01, -4.5676599462e+00, 2.7357109264e-01
-1.4152660800e-01, -4.5676599462e+00, 2.7601369168e-01
-1.4150592000e-01, -4.5798729407e+00, 2.7845629072e-01
-1.4148523200e-01, -4.5798729407e+00, 2.8089888976e-01
-1.4146454400e-01, -4.5798729407e+00, 2.8334148880e-01
-1.4144385600e-01, -4.5798729407e+00, 2.8578408784e-01
-1.4142316800e-01, -4.5920859352e+00, 2.8822668688e-01
-1.4140248000e-01, -4.5920859352e+00, 2.9311188497e-01
-1.4138179200e-01, -4.5920859352e+00, 2.9311188497e-01
-1.4136110400e-01, -4.5920859352e+00, 2.9311188497e-01
-1.4134041600e-01, -4.5920859352e+00, 2.9555448401e-01
-1.4131972800e-01, -4.5920859352e+00, 2.9799708305e-01
-1.4129904000e-01, -4.5920859352e+00, 3.0043968209e-01
-1.4127835200e-01, -4.6042989297e+00, 3.0043968209e-01
-1.4125766400e-01, -4.6042989297e+00, 3.0532488017e-01
-1.4123697600e-01, -4.5920859352e+00, 3.0288228113e-01
-1.4121628800e-01, -4.5920859352e+00, 3.0532488017e-01
-1.4119560000e-01, -4.6042989297e+00, 3.0532488017e-01
-1.4117491200e-01, -4.6165119242e+00, 3.0776747921e-01
-1.4115422400e-01, -4.6042989297e+00, 3.0776747921e-01
-1.4113353600e-01, -4.6165119242e+00, 3.1021007826e-01
-1.4111284800e-01, -4.6042989297e+00, 3.0776747921e-01
-1.4109216000e-01, -4.6287249187e+00, 3.1021007826e-01
-1.4107147200e-01, -4.6165119242e+00, 3.1021007826e-01
-1.4105078400e-01, -4.6165119242e+00, 3.1265267730e-01
-1.4103009600e-01, -4.6165119242e+00, 3.1265267730e-01
-1.4100940800e-01, -4.6287249187e+00, 3.1265267730e-01
-1.4098872000e-01, -4.6165119242e+00, 3.1265267730e-01
-1.4096803200e-01, -4.6165119242e+00, 3.1265267730e-01
-1.4094734400e-01, -4.6287249187e+00, 3.1509527634e-01
-1.4092665600e-01, -4.6287249187e+00, 3.1753787538e-01
-1.4090596800e-01, -4.6287249187e+00, 3.1998047442e-01
-1.4088528000e-01, -4.6165119242e+00, 3.1753787538e-01
-1.4086459200e-01, -4.6287249187e+00, 3.1998047442e-01
-1.4084390400e-01, -4.6409379132e+00, 3.1753787538e-01
-1.4082321600e-01, -4.6409379132e+00, 3.1998047442e-01
-1.4080252800e-01, -4.6287249187e+00, 3.1998047442e-01
-1.4078184000e-01, -4.6287249187e+00, 3.1998047442e-01
-1.4076115200e-01, -4.6409379132e+00, 3.1998047442e-01
-1.4074046400e-01, -4.6409379132e+00, 3.2242307346e-01
-1.4071977600e-01, -4.6409379132e+00, 3.2242307346e-01
-1.4069908800e-01, -4.6409379132e+00, 3.2242307346e-01
-1.4067840000e-01, -4.6531509077e+00, 3.2486567250e-01
-1.4065771200e-01, -4.6409379132e+00, 3.2242307346e-01
-1.4063702400e-01, -4.6409379132e+00, 3.2242307346e-01
-1.4061633600e-01, -4.6531509077e+00, 3.2242307346e-01
-1.4059564800e-01, -4.6531509077e+00, 3.2486567250e-01
-1.4057496000e-01, -4.6531509077e+00, 3.2242307346e-01
-1.4055427200e-01, -4.6531509077e+00, 3.2486567250e-01
-1.4053358400e-01, -4.6653639022e+00, 3.2242307346e-01
-1.4051289600e-01, -4.6531509077e+00, 3.2486567250e-01
-1.4049220800e-01, -4.6653639022e+00, 3.2486567250e-01
-1.4047152000e-01, -4.6775768967e+00, 3.2486567250e-01
-1.4045083200e-01, -4.6531509077e+00, 3.2486567250e-01
-1.4043014400e-01, -4.6775768967e+00, 3.2486567250e-01
-1.4040945600e-01, -4.6653639022e+00, 3.2486567250e-01
-1.4038876800e-01, -4.6653639022e+00, 3.2486567250e-01
-1.4036808000e-01, -4.6775768967e+00, 3.2486567250e-01
-1.4034739200e-01, -4.6653639022e+00, 3.2486567250e-01
-1.4032670400e-01, -4.6775768967e+00, 3.2730827155e-01
-1.4030601600e-01, -4.6775768967e+00, 3.2730827155e-01
-1.4028532800e-01, -4.6653639022e+00, 3.2486567250e-01
-1.4026464000e-01, -4.6897898912e+00, 3.2730827155e-01
-1.4024395200e-01, -4.6775768967e+00, 3.2975087059e-01
-1.4022326400e-01, -4.6775768967e+00, 3.2730827155e-01
-1.4020257600e-01, -4.6775768967e+00, 3.2975087059e-01
-1.4018188800e-01, -4.6897898912e+00, 3.2730827155e-01
-1.4016120000e-01, -4.6897898912e+00, 3.2730827155e-01
-1.4014051200e-01, -4.6897898912e+00, 3.2730827155e-01
-1.4011982400e-01, -4.6775768967e+00, 3.2730827155e-01
-1.4009913600e-01, -4.7020028858e+00, 3.2975087059e-01
-1.4007844800e-01, -4.7020028858e+00, 3.2730827155e-01
-1.4005776000e-01, -4.7020028858e+00, 3.2975087059e-01
-1.4003707200e-01, -4.6897898912e+00, 3.3219346963e-01
-1.4001638400e-01, -4.6897898912e+00, 3.2975087059e-01
-1.3999569600e-01, -4.6897898912e+00, 3.2975087059e-01
-1.3997500800e-01, -4.7020028858e+00, 3.2975087059e-01
-1.3995432000e-01, -4.7020028858e+00, 3.2975087059e-01
-1.3993363200e-01, -4.7142158803e+00, 3.2975087059e-01
-1.3991294400e-01, -4.7020028858e+00, 3.2975087059e-01
-1.3989225600e-01, -4.7142158803e+00, 3.2975087059e-01
-1.3987156800e-01, -4.7264288748e+00, 3.2975087059e-01
-1.3985088000e-01, -4.7142158803e+00, 3.2730827155e-01
-1.3983019200e-01, -4.7142158803e+00, 3.2975087059e-01
-1.3980950400e-01, -4.7264288748e+00, 3.2975087059e-01
-1.3978881600e-01, -4.7142158803e+00, 3.2975087059e-01
-1.3976812800e-01, -4.7264288748e+00, 3.2975087059e-01
-1.3974744000e-01, -4.7142158803e+00, 3.3219346963e-01
-1.3972675200e-01, -4.7264288748e+00, 3.3219346963e-01
-1.3970606400e-01, -4.7142158803e+00, 3.2975087059e-01
-1.3968537600e-01, -4.7386418693e+00, 3.2975087059e-01
-1.3966468800e-01, -4.7264288748e+00, 3.2975087059e-01
-1.3964400000e-01, -4.7264288748e+00, 3.3219346963e-01
-1.3962331200e-01, -4.7264288748e+00, 3.3219346963e-01
-1.3960262400e-01, -4.7264288748e+00, 3.3219346963e-01
-1.3958193600e-01, -4.7264288748e+00, 3.3219346963e-01
-1.3956124800e-01, -4.7386418693e+00, 3.2975087059e-01
-1.3954056000e-01, -4.7386418693e+00, 3.3219346963e-01
-1.3951987200e-01, -4.7386418693e+00, 3.2975087059e-01
-1.3949918400e-01, -4.7386418693e+00, 3.3219346963e-01
-1.3947849600e-01, -4.7508548638e+00, 3.3219346963e-01
-1.3945780800e-01, -4.7386418693e+00, 3.3219346963e-01
-1.3943712000e-01, -4.7386418693e+00, 3.3219346963e-01
-1.3941643200e-01, -4.7386418693e+00, 3.3219346963e-01
-1.3939574400e-01, -4.7508548638e+00, 3.3219346963e-01
-1.3937505600e-01, -4.7630678583e+00, 3.2975087059e-01
-1.3935436800e-01, -4.7508548638e+00, 3.2975087059e-01
-1.3933368000e-01, -4.7508548638e+00, 3.3219346963e-01
-1.3931299200e-01, -4.7630678583e+00, 3.3219346963e-01
-1.3929230400e-01, -4.7508548638e+00, 3.3219346963e-01
-1.3927161600e-01, -4.7630678583e+00, 3.2975087059e-01
-1.3925092800e-01, -4.7508548638e+00, 3.3463606867e-01
-1.3923024000e-01, -4.7630678583e+00, 3.2975087059e-01
-1.3920955200e-01, -4.7630678583e+00, 3.3219346963e-01
-1.3918886400e-01, -4.7630678583e+00, 3.3219346963e-01
-1.3916817600e-01, -4.7630678583e+00, 3.3219346963e-01
-1.3914748800e-01, -4.7752808528e+00, 3.3219346963e-01
-1.3912680000e-01, -4.7874938473e+00, 3.3219346963e-01
-1.3910611200e-01, -4.7752808528e+00, 3.3219346963e-01
-1.3908542400e-01, -4.7874938473e+00, 3.3219346963e-01
-1.3906473600e-01, -4.7752808528e+00, 3.3219346963e-01
-1.3904404800e-01, -4.7752808528e+00, 3.3219346963e-01
-1.3902336000e-01, -4.7874938473e+00, 3.3219346963e-01
-1.3900267200e-01, -4.7752808528e+00, 3.3219346963e-01
-1.3898198400e-01, -4.7874938473e+00, 3.3463606867e-01
-1.3896129600e-01, -4.7874938473e+00, 3.3219346963e-01
-1.3894060800e-01, -4.7874938473e+00, 3.3219346963e-01
-1.3891992000e-01, -4.7752808528e+00, 3.3219346963e-01
-1.3889923200e-01, -4.7874938473e+00, 3.3463606867e-01
-1.3887854400e-01, -4.7997068418e+00, 3.3463606867e-01
-1.3885785600e-01, -4.7874938473e+00, 3.3463606867e-01
-1.3883716800e-01, -4.7874938473e+00, 3.3219346963e-01
-1.3881648000e-01, -4.7874938473e+00, 3.3463606867e-01
-1.3879579200e-01, -4.8119198363e+00, 3.3463606867e-01
-1.3877510400e-01, -4.7997068418e+00, 3.3219346963e-01
-1.3875441600e-01, -4.8119198363e+00, 3.3463606867e-01
-1.3873372800e-01, -4.8119198363e+00, 3.3463606867e-01
-1.3871304000e-01, -4.8119198363e+00, 3.3219346963e-01
-1.3869235200e-01, -4.8119198363e+00, 3.3219346963e-01
-1.3867166400e-01, -4.8119198363e+00, 3.3219346963e-01
-1.3865097600e-01, -4.7997068418e+00, 3.3219346963e-01
-1.3863028800e-01, -4.8119198363e+00, 3.3219346963e-01
-1.3860960000e-01, -4.8241328308e+00, 3.3219346963e-01
-1.3858891200e-01, -4.8119198363e+00, 3.3463606867e-01
-1.3856822400e-01, -4.8241328308e+00, 3.3219346963e-01
-1.3854753600e-01, -4.8119198363e+00, 3.3463606867e-01
-1.3852684800e-01, -4.8241328308e+00, 3.3219346963e-01
-1.3850616000e-01, -4.8241328308e+00, 3.3463606867e-01
-1.3848547200e-01, -4.8241328308e+00, 3.3463606867e-01
-1.3846478400e-01, -4.8241328308e+00, 3.3463606867e-01
-1.3844409600e-01, -4.8363458253e+00, 3.3219346963e-01
-1.3842340800e-01, -4.8241328308e+00, 3.3463606867e-01
-1.3840272000e-01, -4.8241328308e+00, 3.3463606867e-01
-1.3838203200e-01, -4.8241328308e+00, 3.3219346963e-01
-1.3836134400e-01, -4.8485588199e+00, 3.3219346963e-01
-1.3834065600e-01, -4.8363458253e+00, 3.3463606867e-01
-1.3831996800e-01, -4.8485588199e+00, 3.3219346963e-01
-1.3829928000e-01, -4.8363458253e+00, 3.3463606867e-01
-1.3827859200e-01, -4.8485588199e+00, 3.3463606867e-01
-1.3825790400e-01, -4.8607718144e+00, 3.3463606867e-01
-1.3823721600e-01, -4.8485588199e+00, 3.3463606867e-01
-1.3821652800e-01, -4.8607718144e+00, 3.3463606867e-01
-1.3819584000e-01, -4.8485588199e+00, 3.3463606867e-01
-1.3817515200e-01, -4.8607718144e+00, 3.3463606867e-01
-1.3815446400e-01, -4.8607718144e+00, 3.3219346963e-01
-1.3813377600e-01, -4.8607718144e+00, 3.3219346963e-01
-1.3811308800e-01, -4.8607718144e+00, 3.3463606867e-01
-1.3809240000e-01, -4.8607718144e+00, 3.3463606867e-01
-1.3807171200e-01, -4.8607718144e+00, 3.3219346963e-01
-1.3805102400e-01, -4.8607718144e+00, 3.3463606867e-01
-1.3803033600e-01, -4.8729848089e+00, 3.3463606867e-01
-1.3800964800e-01, -4.8729848089e+00, 3.3463606867e-01
