#x-axis,2
#second,Volt
-9.234375000000e-001, 3.17824e-001
-9.229255000000e-001, 3.17824e-001
-9.224135000000e-001, 3.17824e-001
-9.219015000000e-001, 3.17824e-001
-9.213895000000e-001, 3.17824e-001
-9.208775000000e-001, 3.17824e-001
-9.203655000000e-001, 3.17824e-001
-9.198535000000e-001, 3.15814e-001
-9.193415000000e-001, 3.15814e-001
-9.188295000000e-001, 3.15814e-001
-9.183175000000e-001, 3.15814e-001
-9.178055000000e-001, 3.15814e-001
-9.172935000000e-001, 3.15814e-001
-9.167815000000e-001, 3.15814e-001
-9.162695000000e-001, 3.17824e-001
-9.157575000000e-001, 3.17824e-001
-9.152455000000e-001, 3.15814e-001
-9.147335000000e-001, 3.15814e-001
-9.142215000000e-001, 3.15814e-001
-9.137095000000e-001, 3.17824e-001
-9.131975000000e-001, 3.15814e-001
-9.126855000000e-001, 3.17824e-001
-9.121735000000e-001, 3.13803e-001
-9.116615000000e-001, 3.15814e-001
-9.111495000000e-001, 3.15814e-001
-9.106375000000e-001, 3.15814e-001
-9.101255000000e-001, 3.15814e-001
-9.096135000000e-001, 3.15814e-001
-9.091015000000e-001, 3.17824e-001
-9.085895000000e-001, 3.15814e-001
-9.080775000000e-001, 3.15814e-001
-9.075655000000e-001, 3.17824e-001
-9.070535000000e-001, 3.17824e-001
-9.065415000000e-001, 3.15814e-001
-9.060295000000e-001, 3.17824e-001
-9.055175000000e-001, 3.15814e-001
-9.050055000000e-001, 3.17824e-001
-9.044935000000e-001, 3.17824e-001
-9.039815000000e-001, 3.17824e-001
-9.034695000000e-001, 3.15814e-001
-9.029575000000e-001, 3.17824e-001
-9.024455000000e-001, 3.17824e-001
-9.019335000000e-001, 3.17824e-001
-9.014215000000e-001, 3.19834e-001
-9.009095000000e-001, 3.15814e-001
-9.003975000000e-001, 3.17824e-001
-8.998855000000e-001, 3.15814e-001
-8.993735000000e-001, 3.15814e-001
-8.988615000000e-001, 3.17824e-001
-8.983495000000e-001, 3.17824e-001
-8.978375000000e-001, 3.17824e-001
-8.973255000000e-001, 3.15814e-001
-8.968135000000e-001, 3.17824e-001
-8.963015000000e-001, 3.13803e-001
-8.957895000000e-001, 3.17824e-001
-8.952775000000e-001, 3.15814e-001
-8.947655000000e-001, 3.15814e-001
-8.942535000000e-001, 3.19834e-001
-8.937415000000e-001, 3.15814e-001
-8.932295000000e-001, 3.19834e-001
-8.927175000000e-001, 3.15814e-001
-8.922055000000e-001, 3.17824e-001
-8.916935000000e-001, 3.17824e-001
-8.911815000000e-001, 3.15814e-001
-8.906695000000e-001, 3.17824e-001
-8.901575000000e-001, 3.17824e-001
-8.896455000000e-001, 3.17824e-001
-8.891335000000e-001, 3.15814e-001
-8.886215000000e-001, 3.17824e-001
-8.881095000000e-001, 3.17824e-001
-8.875975000000e-001, 3.15814e-001
-8.870855000000e-001, 3.17824e-001
-8.865735000000e-001, 3.17824e-001
-8.860615000000e-001, 3.15814e-001
-8.855495000000e-001, 3.17824e-001
-8.850375000000e-001, 3.17824e-001
-8.845255000000e-001, 3.17824e-001
-8.840135000000e-001, 3.17824e-001
-8.835015000000e-001, 3.15814e-001
-8.829895000000e-001, 3.17824e-001
-8.824775000000e-001, 3.15814e-001
-8.819655000000e-001, 3.15814e-001
-8.814535000000e-001, 3.15814e-001
-8.809415000000e-001, 3.17824e-001
-8.804295000000e-001, 3.15814e-001
-8.799175000000e-001, 3.15814e-001
-8.794055000000e-001, 3.17824e-001
-8.788935000000e-001, 3.17824e-001
-8.783815000000e-001, 3.15814e-001
-8.778695000000e-001, 3.19834e-001
-8.773575000000e-001, 3.15814e-001
-8.768455000000e-001, 3.15814e-001
-8.763335000000e-001, 3.15814e-001
-8.758215000000e-001, 3.15814e-001
-8.753095000000e-001, 3.15814e-001
-8.747975000000e-001, 3.17824e-001
-8.742855000000e-001, 3.15814e-001
-8.737735000000e-001, 3.15814e-001
-8.732615000000e-001, 3.15814e-001
-8.727495000000e-001, 3.13803e-001
-8.722375000000e-001, 3.13803e-001
-8.717255000000e-001, 3.09783e-001
-8.712135000000e-001, 3.09783e-001
-8.707015000000e-001, 3.11793e-001
-8.701895000000e-001, 3.13803e-001
-8.696775000000e-001, 3.11793e-001
-8.691655000000e-001, 3.15814e-001
-8.686535000000e-001, 3.15814e-001
-8.681415000000e-001, 3.15814e-001
-8.676295000000e-001, 3.15814e-001
-8.671175000000e-001, 3.13803e-001
-8.666055000000e-001, 3.17824e-001
-8.660935000000e-001, 3.15814e-001
-8.655815000000e-001, 3.15814e-001
-8.650695000000e-001, 3.15814e-001
-8.645575000000e-001, 3.15814e-001
-8.640455000000e-001, 3.13803e-001
-8.635335000000e-001, 3.15814e-001
-8.630215000000e-001, 3.17824e-001
-8.625095000000e-001, 3.13803e-001
-8.619975000000e-001, 3.15814e-001
-8.614855000000e-001, 3.15814e-001
-8.609735000000e-001, 3.13803e-001
-8.604615000000e-001, 3.15814e-001
-8.599495000000e-001, 3.15814e-001
-8.594375000000e-001, 3.15814e-001
-8.589255000000e-001, 3.15814e-001
-8.584135000000e-001, 3.15814e-001
-8.579015000000e-001, 3.17824e-001
-8.573895000000e-001, 3.15814e-001
-8.568775000000e-001, 3.17824e-001
-8.563655000000e-001, 3.15814e-001
-8.558535000000e-001, 3.15814e-001
-8.553415000000e-001, 3.15814e-001
-8.548295000000e-001, 3.15814e-001
-8.543175000000e-001, 3.13803e-001
-8.538055000000e-001, 3.15814e-001
-8.532935000000e-001, 3.13803e-001
-8.527815000000e-001, 3.17824e-001
-8.522695000000e-001, 3.15814e-001
-8.517575000000e-001, 3.13803e-001
-8.512455000000e-001, 3.15814e-001
-8.507335000000e-001, 3.15814e-001
-8.502215000000e-001, 3.15814e-001
-8.497095000000e-001, 3.15814e-001
-8.491975000000e-001, 3.13803e-001
-8.486855000000e-001, 3.17824e-001
-8.481735000000e-001, 3.15814e-001
-8.476615000000e-001, 3.13803e-001
-8.471495000000e-001, 3.15814e-001
-8.466375000000e-001, 3.13803e-001
-8.461255000000e-001, 3.13803e-001
-8.456135000000e-001, 3.13803e-001
-8.451015000000e-001, 3.13803e-001
-8.445895000000e-001, 3.11793e-001
-8.440775000000e-001, 3.09783e-001
-8.435655000000e-001, 3.11793e-001
-8.430535000000e-001, 3.11793e-001
-8.425415000000e-001, 3.11793e-001
-8.420295000000e-001, 3.09783e-001
-8.415175000000e-001, 3.09783e-001
-8.410055000000e-001, 3.09783e-001
-8.404935000000e-001, 3.09783e-001
-8.399815000000e-001, 3.03753e-001
-8.394695000000e-001, 3.01743e-001
-8.389575000000e-001, 2.97723e-001
-8.384455000000e-001, 2.89683e-001
-8.379335000000e-001, 2.93703e-001
-8.374215000000e-001, 2.93703e-001
-8.369095000000e-001, 2.99733e-001
-8.363975000000e-001, 3.01743e-001
-8.358855000000e-001, 3.05763e-001
-8.353735000000e-001, 3.05763e-001
-8.348615000000e-001, 3.07773e-001
-8.343495000000e-001, 3.09783e-001
-8.338375000000e-001, 3.09783e-001
-8.333255000000e-001, 3.07773e-001
-8.328135000000e-001, 3.09783e-001
-8.323015000000e-001, 3.09783e-001
-8.317895000000e-001, 3.11793e-001
-8.312775000000e-001, 3.11793e-001
-8.307655000000e-001, 3.13803e-001
-8.302535000000e-001, 3.13803e-001
-8.297415000000e-001, 3.13803e-001
-8.292295000000e-001, 3.11793e-001
-8.287175000000e-001, 3.13803e-001
-8.282055000000e-001, 3.13803e-001
-8.276935000000e-001, 3.09783e-001
-8.271815000000e-001, 3.13803e-001
-8.266695000000e-001, 3.11793e-001
-8.261575000000e-001, 3.11793e-001
-8.256455000000e-001, 3.13803e-001
-8.251335000000e-001, 3.11793e-001
-8.246215000000e-001, 3.11793e-001
-8.241095000000e-001, 3.11793e-001
-8.235975000000e-001, 3.11793e-001
-8.230855000000e-001, 3.09783e-001
-8.225735000000e-001, 3.09783e-001
-8.220615000000e-001, 3.13803e-001
-8.215495000000e-001, 3.11793e-001
-8.210375000000e-001, 3.09783e-001
-8.205255000000e-001, 3.09783e-001
-8.200135000000e-001, 3.09783e-001
-8.195015000000e-001, 3.11793e-001
-8.189895000000e-001, 3.11793e-001
-8.184775000000e-001, 3.09783e-001
-8.179655000000e-001, 3.09783e-001
-8.174535000000e-001, 3.07773e-001
-8.169415000000e-001, 3.09783e-001
-8.164295000000e-001, 3.05763e-001
-8.159175000000e-001, 3.03753e-001
-8.154055000000e-001, 3.05763e-001
-8.148935000000e-001, 3.03753e-001
-8.143815000000e-001, 3.05763e-001
-8.138695000000e-001, 3.03753e-001
-8.133575000000e-001, 3.03753e-001
-8.128455000000e-001, 3.03753e-001
-8.123335000000e-001, 2.97723e-001
-8.118215000000e-001, 2.99733e-001
-8.113095000000e-001, 2.95713e-001
-8.107975000000e-001, 2.97723e-001
-8.102855000000e-001, 2.95713e-001
-8.097735000000e-001, 2.95713e-001
-8.092615000000e-001, 2.95713e-001
-8.087495000000e-001, 2.95713e-001
-8.082375000000e-001, 2.93703e-001
-8.077255000000e-001, 2.91693e-001
-8.072135000000e-001, 2.91693e-001
-8.067015000000e-001, 2.89683e-001
-8.061895000000e-001, 2.91693e-001
-8.056775000000e-001, 2.91693e-001
-8.051655000000e-001, 2.93703e-001
-8.046535000000e-001, 2.93703e-001
-8.041415000000e-001, 2.95713e-001
-8.036295000000e-001, 2.95713e-001
-8.031175000000e-001, 2.97723e-001
-8.026055000000e-001, 2.97723e-001
-8.020935000000e-001, 2.97723e-001
-8.015815000000e-001, 2.99733e-001
-8.010695000000e-001, 2.99733e-001
-8.005575000000e-001, 3.03753e-001
-8.000455000000e-001, 3.05763e-001
-7.995335000000e-001, 3.05763e-001
-7.990215000000e-001, 3.03753e-001
-7.985095000000e-001, 3.05763e-001
-7.979975000000e-001, 3.07773e-001
-7.974855000000e-001, 3.07773e-001
-7.969735000000e-001, 3.07773e-001
-7.964615000000e-001, 3.07773e-001
-7.959495000000e-001, 3.09783e-001
-7.954375000000e-001, 3.11793e-001
-7.949255000000e-001, 3.09783e-001
-7.944135000000e-001, 3.11793e-001
-7.939015000000e-001, 3.13803e-001
-7.933895000000e-001, 3.11793e-001
-7.928775000000e-001, 3.11793e-001
-7.923655000000e-001, 3.13803e-001
-7.918535000000e-001, 3.13803e-001
-7.913415000000e-001, 3.13803e-001
-7.908295000000e-001, 3.13803e-001
-7.903175000000e-001, 3.15814e-001
-7.898055000000e-001, 3.13803e-001
-7.892935000000e-001, 3.15814e-001
-7.887815000000e-001, 3.13803e-001
-7.882695000000e-001, 3.13803e-001
-7.877575000000e-001, 3.15814e-001
-7.872455000000e-001, 3.15814e-001
-7.867335000000e-001, 3.13803e-001
-7.862215000000e-001, 3.11793e-001
-7.857095000000e-001, 3.13803e-001
-7.851975000000e-001, 3.15814e-001
-7.846855000000e-001, 3.15814e-001
-7.841735000000e-001, 3.15814e-001
-7.836615000000e-001, 3.13803e-001
-7.831495000000e-001, 3.15814e-001
-7.826375000000e-001, 3.15814e-001
-7.821255000000e-001, 3.15814e-001
-7.816135000000e-001, 3.15814e-001
