% Moku:Go Laser Lock Box
% Input 1, DC coupling, 0 dB attenuation, 0 dB gain
% Input 2, DC coupling, 0 dB attenuation
% Demodulating using modulation signal, phase shift 0.000 000 deg
% Lowpass filter: 4th-order Butterworth Lowpass, corner frequency 300.0 kHz, sampling rate 7.8125 MHz
% Setpoint: 0.000 0 V
% Fast controller: I controller: integrator unity gain frequency 5.800 kHz, integrator saturation +35.3 dB, invert off
% Slow controller: PI controller: proportional gain -32.2 dB, integrator crossover 169.4 mHz, invert off
% Scan - Triangle, 2.541 000 Hz, 10.000 Vpp, Output 1
% Modulation - 6.000 000 000 000 MHz, 10.000 Vpp, off
% Output 1 - control signal disabled, offset 0.000 0 V, limits disabled, output enabled
% Output 2 - control signal disabled, offset 0.000 0 V, limits disabled, output disabled
% Acquired 2025-06-23 T 17:20:56 +0200
% Time (s), Probe A (Probe A) (V), Probe B (Probe B) (V)
3.600722400000e-01, nan, nan
3.607005600000e-01, nan, nan
3.613288800000e-01, nan, nan
3.619572000000e-01, nan, nan
3.625855200000e-01, nan, nan
3.632138400000e-01, nan, nan
3.638421600000e-01, nan, nan
3.644704800000e-01, nan, nan
3.650988000000e-01, nan, nan
3.657271200000e-01, nan, nan
3.663554400000e-01, nan, nan
3.669837600000e-01, nan, nan
3.676120800000e-01, nan, nan
3.682404000000e-01, nan, nan
3.688687200000e-01, nan, nan
3.694970400000e-01, nan, nan
3.701253600000e-01, nan, nan
3.707536800000e-01, nan, nan
3.713820000000e-01, nan, nan
3.720103200000e-01, nan, nan
3.726386400000e-01, nan, nan
3.732669600000e-01, nan, nan
3.738952800000e-01, nan, nan
3.745236000000e-01, nan, nan
3.751519200000e-01, nan, nan
3.757802400000e-01, nan, nan
3.764085600000e-01, nan, nan
3.770368800000e-01, nan, nan
3.776652000000e-01, nan, nan
3.782935200000e-01, nan, nan
3.789218400000e-01, nan, nan
3.795501600000e-01, nan, nan
3.801784800000e-01, nan, nan
3.808068000000e-01, nan, nan
3.814351200000e-01, nan, nan
3.820634400000e-01, nan, nan
3.826917600000e-01, nan, nan
3.833200800000e-01, nan, nan
3.839484000000e-01, nan, nan
3.845767200000e-01, nan, nan
3.852050400000e-01, nan, nan
3.858333600000e-01, nan, nan
3.864616800000e-01, nan, nan
3.870900000000e-01, nan, nan
3.877183200000e-01, nan, nan
3.883466400000e-01, nan, nan
3.889749600000e-01, nan, nan
3.896032800000e-01, nan, nan
3.902316000000e-01, nan, nan
3.908599200000e-01, nan, nan
3.914882400000e-01, nan, nan
3.921165600000e-01, nan, nan
3.927448800000e-01, nan, nan
3.933732000000e-01, nan, nan
3.940015200000e-01, nan, nan
3.946298400000e-01, nan, nan
3.952581600000e-01, nan, nan
3.958864800000e-01, nan, nan
3.965148000000e-01, nan, nan
3.971431200000e-01, nan, nan
3.977714400000e-01, nan, nan
3.983997600000e-01, nan, nan
3.990280800000e-01, nan, nan
3.996564000000e-01, nan, nan
4.002847200000e-01, nan, nan
4.009130400000e-01, nan, nan
4.015413600000e-01, nan, nan
4.021696800000e-01, nan, nan
4.027980000000e-01, nan, nan
4.034263200000e-01, nan, nan
4.040546400000e-01, nan, nan
4.046829600000e-01, nan, nan
4.053112800000e-01, nan, nan
4.059396000000e-01, nan, nan
4.065679200000e-01, nan, nan
4.071962400000e-01, nan, nan
4.078245600000e-01, nan, nan
4.084528800000e-01, nan, nan
4.090812000000e-01, nan, nan
4.097095200000e-01, nan, nan
4.103378400000e-01, nan, nan
4.109661600000e-01, nan, nan
4.115944800000e-01, nan, nan
4.122228000000e-01, nan, nan
4.128511200000e-01, nan, nan
4.134794400000e-01, nan, nan
4.141077600000e-01, nan, nan
4.147360800000e-01, nan, nan
4.153644000000e-01, nan, nan
4.159927200000e-01, nan, nan
4.166210400000e-01, nan, nan
4.172493600000e-01, nan, nan
4.178776800000e-01, nan, nan
4.185060000000e-01, nan, nan
4.191343200000e-01, nan, nan
4.197626400000e-01, nan, nan
4.203909600000e-01, nan, nan
4.210192800000e-01, nan, nan
4.216476000000e-01, nan, nan
