% Moku:Go Oscilloscope
% Channel A (Input 2), DC coupling, 1 x probe attenuation
% Channel B (Input 1), DC coupling, 1 x probe attenuation
% Time span 480.9 ms, time offset 3.629 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-06-23 T 17:01:13 +0200
% Time (s), Channel A (V), Channel B (V)
-2.1002848000e-01, 1.0381045332e+00, 3.3463606867e-01
-2.0999480000e-01, 1.0381045332e+00, 3.3463606867e-01
-2.0996112000e-01, 1.0258915387e+00, 3.3463606867e-01
-2.0992744000e-01, 1.0258915387e+00, 3.3463606867e-01
-2.0989376000e-01, 1.0258915387e+00, 3.3463606867e-01
-2.0986008000e-01, 1.0136785442e+00, 3.3219346963e-01
-2.0982640000e-01, 1.0014655497e+00, 3.3463606867e-01
-2.0979272000e-01, 1.0136785442e+00, 3.3463606867e-01
-2.0975904000e-01, 1.0014655497e+00, 3.3463606867e-01
-2.0972536000e-01, 1.0014655497e+00, 3.3463606867e-01
-2.0969168000e-01, 1.0014655497e+00, 3.3463606867e-01
-2.0965800000e-01, 9.8925255518e-01, 3.3463606867e-01
-2.0962432000e-01, 1.0014655497e+00, 3.3219346963e-01
-2.0959064000e-01, 9.8925255518e-01, 3.3463606867e-01
-2.0955696000e-01, 9.8925255518e-01, 3.3463606867e-01
-2.0952328000e-01, 9.8925255518e-01, 3.3463606867e-01
-2.0948960000e-01, 9.8925255518e-01, 3.3463606867e-01
-2.0945592000e-01, 9.8925255518e-01, 3.3463606867e-01
-2.0942224000e-01, 9.8925255518e-01, 3.3463606867e-01
-2.0938856000e-01, 9.7703956068e-01, 3.3463606867e-01
-2.0935488000e-01, 9.8925255518e-01, 3.3463606867e-01
-2.0932120000e-01, 9.7703956068e-01, 3.3463606867e-01
-2.0928752000e-01, 9.7703956068e-01, 3.3707866771e-01
-2.0925384000e-01, 9.6482656617e-01, 3.3463606867e-01
-2.0922016000e-01, 9.5261357166e-01, 3.3463606867e-01
-2.0918648000e-01, 9.6482656617e-01, 3.3463606867e-01
-2.0915280000e-01, 9.6482656617e-01, 3.3463606867e-01
-2.0911912000e-01, 9.6482656617e-01, 3.3463606867e-01
-2.0908544000e-01, 9.5261357166e-01, 3.3463606867e-01
-2.0905176000e-01, 9.5261357166e-01, 3.3219346963e-01
-2.0901808000e-01, 9.4040057715e-01, 3.3707866771e-01
-2.0898440000e-01, 9.4040057715e-01, 3.3463606867e-01
-2.0895072000e-01, 9.4040057715e-01, 3.3463606867e-01
-2.0891704000e-01, 9.4040057715e-01, 3.3219346963e-01
-2.0888336000e-01, 9.4040057715e-01, 3.3463606867e-01
-2.0884968000e-01, 9.4040057715e-01, 3.3463606867e-01
-2.0881600000e-01, 9.4040057715e-01, 3.3219346963e-01
-2.0878232000e-01, 9.4040057715e-01, 3.3463606867e-01
-2.0874864000e-01, 9.2818758264e-01, 3.3463606867e-01
-2.0871496000e-01, 9.4040057715e-01, 3.3219346963e-01
-2.0868128000e-01, 9.1597458813e-01, 3.3463606867e-01
-2.0864760000e-01, 9.1597458813e-01, 3.3463606867e-01
-2.0861392000e-01, 9.1597458813e-01, 3.3463606867e-01
-2.0858024000e-01, 9.1597458813e-01, 3.3463606867e-01
-2.0854656000e-01, 9.1597458813e-01, 3.3463606867e-01
-2.0851288000e-01, 9.0376159362e-01, 3.3463606867e-01
-2.0847920000e-01, 9.0376159362e-01, 3.3707866771e-01
-2.0844552000e-01, 9.0376159362e-01, 3.3463606867e-01
-2.0841184000e-01, 9.0376159362e-01, 3.3219346963e-01
-2.0837816000e-01, 8.9154859912e-01, 3.3463606867e-01
-2.0834448000e-01, 9.0376159362e-01, 3.3463606867e-01
-2.0831080000e-01, 8.9154859912e-01, 3.3463606867e-01
-2.0827712000e-01, 8.9154859912e-01, 3.3219346963e-01
-2.0824344000e-01, 8.9154859912e-01, 3.3463606867e-01
-2.0820976000e-01, 8.9154859912e-01, 3.3463606867e-01
-2.0817608000e-01, 8.7933560461e-01, 3.3463606867e-01
-2.0814240000e-01, 8.9154859912e-01, 3.3463606867e-01
-2.0810872000e-01, 8.7933560461e-01, 3.3463606867e-01
-2.0807504000e-01, 8.6712261010e-01, 3.3219346963e-01
-2.0804136000e-01, 8.5490961559e-01, 3.3707866771e-01
-2.0800768000e-01, 8.6712261010e-01, 3.3463606867e-01
-2.0797400000e-01, 8.4269662108e-01, 3.3463606867e-01
-2.0794032000e-01, 8.5490961559e-01, 3.3463606867e-01
-2.0790664000e-01, 8.5490961559e-01, 3.3463606867e-01
-2.0787296000e-01, 8.5490961559e-01, 3.3219346963e-01
-2.0783928000e-01, 8.4269662108e-01, 3.3219346963e-01
-2.0780560000e-01, 8.4269662108e-01, 3.3463606867e-01
-2.0777192000e-01, 8.5490961559e-01, 3.3463606867e-01
-2.0773824000e-01, 8.4269662108e-01, 3.3219346963e-01
-2.0770456000e-01, 8.3048362657e-01, 3.3463606867e-01
-2.0767088000e-01, 8.4269662108e-01, 3.3463606867e-01
-2.0763720000e-01, 8.3048362657e-01, 3.3219346963e-01
-2.0760352000e-01, 8.4269662108e-01, 3.3463606867e-01
-2.0756984000e-01, 8.1827063207e-01, 3.3463606867e-01
-2.0753616000e-01, 8.1827063207e-01, 3.3463606867e-01
-2.0750248000e-01, 8.1827063207e-01, 3.3463606867e-01
-2.0746880000e-01, 8.1827063207e-01, 3.3219346963e-01
-2.0743512000e-01, 8.1827063207e-01, 3.3463606867e-01
-2.0740144000e-01, 8.1827063207e-01, 3.3463606867e-01
-2.0736776000e-01, 8.3048362657e-01, 3.3463606867e-01
-2.0733408000e-01, 8.0605763756e-01, 3.3463606867e-01
-2.0730040000e-01, 7.9384464305e-01, 3.3463606867e-01
-2.0726672000e-01, 7.9384464305e-01, 3.3463606867e-01
-2.0723304000e-01, 7.9384464305e-01, 3.3463606867e-01
-2.0719936000e-01, 7.9384464305e-01, 3.3463606867e-01
-2.0716568000e-01, 7.9384464305e-01, 3.3219346963e-01
-2.0713200000e-01, 7.8163164854e-01, 3.3463606867e-01
-2.0709832000e-01, 7.9384464305e-01, 3.3219346963e-01
-2.0706464000e-01, 7.8163164854e-01, 3.3219346963e-01
-2.0703096000e-01, 7.8163164854e-01, 3.3463606867e-01
-2.0699728000e-01, 7.9384464305e-01, 3.3463606867e-01
-2.0696360000e-01, 7.8163164854e-01, 3.3463606867e-01
-2.0692992000e-01, 7.8163164854e-01, 3.3463606867e-01
-2.0689624000e-01, 7.6941865403e-01, 3.3219346963e-01
-2.0686256000e-01, 7.5720565952e-01, 3.3463606867e-01
-2.0682888000e-01, 7.5720565952e-01, 3.3463606867e-01
-2.0679520000e-01, 7.5720565952e-01, 3.3463606867e-01
-2.0676152000e-01, 7.5720565952e-01, 3.3463606867e-01
-2.0672784000e-01, 7.5720565952e-01, 3.3463606867e-01
-2.0669416000e-01, 7.3277967051e-01, 3.3707866771e-01
-2.0666048000e-01, 7.5720565952e-01, 3.3463606867e-01
-2.0662680000e-01, 7.4499266502e-01, 3.3219346963e-01
-2.0659312000e-01, 7.4499266502e-01, 3.3463606867e-01
-2.0655944000e-01, 7.4499266502e-01, 3.3463606867e-01
-2.0652576000e-01, 7.4499266502e-01, 3.3463606867e-01
-2.0649208000e-01, 7.4499266502e-01, 3.3463606867e-01
-2.0645840000e-01, 7.3277967051e-01, 3.3219346963e-01
-2.0642472000e-01, 7.4499266502e-01, 3.3463606867e-01
-2.0639104000e-01, 7.3277967051e-01, 3.3219346963e-01
-2.0635736000e-01, 7.3277967051e-01, 3.3463606867e-01
-2.0632368000e-01, 7.3277967051e-01, 3.3219346963e-01
-2.0629000000e-01, 7.2056667600e-01, 3.3219346963e-01
-2.0625632000e-01, 7.2056667600e-01, 3.3219346963e-01
-2.0622264000e-01, 7.0835368149e-01, 3.3463606867e-01
-2.0618896000e-01, 7.0835368149e-01, 3.3463606867e-01
-2.0615528000e-01, 7.0835368149e-01, 3.3707866771e-01
-2.0612160000e-01, 7.0835368149e-01, 3.3463606867e-01
-2.0608792000e-01, 6.9614068698e-01, 3.3707866771e-01
-2.0605424000e-01, 7.0835368149e-01, 3.3219346963e-01
-2.0602056000e-01, 6.9614068698e-01, 3.3463606867e-01
-2.0598688000e-01, 7.0835368149e-01, 3.3707866771e-01
-2.0595320000e-01, 6.9614068698e-01, 3.3219346963e-01
-2.0591952000e-01, 6.8392769247e-01, 3.3463606867e-01
-2.0588584000e-01, 6.8392769247e-01, 3.3463606867e-01
-2.0585216000e-01, 6.8392769247e-01, 3.3463606867e-01
-2.0581848000e-01, 6.8392769247e-01, 3.3463606867e-01
-2.0578480000e-01, 6.8392769247e-01, 3.3463606867e-01
-2.0575112000e-01, 6.8392769247e-01, 3.3463606867e-01
-2.0571744000e-01, 6.7171469796e-01, 3.3463606867e-01
-2.0568376000e-01, 6.7171469796e-01, 3.3463606867e-01
-2.0565008000e-01, 6.5950170346e-01, 3.3219346963e-01
-2.0561640000e-01, 6.7171469796e-01, 3.3463606867e-01
-2.0558272000e-01, 6.7171469796e-01, 3.3463606867e-01
-2.0554904000e-01, 6.7171469796e-01, 3.3463606867e-01
-2.0551536000e-01, 6.5950170346e-01, 3.3707866771e-01
-2.0548168000e-01, 6.5950170346e-01, 3.3463606867e-01
-2.0544800000e-01, 6.5950170346e-01, 3.3463606867e-01
-2.0541432000e-01, 6.5950170346e-01, 3.3463606867e-01
-2.0538064000e-01, 6.5950170346e-01, 3.3463606867e-01
-2.0534696000e-01, 6.4728870895e-01, 3.3463606867e-01
-2.0531328000e-01, 6.4728870895e-01, 3.3463606867e-01
-2.0527960000e-01, 6.4728870895e-01, 3.3463606867e-01
-2.0524592000e-01, 6.4728870895e-01, 3.3463606867e-01
-2.0521224000e-01, 6.3507571444e-01, 3.3463606867e-01
-2.0517856000e-01, 6.3507571444e-01, 3.3463606867e-01
-2.0514488000e-01, 6.3507571444e-01, 3.3463606867e-01
-2.0511120000e-01, 6.3507571444e-01, 3.3219346963e-01
-2.0507752000e-01, 6.2286271993e-01, 3.3463606867e-01
-2.0504384000e-01, 6.1064972542e-01, 3.3463606867e-01
-2.0501016000e-01, 6.2286271993e-01, 3.3463606867e-01
-2.0497648000e-01, 6.2286271993e-01, 3.3463606867e-01
-2.0494280000e-01, 5.9843673091e-01, 3.3463606867e-01
-2.0490912000e-01, 6.1064972542e-01, 3.3463606867e-01
-2.0487544000e-01, 6.1064972542e-01, 3.3463606867e-01
-2.0484176000e-01, 6.1064972542e-01, 3.3463606867e-01
-2.0480808000e-01, 6.1064972542e-01, 3.3219346963e-01
-2.0477440000e-01, 6.1064972542e-01, 3.3463606867e-01
-2.0474072000e-01, 5.9843673091e-01, 3.3463606867e-01
-2.0470704000e-01, 5.8622373641e-01, 3.3463606867e-01
-2.0467336000e-01, 5.9843673091e-01, 3.3463606867e-01
-2.0463968000e-01, 5.8622373641e-01, 3.3219346963e-01
-2.0460600000e-01, 5.8622373641e-01, 3.3463606867e-01
-2.0457232000e-01, 5.8622373641e-01, 3.3463606867e-01
-2.0453864000e-01, 5.7401074190e-01, 3.3219346963e-01
-2.0450496000e-01, 5.7401074190e-01, 3.3463606867e-01
-2.0447128000e-01, 5.7401074190e-01, 3.3463606867e-01
-2.0443760000e-01, 5.7401074190e-01, 3.3219346963e-01
-2.0440392000e-01, 5.7401074190e-01, 3.3463606867e-01
-2.0437024000e-01, 5.4958475288e-01, 3.3463606867e-01
-2.0433656000e-01, 5.6179774739e-01, 3.3463606867e-01
-2.0430288000e-01, 5.6179774739e-01, 3.3463606867e-01
-2.0426920000e-01, 5.4958475288e-01, 3.3219346963e-01
-2.0423552000e-01, 5.4958475288e-01, 3.3463606867e-01
-2.0420184000e-01, 5.4958475288e-01, 3.3219346963e-01
-2.0416816000e-01, 5.4958475288e-01, 3.3463606867e-01
-2.0413448000e-01, 5.4958475288e-01, 3.3463606867e-01
-2.0410080000e-01, 5.3737175837e-01, 3.3463606867e-01
-2.0406712000e-01, 5.3737175837e-01, 3.3463606867e-01
-2.0403344000e-01, 5.3737175837e-01, 3.3463606867e-01
-2.0399976000e-01, 5.3737175837e-01, 3.3219346963e-01
-2.0396608000e-01, 5.2515876386e-01, 3.3463606867e-01
-2.0393240000e-01, 5.3737175837e-01, 3.3219346963e-01
-2.0389872000e-01, 5.2515876386e-01, 3.3219346963e-01
-2.0386504000e-01, 5.2515876386e-01, 3.3463606867e-01
-2.0383136000e-01, 5.1294576935e-01, 3.3219346963e-01
-2.0379768000e-01, 5.1294576935e-01, 3.3463606867e-01
-2.0376400000e-01, 5.1294576935e-01, 3.3463606867e-01
-2.0373032000e-01, 5.1294576935e-01, 3.3463606867e-01
-2.0369664000e-01, 5.0073277485e-01, 3.3463606867e-01
-2.0366296000e-01, 5.0073277485e-01, 3.3463606867e-01
-2.0362928000e-01, 5.0073277485e-01, 3.3463606867e-01
-2.0359560000e-01, 5.0073277485e-01, 3.3463606867e-01
-2.0356192000e-01, 4.8851978034e-01, 3.3463606867e-01
-2.0352824000e-01, 4.8851978034e-01, 3.3463606867e-01
-2.0349456000e-01, 4.8851978034e-01, 3.3463606867e-01
-2.0346088000e-01, 4.8851978034e-01, 3.3463606867e-01
-2.0342720000e-01, 4.8851978034e-01, 3.3463606867e-01
-2.0339352000e-01, 4.8851978034e-01, 3.3463606867e-01
-2.0335984000e-01, 4.7630678583e-01, 3.3463606867e-01
-2.0332616000e-01, 4.8851978034e-01, 3.3463606867e-01
-2.0329248000e-01, 4.7630678583e-01, 3.3463606867e-01
-2.0325880000e-01, 4.7630678583e-01, 3.3463606867e-01
-2.0322512000e-01, 4.7630678583e-01, 3.3463606867e-01
-2.0319144000e-01, 4.7630678583e-01, 3.3463606867e-01
-2.0315776000e-01, 4.7630678583e-01, 3.3463606867e-01
-2.0312408000e-01, 4.6409379132e-01, 3.3463606867e-01
-2.0309040000e-01, 4.7630678583e-01, 3.3219346963e-01
-2.0305672000e-01, 4.6409379132e-01, 3.3463606867e-01
-2.0302304000e-01, 4.5188079681e-01, 3.3707866771e-01
-2.0298936000e-01, 4.5188079681e-01, 3.3219346963e-01
-2.0295568000e-01, 4.3966780230e-01, 3.3463606867e-01
-2.0292200000e-01, 4.2745480780e-01, 3.3219346963e-01
-2.0288832000e-01, 4.3966780230e-01, 3.3219346963e-01
-2.0285464000e-01, 4.2745480780e-01, 3.3463606867e-01
-2.0282096000e-01, 4.3966780230e-01, 3.3463606867e-01
-2.0278728000e-01, 4.3966780230e-01, 3.3463606867e-01
-2.0275360000e-01, 4.2745480780e-01, 3.3463606867e-01
-2.0271992000e-01, 4.3966780230e-01, 3.3463606867e-01
-2.0268624000e-01, 4.2745480780e-01, 3.3463606867e-01
-2.0265256000e-01, 4.1524181329e-01, 3.3463606867e-01
-2.0261888000e-01, 4.1524181329e-01, 3.3219346963e-01
-2.0258520000e-01, 4.1524181329e-01, 3.3463606867e-01
-2.0255152000e-01, 4.2745480780e-01, 3.3463606867e-01
-2.0251784000e-01, 4.1524181329e-01, 3.3463606867e-01
-2.0248416000e-01, 4.1524181329e-01, 3.3463606867e-01
-2.0245048000e-01, 4.0302881878e-01, 3.3463606867e-01
-2.0241680000e-01, 4.0302881878e-01, 3.3463606867e-01
-2.0238312000e-01, 3.9081582427e-01, 3.3463606867e-01
-2.0234944000e-01, 3.9081582427e-01, 3.3463606867e-01
-2.0231576000e-01, 3.9081582427e-01, 3.3463606867e-01
-2.0228208000e-01, 3.9081582427e-01, 3.3463606867e-01
-2.0224840000e-01, 3.9081582427e-01, 3.3219346963e-01
-2.0221472000e-01, 3.7860282976e-01, 3.3463606867e-01
-2.0218104000e-01, 3.7860282976e-01, 3.3463606867e-01
-2.0214736000e-01, 3.7860282976e-01, 3.3219346963e-01
-2.0211368000e-01, 3.7860282976e-01, 3.3463606867e-01
-2.0208000000e-01, 3.7860282976e-01, 3.3219346963e-01
-2.0204632000e-01, 3.7860282976e-01, 3.3463606867e-01
-2.0201264000e-01, 3.7860282976e-01, 3.3219346963e-01
-2.0197896000e-01, 3.6638983525e-01, 3.3463606867e-01
-2.0194528000e-01, 3.6638983525e-01, 3.3463606867e-01
-2.0191160000e-01, 3.7860282976e-01, 3.3219346963e-01
-2.0187792000e-01, 3.7860282976e-01, 3.3707866771e-01
-2.0184424000e-01, 3.5417684074e-01, 3.3463606867e-01
-2.0181056000e-01, 3.5417684074e-01, 3.3219346963e-01
-2.0177688000e-01, 3.5417684074e-01, 3.3463606867e-01
-2.0174320000e-01, 3.5417684074e-01, 3.3463606867e-01
-2.0170952000e-01, 3.5417684074e-01, 3.3463606867e-01
-2.0167584000e-01, 3.4196384624e-01, 3.3707866771e-01
-2.0164216000e-01, 3.7860282976e-01, 3.3463606867e-01
-2.0160848000e-01, 3.4196384624e-01, 3.3219346963e-01
-2.0157480000e-01, 3.4196384624e-01, 3.3463606867e-01
-2.0154112000e-01, 3.2975085173e-01, 3.3463606867e-01
-2.0150744000e-01, 3.2975085173e-01, 3.3463606867e-01
-2.0147376000e-01, 3.2975085173e-01, 3.3463606867e-01
-2.0144008000e-01, 3.2975085173e-01, 3.3219346963e-01
-2.0140640000e-01, 3.2975085173e-01, 3.3463606867e-01
-2.0137272000e-01, 3.1753785722e-01, 3.3219346963e-01
-2.0133904000e-01, 3.1753785722e-01, 3.3219346963e-01
-2.0130536000e-01, 3.2975085173e-01, 3.3463606867e-01
-2.0127168000e-01, 3.1753785722e-01, 3.3219346963e-01
-2.0123800000e-01, 3.1753785722e-01, 3.3463606867e-01
-2.0120432000e-01, 3.0532486271e-01, 3.3463606867e-01
-2.0117064000e-01, 2.9311186820e-01, 3.3219346963e-01
-2.0113696000e-01, 3.0532486271e-01, 3.3219346963e-01
-2.0110328000e-01, 2.9311186820e-01, 3.3463606867e-01
-2.0106960000e-01, 2.9311186820e-01, 3.3463606867e-01
-2.0103592000e-01, 2.9311186820e-01, 3.3463606867e-01
-2.0100224000e-01, 2.9311186820e-01, 3.3219346963e-01
-2.0096856000e-01, 2.9311186820e-01, 3.3219346963e-01
-2.0093488000e-01, 2.8089887369e-01, 3.3463606867e-01
-2.0090120000e-01, 2.8089887369e-01, 3.3219346963e-01
-2.0086752000e-01, 2.8089887369e-01, 3.3463606867e-01
-2.0083384000e-01, 2.8089887369e-01, 3.3707866771e-01
-2.0080016000e-01, 2.8089887369e-01, 3.3463606867e-01
-2.0076648000e-01, 2.6868587919e-01, 3.3463606867e-01
-2.0073280000e-01, 2.8089887369e-01, 3.3463606867e-01
-2.0069912000e-01, 2.6868587919e-01, 3.3463606867e-01
-2.0066544000e-01, 2.6868587919e-01, 3.3219346963e-01
-2.0063176000e-01, 2.5647288468e-01, 3.3219346963e-01
-2.0059808000e-01, 2.5647288468e-01, 3.3463606867e-01
-2.0056440000e-01, 2.5647288468e-01, 3.3219346963e-01
-2.0053072000e-01, 2.5647288468e-01, 3.3219346963e-01
-2.0049704000e-01, 2.4425989017e-01, 3.3219346963e-01
-2.0046336000e-01, 2.4425989017e-01, 3.3219346963e-01
-2.0042968000e-01, 2.4425989017e-01, 3.3463606867e-01
-2.0039600000e-01, 2.5647288468e-01, 3.3463606867e-01
-2.0036232000e-01, 2.4425989017e-01, 3.3463606867e-01
-2.0032864000e-01, 2.3204689566e-01, 3.3463606867e-01
-2.0029496000e-01, 2.1983390115e-01, 3.3707866771e-01
-2.0026128000e-01, 2.3204689566e-01, 3.3219346963e-01
-2.0022760000e-01, 2.3204689566e-01, 3.3463606867e-01
-2.0019392000e-01, 2.1983390115e-01, 3.3463606867e-01
-2.0016024000e-01, 2.1983390115e-01, 3.3463606867e-01
-2.0012656000e-01, 2.1983390115e-01, 3.3463606867e-01
-2.0009288000e-01, 2.1983390115e-01, 3.3219346963e-01
-2.0005920000e-01, 2.0762090664e-01, 3.3463606867e-01
-2.0002552000e-01, 2.0762090664e-01, 3.3463606867e-01
-1.9999184000e-01, 2.0762090664e-01, 3.3219346963e-01
-1.9995816000e-01, 1.9540791214e-01, 3.3463606867e-01
-1.9992448000e-01, 1.9540791214e-01, 3.3463606867e-01
-1.9989080000e-01, 2.0762090664e-01, 3.3463606867e-01
-1.9985712000e-01, 1.8319491763e-01, 3.3463606867e-01
-1.9982344000e-01, 1.9540791214e-01, 3.3463606867e-01
-1.9978976000e-01, 1.8319491763e-01, 3.3219346963e-01
-1.9975608000e-01, 1.8319491763e-01, 3.3219346963e-01
-1.9972240000e-01, 1.8319491763e-01, 3.3463606867e-01
-1.9968872000e-01, 1.7098192312e-01, 3.3463606867e-01
-1.9965504000e-01, 1.8319491763e-01, 3.3463606867e-01
-1.9962136000e-01, 1.7098192312e-01, 3.3463606867e-01
-1.9958768000e-01, 1.7098192312e-01, 3.3463606867e-01
-1.9955400000e-01, 1.7098192312e-01, 3.3463606867e-01
-1.9952032000e-01, 1.7098192312e-01, 3.3463606867e-01
-1.9948664000e-01, 1.5876892861e-01, 3.3463606867e-01
-1.9945296000e-01, 1.5876892861e-01, 3.3463606867e-01
-1.9941928000e-01, 1.5876892861e-01, 3.3463606867e-01
-1.9938560000e-01, 1.5876892861e-01, 3.3463606867e-01
-1.9935192000e-01, 1.4655593410e-01, 3.3463606867e-01
-1.9931824000e-01, 1.4655593410e-01, 3.3219346963e-01
-1.9928456000e-01, 1.4655593410e-01, 3.3463606867e-01
-1.9925088000e-01, 1.4655593410e-01, 3.3463606867e-01
-1.9921720000e-01, 1.4655593410e-01, 3.3463606867e-01
-1.9918352000e-01, 1.3434293959e-01, 3.3463606867e-01
-1.9914984000e-01, 1.4655593410e-01, 3.3219346963e-01
-1.9911616000e-01, 1.3434293959e-01, 3.3463606867e-01
-1.9908248000e-01, 1.2212994508e-01, 3.3463606867e-01
-1.9904880000e-01, 1.3434293959e-01, 3.3463606867e-01
-1.9901512000e-01, 1.2212994508e-01, 3.3219346963e-01
-1.9898144000e-01, 1.2212994508e-01, 3.3463606867e-01
-1.9894776000e-01, 1.0991695058e-01, 3.3219346963e-01
-1.9891408000e-01, 1.2212994508e-01, 3.3463606867e-01
-1.9888040000e-01, 1.0991695058e-01, 3.3463606867e-01
-1.9884672000e-01, 1.0991695058e-01, 3.3463606867e-01
-1.9881304000e-01, 1.0991695058e-01, 3.3463606867e-01
-1.9877936000e-01, 1.0991695058e-01, 3.3463606867e-01
-1.9874568000e-01, 1.0991695058e-01, 3.3219346963e-01
-1.9871200000e-01, 9.7703956068e-02, 3.3219346963e-01
-1.9867832000e-01, 9.7703956068e-02, 3.3463606867e-01
-1.9864464000e-01, 9.7703956068e-02, 3.3463606867e-01
-1.9861096000e-01, 9.7703956068e-02, 3.3463606867e-01
-1.9857728000e-01, 8.5490961559e-02, 3.3219346963e-01
-1.9854360000e-01, 7.3277967051e-02, 3.3463606867e-01
-1.9850992000e-01, 8.5490961559e-02, 3.3219346963e-01
-1.9847624000e-01, 8.5490961559e-02, 3.3219346963e-01
-1.9844256000e-01, 7.3277967051e-02, 3.3219346963e-01
-1.9840888000e-01, 8.5490961559e-02, 3.3463606867e-01
-1.9837520000e-01, 7.3277967051e-02, 3.3463606867e-01
-1.9834152000e-01, 6.1064972542e-02, 3.3219346963e-01
-1.9830784000e-01, 7.3277967051e-02, 3.3219346963e-01
-1.9827416000e-01, 6.1064972542e-02, 3.3219346963e-01
-1.9824048000e-01, 6.1064972542e-02, 3.3219346963e-01
-1.9820680000e-01, 6.1064972542e-02, 3.3219346963e-01
-1.9817312000e-01, 3.6638983525e-02, 3.3463606867e-01
-1.9813944000e-01, 6.1064972542e-02, 3.3463606867e-01
-1.9810576000e-01, 4.8851978034e-02, 3.3463606867e-01
-1.9807208000e-01, 4.8851978034e-02, 3.3219346963e-01
-1.9803840000e-01, 4.8851978034e-02, 3.3463606867e-01
-1.9800472000e-01, 4.8851978034e-02, 3.3219346963e-01
-1.9797104000e-01, 3.6638983525e-02, 3.3219346963e-01
-1.9793736000e-01, 3.6638983525e-02, 3.3219346963e-01
-1.9790368000e-01, 2.4425989017e-02, 3.3219346963e-01
-1.9787000000e-01, 2.4425989017e-02, 3.3219346963e-01
-1.9783632000e-01, 2.4425989017e-02, 3.3219346963e-01
-1.9780264000e-01, 3.6638983525e-02, 3.3463606867e-01
-1.9776896000e-01, 3.6638983525e-02, 3.3463606867e-01
-1.9773528000e-01, 1.2212994508e-02, 3.3219346963e-01
-1.9770160000e-01, 2.4425989017e-02, 3.3219346963e-01
-1.9766792000e-01, 1.2212994508e-02, 3.3219346963e-01
-1.9763424000e-01, 1.2212994508e-02, 3.3463606867e-01
-1.9760056000e-01, 1.2212994508e-02, 3.3219346963e-01
-1.9756688000e-01, 0.0000000000e+00, 3.3219346963e-01
-1.9753320000e-01, 1.2212994508e-02, 3.3219346963e-01
-1.9749952000e-01, 0.0000000000e+00, 3.3219346963e-01
-1.9746584000e-01, 0.0000000000e+00, 3.3219346963e-01
-1.9743216000e-01, 0.0000000000e+00, 3.3219346963e-01
-1.9739848000e-01, 0.0000000000e+00, 3.3219346963e-01
-1.9736480000e-01, -1.2212994508e-02, 3.3219346963e-01
-1.9733112000e-01, -1.2212994508e-02, 3.3463606867e-01
-1.9729744000e-01, -1.2212994508e-02, 3.3219346963e-01
-1.9726376000e-01, -1.2212994508e-02, 3.3219346963e-01
-1.9723008000e-01, -1.2212994508e-02, 3.3463606867e-01
-1.9719640000e-01, -2.4425989017e-02, 3.2975087059e-01
-1.9716272000e-01, -2.4425989017e-02, 3.3219346963e-01
-1.9712904000e-01, -3.6638983525e-02, 3.3219346963e-01
-1.9709536000e-01, -2.4425989017e-02, 3.2975087059e-01
-1.9706168000e-01, -3.6638983525e-02, 3.3219346963e-01
-1.9702800000e-01, -4.8851978034e-02, 3.3219346963e-01
-1.9699432000e-01, -4.8851978034e-02, 3.3219346963e-01
-1.9696064000e-01, -3.6638983525e-02, 3.3219346963e-01
-1.9692696000e-01, -4.8851978034e-02, 3.2975087059e-01
-1.9689328000e-01, -4.8851978034e-02, 3.3463606867e-01
-1.9685960000e-01, -6.1064972542e-02, 3.3219346963e-01
-1.9682592000e-01, -4.8851978034e-02, 3.2975087059e-01
-1.9679224000e-01, -4.8851978034e-02, 3.3219346963e-01
-1.9675856000e-01, -6.1064972542e-02, 3.3219346963e-01
-1.9672488000e-01, -4.8851978034e-02, 3.3463606867e-01
-1.9669120000e-01, -6.1064972542e-02, 3.3219346963e-01
-1.9665752000e-01, -6.1064972542e-02, 3.2975087059e-01
-1.9662384000e-01, -6.1064972542e-02, 3.3219346963e-01
-1.9659016000e-01, -7.3277967051e-02, 3.3219346963e-01
-1.9655648000e-01, -7.3277967051e-02, 3.3219346963e-01
-1.9652280000e-01, -7.3277967051e-02, 3.3219346963e-01
-1.9648912000e-01, -8.5490961559e-02, 3.3219346963e-01
-1.9645544000e-01, -8.5490961559e-02, 3.3219346963e-01
-1.9642176000e-01, -8.5490961559e-02, 3.3219346963e-01
-1.9638808000e-01, -8.5490961559e-02, 3.2975087059e-01
-1.9635440000e-01, -9.7703956068e-02, 3.3463606867e-01
-1.9632072000e-01, -9.7703956068e-02, 3.3219346963e-01
-1.9628704000e-01, -9.7703956068e-02, 3.2975087059e-01
-1.9625336000e-01, -9.7703956068e-02, 3.2975087059e-01
-1.9621968000e-01, -9.7703956068e-02, 3.3219346963e-01
-1.9618600000e-01, -1.0991695058e-01, 3.2975087059e-01
-1.9615232000e-01, -1.0991695058e-01, 3.3219346963e-01
