Camera Name: Beamage-3.0
Serial Number: 271193
Firmware: 1.70
Description: USB3.0 Beam Profiling Camera
ADC level: 12 bits 
Sampling Rate: 1 / 1 pulse(s)
Total Duration: 0:0:0:30 (DD:HH:MM:SS)
_______________________________________________________________
Date	 Elapsed time(sec)	 dSigma X(um)	 dSigma Y (um)	 Effective Diameter(um)	 Ellipticity(%)	 Orientation(degrees)	 Centroid X(um)	 Centroid y(um)	 Peak X(um)	 Peak Y(um)	 Peak Saturation level(%)	 Peak to Average Ratio X	 Peak to Average Ratio Y	 X Baseline Position	 Y Baseline Position	 Delta Centroid X	 Delta Centroid Y	 Delta Peak X	 Delta Peak Y	  
 14:58:00, Wednesday, April 16, 2025	0.234	1171.5	1061.5	-	90.6	0.0	-202.4	-974.9	-214.5	-962.5	85.0	1.7	1.7	0.0	0.0	-202.4	-974.9	-214.5	-962.5
14:58:01, Wednesday, April 16, 2025	0.906	1171.5	1061.5	-	90.6	0.0	-202.5	-974.8	-220.0	-973.5	85.1	1.7	1.7	0.0	0.0	-202.5	-974.8	-220.0	-973.5
14:58:01, Wednesday, April 16, 2025	1.531	1166.0	1061.5	-	91.0	0.0	-202.7	-974.8	-203.5	-984.5	85.1	1.7	1.7	0.0	0.0	-202.7	-974.8	-203.5	-984.5
14:58:02, Wednesday, April 16, 2025	2.140	1166.0	1061.5	-	91.0	0.0	-202.5	-974.9	-203.5	-984.5	85.2	1.7	1.7	0.0	0.0	-202.5	-974.9	-203.5	-984.5
14:58:03, Wednesday, April 16, 2025	2.765	1171.5	1061.5	-	90.6	0.0	-202.5	-975.0	-209.0	-962.5	85.0	1.7	1.7	0.0	0.0	-202.5	-975.0	-209.0	-962.5
14:58:03, Wednesday, April 16, 2025	3.390	1171.5	1061.5	-	90.6	0.0	-202.6	-974.5	-198.0	-984.5	85.1	1.7	1.7	0.0	0.0	-202.6	-974.5	-198.0	-984.5
14:58:04, Wednesday, April 16, 2025	3.984	1171.5	1056.0	-	90.1	0.0	-202.6	-974.8	-214.5	-984.5	85.2	1.7	1.7	0.0	0.0	-202.6	-974.8	-214.5	-984.5
14:58:04, Wednesday, April 16, 2025	4.594	1171.5	1061.5	-	90.6	0.0	-202.5	-974.8	-203.5	-973.5	85.1	1.7	1.7	0.0	0.0	-202.5	-974.8	-203.5	-973.5
14:58:05, Wednesday, April 16, 2025	5.219	1166.0	1061.5	-	91.0	0.0	-202.6	-974.9	-209.0	-968.0	85.2	1.7	1.7	0.0	0.0	-202.6	-974.9	-209.0	-968.0
14:58:06, Wednesday, April 16, 2025	5.844	1166.0	1061.5	-	91.0	0.0	-202.4	-974.7	-209.0	-968.0	85.1	1.7	1.7	0.0	0.0	-202.4	-974.7	-209.0	-968.0
