Camera Name: Beamage-3.0
Serial Number: 271193
Firmware: 1.70
Description: USB3.0 Beam Profiling Camera
ADC level: 12 bits 
Sampling Rate: 1 / 1 pulse(s)
Total Duration: 0:0:0:30 (DD:HH:MM:SS)
_______________________________________________________________
Date	 Elapsed time(sec)	 dSigma X(um)	 dSigma Y (um)	 Effective Diameter(um)	 Ellipticity(%)	 Orientation(degrees)	 Centroid X(um)	 Centroid y(um)	 Peak X(um)	 Peak Y(um)	 Peak Saturation level(%)	 Peak to Average Ratio X	 Peak to Average Ratio Y	 X Baseline Position	 Y Baseline Position	 Delta Centroid X	 Delta Centroid Y	 Delta Peak X	 Delta Peak Y	  
 15:49:03, Wednesday, April 16, 2025	0.031	984.5	907.5	-	92.2	0.0	410.6	284.3	346.5	297.0	84.4	1.7	1.7	0.0	0.0	410.6	284.3	346.5	297.0
15:49:03, Wednesday, April 16, 2025	0.141	984.5	918.5	-	93.3	0.0	410.5	284.0	401.5	275.0	84.5	1.7	1.7	0.0	0.0	410.5	284.0	401.5	275.0
15:49:03, Wednesday, April 16, 2025	0.250	990.0	907.5	-	91.7	0.0	410.6	284.0	423.5	319.0	84.2	1.7	1.7	0.0	0.0	410.6	284.0	423.5	319.0
15:49:03, Wednesday, April 16, 2025	0.344	979.0	896.5	-	91.6	0.0	410.6	284.0	363.0	308.0	84.3	1.7	1.7	0.0	0.0	410.6	284.0	363.0	308.0
15:49:03, Wednesday, April 16, 2025	0.453	973.5	913.0	-	93.8	0.0	410.7	284.0	401.5	319.0	84.8	1.7	1.7	0.0	0.0	410.7	284.0	401.5	319.0
15:49:03, Wednesday, April 16, 2025	0.594	984.5	913.0	-	92.7	0.0	410.5	283.9	467.5	319.0	84.6	1.7	1.7	0.0	0.0	410.5	283.9	467.5	319.0
15:49:03, Wednesday, April 16, 2025	0.688	995.5	913.0	-	91.7	0.0	410.4	283.9	401.5	324.5	84.5	1.7	1.7	0.0	0.0	410.4	283.9	401.5	324.5
15:49:03, Wednesday, April 16, 2025	0.797	984.5	913.0	-	92.7	0.0	410.6	284.1	401.5	275.0	84.5	1.7	1.8	0.0	0.0	410.6	284.1	401.5	275.0
15:49:03, Wednesday, April 16, 2025	0.906	979.0	913.0	-	93.3	0.0	410.6	283.9	423.5	319.0	84.5	1.7	1.7	0.0	0.0	410.6	283.9	423.5	319.0
15:49:04, Wednesday, April 16, 2025	1.000	984.5	913.0	-	92.7	0.0	410.6	284.0	407.0	291.5	84.3	1.7	1.7	0.0	0.0	410.6	284.0	407.0	291.5
15:49:04, Wednesday, April 16, 2025	1.156	990.0	907.5	-	91.7	0.0	410.7	283.8	418.0	302.5	84.5	1.7	1.7	0.0	0.0	410.7	283.8	418.0	302.5
15:49:04, Wednesday, April 16, 2025	1.250	979.0	896.5	-	91.6	0.0	410.6	284.1	401.5	308.0	84.8	1.7	1.7	0.0	0.0	410.6	284.1	401.5	308.0
15:49:04, Wednesday, April 16, 2025	1.328	979.0	913.0	-	93.3	0.0	410.7	284.1	418.0	302.5	84.5	1.7	1.7	0.0	0.0	410.7	284.1	418.0	302.5
15:49:04, Wednesday, April 16, 2025	1.438	995.5	907.5	-	91.2	0.0	410.7	283.8	407.0	319.0	84.3	1.7	1.7	0.0	0.0	410.7	283.8	407.0	319.0
15:49:04, Wednesday, April 16, 2025	1.594	990.0	924.0	-	93.3	0.0	410.8	284.1	401.5	297.0	84.2	1.7	1.7	0.0	0.0	410.8	284.1	401.5	297.0
15:49:04, Wednesday, April 16, 2025	1.688	995.5	907.5	-	91.2	0.0	410.6	284.0	407.0	308.0	84.5	1.7	1.7	0.0	0.0	410.6	284.0	407.0	308.0
15:49:04, Wednesday, April 16, 2025	1.813	979.0	913.0	-	93.3	0.0	410.8	284.1	423.5	302.5	84.3	1.7	1.7	0.0	0.0	410.8	284.1	423.5	302.5
15:49:04, Wednesday, April 16, 2025	1.906	984.5	918.5	-	93.3	0.0	410.5	283.9	423.5	313.5	84.1	1.7	1.7	0.0	0.0	410.5	283.9	423.5	313.5
15:49:05, Wednesday, April 16, 2025	2.016	990.0	907.5	-	91.7	0.0	410.7	283.8	385.0	297.0	84.3	1.7	1.7	0.0	0.0	410.7	283.8	385.0	297.0
15:49:05, Wednesday, April 16, 2025	2.125	990.0	918.5	-	92.8	0.0	410.7	284.0	412.5	313.5	84.2	1.7	1.7	0.0	0.0	410.7	284.0	412.5	313.5
15:49:05, Wednesday, April 16, 2025	2.219	979.0	918.5	-	93.8	0.0	410.7	284.0	418.0	302.5	84.4	1.7	1.7	0.0	0.0	410.7	284.0	418.0	302.5
15:49:05, Wednesday, April 16, 2025	2.313	973.5	913.0	-	93.8	0.0	410.7	284.0	434.5	308.0	84.2	1.7	1.7	0.0	0.0	410.7	284.0	434.5	308.0
15:49:05, Wednesday, April 16, 2025	2.422	990.0	913.0	-	92.2	0.0	410.7	284.2	396.0	313.5	84.4	1.7	1.7	0.0	0.0	410.7	284.2	396.0	313.5
15:49:05, Wednesday, April 16, 2025	2.516	979.0	918.5	-	93.8	0.0	410.7	284.2	418.0	308.0	84.5	1.7	1.7	0.0	0.0	410.7	284.2	418.0	308.0
15:49:05, Wednesday, April 16, 2025	2.610	979.0	913.0	-	93.3	0.0	410.7	284.2	396.0	286.0	84.5	1.7	1.8	0.0	0.0	410.7	284.2	396.0	286.0
15:49:05, Wednesday, April 16, 2025	2.703	990.0	907.5	-	91.7	0.0	410.7	284.2	412.5	286.0	84.3	1.7	1.7	0.0	0.0	410.7	284.2	412.5	286.0
15:49:05, Wednesday, April 16, 2025	2.813	990.0	918.5	-	92.8	0.0	410.7	284.1	401.5	302.5	84.0	1.7	1.7	0.0	0.0	410.7	284.1	401.5	302.5
15:49:05, Wednesday, April 16, 2025	2.906	990.0	913.0	-	92.2	0.0	410.6	284.1	412.5	302.5	84.5	1.7	1.7	0.0	0.0	410.6	284.1	412.5	302.5
15:49:06, Wednesday, April 16, 2025	3.000	990.0	907.5	-	91.7	0.0	410.6	284.2	429.0	302.5	84.3	1.7	1.7	0.0	0.0	410.6	284.2	429.0	302.5
15:49:06, Wednesday, April 16, 2025	3.110	984.5	907.5	-	92.2	0.0	410.6	284.5	434.5	308.0	84.6	1.7	1.7	0.0	0.0	410.6	284.5	434.5	308.0
15:49:06, Wednesday, April 16, 2025	3.219	979.0	913.0	-	93.3	0.0	410.6	284.4	396.0	302.5	84.6	1.7	1.7	0.0	0.0	410.6	284.4	396.0	302.5
15:49:06, Wednesday, April 16, 2025	3.313	979.0	902.0	-	92.1	0.0	410.7	284.2	429.0	297.0	84.8	1.7	1.7	0.0	0.0	410.7	284.2	429.0	297.0
15:49:06, Wednesday, April 16, 2025	3.422	990.0	913.0	-	92.2	0.0	410.6	284.7	390.5	286.0	84.5	1.7	1.8	0.0	0.0	410.6	284.7	390.5	286.0
15:49:06, Wednesday, April 16, 2025	3.531	1001.0	913.0	-	91.2	0.0	410.5	284.6	412.5	297.0	84.4	1.7	1.7	0.0	0.0	410.5	284.6	412.5	297.0
15:49:06, Wednesday, April 16, 2025	3.641	990.0	907.5	-	91.7	0.0	410.5	284.4	412.5	297.0	84.2	1.7	1.7	0.0	0.0	410.5	284.4	412.5	297.0
15:49:06, Wednesday, April 16, 2025	3.750	990.0	918.5	-	92.8	0.0	410.5	284.5	385.0	297.0	84.3	1.7	1.7	0.0	0.0	410.5	284.5	385.0	297.0
15:49:06, Wednesday, April 16, 2025	3.844	973.5	918.5	-	94.4	0.0	410.6	284.5	412.5	286.0	84.6	1.7	1.8	0.0	0.0	410.6	284.5	412.5	286.0
15:49:06, Wednesday, April 16, 2025	3.938	990.0	913.0	-	92.2	0.0	410.7	284.5	434.5	308.0	84.3	1.7	1.7	0.0	0.0	410.7	284.5	434.5	308.0
15:49:07, Wednesday, April 16, 2025	4.047	979.0	907.5	-	92.7	0.0	410.7	284.3	396.0	302.5	84.4	1.7	1.7	0.0	0.0	410.7	284.3	396.0	302.5
15:49:07, Wednesday, April 16, 2025	4.156	995.5	907.5	-	91.2	0.0	410.7	284.4	385.0	297.0	84.5	1.7	1.7	0.0	0.0	410.7	284.4	385.0	297.0
15:49:07, Wednesday, April 16, 2025	4.250	984.5	913.0	-	92.7	0.0	410.7	284.6	429.0	324.5	84.3	1.7	1.7	0.0	0.0	410.7	284.6	429.0	324.5
15:49:07, Wednesday, April 16, 2025	4.375	973.5	902.0	-	92.7	0.0	410.7	284.4	434.5	319.0	84.5	1.7	1.7	0.0	0.0	410.7	284.4	434.5	319.0
15:49:07, Wednesday, April 16, 2025	4.453	990.0	913.0	-	92.2	0.0	410.7	284.5	401.5	275.0	84.2	1.7	1.7	0.0	0.0	410.7	284.5	401.5	275.0
15:49:07, Wednesday, April 16, 2025	4.563	990.0	907.5	-	91.7	0.0	410.7	284.5	407.0	324.5	84.5	1.7	1.7	0.0	0.0	410.7	284.5	407.0	324.5
15:49:07, Wednesday, April 16, 2025	4.656	984.5	913.0	-	92.7	0.0	410.8	284.3	401.5	275.0	84.6	1.7	1.7	0.0	0.0	410.8	284.3	401.5	275.0
15:49:07, Wednesday, April 16, 2025	4.766	984.5	913.0	-	92.7	0.0	410.7	284.3	423.5	302.5	84.5	1.7	1.8	0.0	0.0	410.7	284.3	423.5	302.5
15:49:07, Wednesday, April 16, 2025	4.860	984.5	907.5	-	92.2	0.0	410.7	284.3	401.5	297.0	84.2	1.7	1.7	0.0	0.0	410.7	284.3	401.5	297.0
15:49:07, Wednesday, April 16, 2025	4.953	990.0	918.5	-	92.8	0.0	410.8	284.3	418.0	308.0	84.5	1.7	1.7	0.0	0.0	410.8	284.3	418.0	308.0
15:49:08, Wednesday, April 16, 2025	5.016	990.0	902.0	-	91.1	0.0	410.6	284.1	412.5	291.5	84.4	1.7	1.7	0.0	0.0	410.6	284.1	412.5	291.5
15:49:08, Wednesday, April 16, 2025	5.110	990.0	913.0	-	92.2	0.0	410.6	284.0	434.5	308.0	84.3	1.7	1.7	0.0	0.0	410.6	284.0	434.5	308.0
15:49:08, Wednesday, April 16, 2025	5.188	979.0	918.5	-	93.8	0.0	410.7	284.3	418.0	324.5	84.2	1.7	1.7	0.0	0.0	410.7	284.3	418.0	324.5
15:49:08, Wednesday, April 16, 2025	5.281	984.5	918.5	-	93.3	0.0	410.7	283.9	434.5	319.0	84.1	1.7	1.7	0.0	0.0	410.7	283.9	434.5	319.0
15:49:08, Wednesday, April 16, 2025	5.360	984.5	907.5	-	92.2	0.0	410.6	284.1	401.5	302.5	84.2	1.7	1.7	0.0	0.0	410.6	284.1	401.5	302.5
15:49:08, Wednesday, April 16, 2025	5.469	984.5	918.5	-	93.3	0.0	410.6	284.2	374.0	291.5	84.3	1.7	1.7	0.0	0.0	410.6	284.2	374.0	291.5
15:49:08, Wednesday, April 16, 2025	5.563	995.5	907.5	-	91.2	0.0	410.7	284.2	396.0	286.0	84.6	1.7	1.7	0.0	0.0	410.7	284.2	396.0	286.0
15:49:08, Wednesday, April 16, 2025	5.672	984.5	913.0	-	92.7	0.0	410.6	284.1	407.0	308.0	84.6	1.7	1.7	0.0	0.0	410.6	284.1	407.0	308.0
15:49:08, Wednesday, April 16, 2025	5.781	984.5	907.5	-	92.2	0.0	410.7	284.0	401.5	275.0	84.5	1.7	1.7	0.0	0.0	410.7	284.0	401.5	275.0
15:49:08, Wednesday, April 16, 2025	5.875	984.5	913.0	-	92.7	0.0	410.7	283.8	429.0	313.5	84.4	1.7	1.7	0.0	0.0	410.7	283.8	429.0	313.5
15:49:09, Wednesday, April 16, 2025	5.969	990.0	907.5	-	91.7	0.0	410.7	284.1	385.0	297.0	84.4	1.7	1.7	0.0	0.0	410.7	284.1	385.0	297.0
15:49:09, Wednesday, April 16, 2025	6.063	979.0	918.5	-	93.8	0.0	410.6	283.9	412.5	308.0	84.4	1.7	1.7	0.0	0.0	410.6	283.9	412.5	308.0
15:49:09, Wednesday, April 16, 2025	6.188	979.0	907.5	-	92.7	0.0	410.6	284.2	407.0	308.0	84.3	1.7	1.8	0.0	0.0	410.6	284.2	407.0	308.0
15:49:09, Wednesday, April 16, 2025	6.281	995.5	913.0	-	91.7	0.0	410.7	284.3	429.0	297.0	85.1	1.7	1.7	0.0	0.0	410.7	284.3	429.0	297.0
15:49:09, Wednesday, April 16, 2025	6.360	995.5	913.0	-	91.7	0.0	410.9	284.3	429.0	302.5	84.3	1.7	1.7	0.0	0.0	410.9	284.3	429.0	302.5
15:49:09, Wednesday, April 16, 2025	6.469	995.5	907.5	-	91.2	0.0	410.8	284.2	401.5	313.5	84.6	1.7	1.8	0.0	0.0	410.8	284.2	401.5	313.5
15:49:09, Wednesday, April 16, 2025	6.578	984.5	913.0	-	92.7	0.0	410.8	284.3	412.5	313.5	84.6	1.7	1.8	0.0	0.0	410.8	284.3	412.5	313.5
15:49:09, Wednesday, April 16, 2025	6.672	995.5	902.0	-	90.6	0.0	410.8	284.2	418.0	324.5	84.3	1.7	1.7	0.0	0.0	410.8	284.2	418.0	324.5
